ダウンロードした時刻：2019/10/10 16:01:10

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,8.5,11.8,2.6
1984/12/2,12.2,16.2,7.5
1984/12/3,7.7,15.5,1.8
1984/12/4,10.5,16.6,0.7
1984/12/5,17.2,19.2,14.1
1984/12/6,10.2,17.7,6.7
1984/12/7,5.5,10.5,-0.1
1984/12/8,7.3,13.4,-0.9
1984/12/9,8.8,15.0,3.7
1984/12/10,9.3,16.5,2.6
1984/12/11,12.8,17.4,7.3
1984/12/12,14.7,18.3,12.7
1984/12/13,11.6,16.4,5.0
1984/12/14,14.8,17.5,5.0
1984/12/15,8.1,11.7,5.9
1984/12/16,6.1,8.1,4.7
1984/12/17,7.9,11.3,3.8
1984/12/18,13.7,17.3,10.4
1984/12/19,8.1,11.4,6.3
1984/12/20,6.8,10.3,3.8
1984/12/21,8.5,13.4,2.2
1984/12/22,10.5,12.3,7.5
1984/12/23,6.1,9.9,0.6
1984/12/24,6.9,10.1,3.7
1984/12/25,3.0,6.9,0.2
1984/12/26,3.6,8.3,-2.5
1984/12/27,3.0,9.0,-1.4
1984/12/28,5.8,10.8,-0.8
1984/12/29,4.8,8.7,1.2
1984/12/30,1.8,9.4,-3.3
1984/12/31,2.1,9.7,-3.2
1985/1/1,3.7,10.7,-2.6
1985/1/2,3.5,11.1,-2.6
1985/1/3,4.3,6.5,1.7
1985/1/4,4.4,9.2,1.0
1985/1/5,3.2,7.5,-1.1
1985/1/6,1.5,7.9,-4.3
1985/1/7,3.1,8.0,-3.9
1985/1/8,3.2,8.3,-1.2
1985/1/9,3.3,10.2,-2.6
1985/1/10,6.9,13.1,-0.3
1985/1/11,7.2,10.8,1.6
1985/1/12,9.1,12.3,5.6
1985/1/13,8.6,11.7,6.3
1985/1/14,3.9,6.3,-1.6
1985/1/15,2.6,7.0,-6.0
1985/1/16,8.3,11.5,3.4
1985/1/17,2.5,8.0,-2.0
1985/1/18,2.8,7.3,-2.0
1985/1/19,4.7,8.2,1.7
1985/1/20,6.1,13.4,1.7
1985/1/21,5.0,10.7,-1.7
1985/1/22,3.7,11.0,-3.0
1985/1/23,5.9,12.5,-1.7
1985/1/24,4.7,8.1,1.7
1985/1/25,2.7,7.7,-2.6
1985/1/26,1.7,7.8,-5.4
1985/1/27,3.4,8.7,-0.2
1985/1/28,8.4,14.5,0.9
1985/1/29,4.1,9.1,-0.9
1985/1/30,1.8,5.9,-3.4
1985/1/31,2.4,8.1,-6.7
1985/2/1,9.1,11.6,4.6
1985/2/2,10.0,13.1,7.0
1985/2/3,8.4,13.0,2.2
1985/2/4,5.9,12.2,-1.1
1985/2/5,7.4,11.4,4.2
1985/2/6,8.6,11.3,5.6
1985/2/7,10.0,13.7,6.5
1985/2/8,9.3,12.7,5.3
1985/2/9,12.0,17.7,5.6
1985/2/10,12.8,17.7,5.8
1985/2/11,7.0,12.7,0.6
1985/2/12,7.2,12.0,-0.7
1985/2/13,10.0,13.5,3.9
1985/2/14,4.1,9.7,-1.5
1985/2/15,2.6,10.1,-4.0
1985/2/16,4.6,9.1,-2.2
1985/2/17,6.1,12.9,0.6
1985/2/18,6.4,10.8,-0.4
1985/2/19,7.7,12.3,6.1
1985/2/20,9.1,11.8,5.9
1985/2/21,9.0,12.9,3.9
1985/2/22,5.1,8.0,2.4
1985/2/23,6.5,9.7,0.6
1985/2/24,4.5,8.2,-1.8
1985/2/25,4.6,10.7,-2.1
1985/2/26,4.9,9.1,1.3
1985/2/27,5.7,9.0,0.5
1985/2/28,4.7,7.3,3.8
1985/3/1,6.5,9.4,3.6
1985/3/2,9.4,14.6,5.3
1985/3/3,9.4,15.6,5.5
1985/3/4,7.2,11.9,3.3
1985/3/5,6.9,11.9,4.9
1985/3/6,6.1,7.7,3.0
1985/3/7,8.6,13.4,2.5
1985/3/8,11.4,16.3,6.3
1985/3/9,13.6,18.0,6.9
1985/3/10,8.1,11.0,5.8
1985/3/11,3.9,8.0,2.4
1985/3/12,5.9,10.9,2.0
1985/3/13,8.6,13.9,1.8
1985/3/14,6.1,9.0,4.7
1985/3/15,5.4,8.3,3.5
1985/3/16,6.4,12.0,0.6
1985/3/17,7.7,11.3,5.1
1985/3/18,11.9,17.1,6.1
1985/3/19,7.6,11.9,5.3
1985/3/20,8.2,13.4,4.9
1985/3/21,8.0,9.5,6.7
1985/3/22,9.9,14.8,3.5
1985/3/23,6.8,9.8,4.7
1985/3/24,6.6,12.2,2.8
1985/3/25,11.5,16.7,0.9
1985/3/26,15.8,19.0,12.0
1985/3/27,7.7,12.1,5.0
1985/3/28,10.4,13.3,7.3
1985/3/29,11.2,14.8,7.2
1985/3/30,10.7,15.4,8.0
1985/3/31,8.4,14.1,5.5
