ダウンロードした時刻：2019/10/10 16:09:57

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,9.5,14.7,4.7
1984/12/2,8.6,12.4,5.0
1984/12/3,8.0,13.8,2.7
1984/12/4,7.7,13.7,2.5
1984/12/5,10.7,16.3,3.5
1984/12/6,9.6,12.9,4.6
1984/12/7,6.4,11.8,1.6
1984/12/8,6.3,12.3,0.8
1984/12/9,8.5,14.9,1.8
1984/12/10,14.2,18.3,8.6
1984/12/11,14.3,16.7,12.3
1984/12/12,13.7,18.0,10.1
1984/12/13,11.1,14.5,7.6
1984/12/14,9.4,10.7,7.6
1984/12/15,6.8,10.4,4.7
1984/12/16,5.0,7.6,3.5
1984/12/17,8.7,14.1,3.2
1984/12/18,6.7,10.9,3.2
1984/12/19,5.3,8.9,1.5
1984/12/20,5.5,10.4,1.0
1984/12/21,6.6,10.7,2.8
1984/12/22,3.8,5.9,0.3
1984/12/23,2.1,5.6,-0.3
1984/12/24,1.0,4.9,-1.4
1984/12/25,0.9,4.6,-2.7
1984/12/26,3.6,7.1,-0.2
1984/12/27,5.0,8.7,2.7
1984/12/28,3.0,5.9,0.0
1984/12/29,1.0,4.5,-1.5
1984/12/30,1.1,5.0,-2.9
1984/12/31,3.1,8.4,-1.2
1985/1/1,4.9,10.4,-0.6
1985/1/2,5.1,10.3,0.1
1985/1/3,5.5,8.5,3.3
1985/1/4,4.6,9.3,1.5
1985/1/5,3.4,7.0,0.3
1985/1/6,3.2,7.3,0.0
1985/1/7,2.8,7.9,-1.8
1985/1/8,2.9,7.3,-1.7
1985/1/9,4.1,9.4,-0.9
1985/1/10,4.9,9.7,1.3
1985/1/11,3.6,8.2,-1.1
1985/1/12,4.1,9.8,-1.1
1985/1/13,2.3,5.8,-0.8
1985/1/14,-2.2,1.3,-4.5
1985/1/15,1.4,5.6,-4.7
1985/1/16,3.4,8.8,0.0
1985/1/17,1.6,6.0,-2.1
1985/1/18,2.4,6.6,-2.3
1985/1/19,3.6,7.6,-1.9
1985/1/20,5.4,9.5,2.6
1985/1/21,4.2,7.6,0.5
1985/1/22,4.8,10.2,-1.4
1985/1/23,8.1,12.1,5.2
1985/1/24,5.0,9.6,0.6
1985/1/25,3.3,7.2,0.9
1985/1/26,3.6,8.0,-0.1
1985/1/27,4.1,8.2,-1.3
1985/1/28,4.7,7.9,0.3
1985/1/29,2.0,5.2,-1.1
1985/1/30,0.2,3.8,-2.8
1985/1/31,1.8,6.7,-4.6
1985/2/1,6.4,11.1,1.0
1985/2/2,7.1,12.1,3.3
1985/2/3,7.1,13.5,1.5
1985/2/4,8.0,12.9,2.7
1985/2/5,6.8,8.5,3.5
1985/2/6,5.4,7.4,3.0
1985/2/7,7.9,14.0,1.5
1985/2/8,6.8,10.5,3.1
1985/2/9,11.5,14.1,7.3
1985/2/10,7.0,11.4,3.5
1985/2/11,6.6,10.9,2.4
1985/2/12,6.7,11.5,2.3
1985/2/13,5.6,10.2,2.8
1985/2/14,3.4,7.1,0.5
1985/2/15,3.8,8.9,-1.9
1985/2/16,4.4,6.4,2.3
1985/2/17,5.2,8.5,2.4
1985/2/18,4.8,7.8,1.1
1985/2/19,6.1,8.1,4.5
1985/2/20,6.5,10.7,2.7
1985/2/21,2.5,5.9,-1.0
1985/2/22,1.1,4.8,-1.4
1985/2/23,2.4,6.7,-0.4
1985/2/24,1.7,6.2,-1.8
1985/2/25,3.8,8.8,-1.4
1985/2/26,4.8,8.5,1.3
1985/2/27,5.4,8.6,2.3
1985/2/28,6.4,8.0,2.4
1985/3/1,9.7,13.2,7.1
1985/3/2,7.4,8.6,5.4
1985/3/3,6.8,9.6,2.2
1985/3/4,5.5,10.8,0.0
1985/3/5,7.6,11.3,4.3
1985/3/6,7.2,12.3,1.8
1985/3/7,8.0,12.7,3.1
1985/3/8,11.6,15.6,7.0
1985/3/9,9.7,13.1,6.4
1985/3/10,7.2,11.0,2.5
1985/3/11,5.5,6.9,4.1
1985/3/12,6.5,11.3,3.2
1985/3/13,6.0,9.8,1.9
1985/3/14,8.3,11.1,5.9
1985/3/15,7.2,10.9,4.0
1985/3/16,8.4,14.1,0.6
1985/3/17,10.5,13.5,9.1
1985/3/18,11.0,15.6,6.5
1985/3/19,8.2,9.8,7.1
1985/3/20,8.6,12.0,3.3
1985/3/21,10.3,15.6,7.6
1985/3/22,9.6,14.4,4.1
1985/3/23,8.7,13.5,4.0
1985/3/24,9.7,15.6,3.5
1985/3/25,12.2,15.9,6.3
1985/3/26,14.2,19.3,11.3
1985/3/27,10.4,12.0,8.2
1985/3/28,13.2,18.4,9.1
1985/3/29,11.7,18.1,7.0
1985/3/30,8.4,12.4,5.6
1985/3/31,6.6,10.9,3.7
