ダウンロードした時刻：2019/10/10 15:43:27

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,9.9,16.0,4.4
1984/12/2,7.2,9.5,4.7
1984/12/3,7.5,9.4,4.5
1984/12/4,6.8,12.7,1.4
1984/12/5,10.2,16.6,3.7
1984/12/6,3.4,7.6,2.1
1984/12/7,4.2,6.7,2.5
1984/12/8,7.1,12.1,3.1
1984/12/9,5.9,9.5,3.7
1984/12/10,8.6,13.7,2.3
1984/12/11,10.6,12.5,9.7
1984/12/12,10.9,13.1,9.2
1984/12/13,7.9,9.7,4.7
1984/12/14,7.3,13.4,4.2
1984/12/15,3.2,5.4,1.5
1984/12/16,3.4,5.3,1.7
1984/12/17,5.0,8.3,1.6
1984/12/18,6.4,9.4,4.8
1984/12/19,4.0,5.8,1.8
1984/12/20,3.8,7.0,1.6
1984/12/21,5.5,8.9,1.6
1984/12/22,0.4,3.8,-2.3
1984/12/23,0.7,4.1,-2.2
1984/12/24,-0.5,3.7,-3.6
1984/12/25,-1.5,-0.4,-3.3
1984/12/26,0.0,1.4,-2.0
1984/12/27,0.9,1.7,-0.8
1984/12/28,-0.3,0.6,-1.1
1984/12/29,-0.1,1.1,-1.7
1984/12/30,-0.9,1.0,-1.8
1984/12/31,-0.3,1.6,-3.2
1985/1/1,1.1,2.7,-0.2
1985/1/2,1.0,2.7,-2.0
1985/1/3,0.5,2.8,-2.6
1985/1/4,1.0,2.8,-1.8
1985/1/5,-0.3,1.0,-1.9
1985/1/6,-1.0,0.3,-2.4
1985/1/7,-0.6,1.3,-2.5
1985/1/8,0.3,2.6,-2.2
1985/1/9,0.0,4.1,-5.0
1985/1/10,2.9,6.6,-1.8
1985/1/11,2.0,5.3,-0.2
1985/1/12,2.6,5.9,-1.1
1985/1/13,0.1,4.5,-2.3
1985/1/14,-2.8,-1.3,-3.9
1985/1/15,-1.5,0.9,-3.8
1985/1/16,-0.3,4.5,-3.0
1985/1/17,-1.7,-0.8,-2.5
1985/1/18,-1.0,0.6,-2.4
1985/1/19,-1.1,2.3,-5.3
1985/1/20,3.4,7.4,-1.9
1985/1/21,1.5,2.7,0.8
1985/1/22,2.5,4.8,-0.7
1985/1/23,2.1,3.9,0.2
1985/1/24,-1.2,0.5,-2.3
1985/1/25,-1.8,-0.2,-3.1
1985/1/26,-1.8,-1.1,-2.9
1985/1/27,-0.9,2.4,-7.9
1985/1/28,1.9,3.9,0.2
1985/1/29,-1.1,0.7,-3.2
1985/1/30,-2.3,-0.5,-3.7
1985/1/31,1.1,4.3,-4.0
1985/2/1,3.6,7.1,0.6
1985/2/2,0.9,3.4,-2.5
1985/2/3,1.4,4.9,-3.0
1985/2/4,1.8,4.7,-2.1
1985/2/5,3.6,6.8,-0.3
1985/2/6,3.8,9.1,-0.5
1985/2/7,4.2,6.7,0.3
1985/2/8,4.1,5.7,2.4
1985/2/9,5.6,9.1,3.3
1985/2/10,6.6,10.6,3.5
1985/2/11,2.8,4.6,1.0
1985/2/12,4.1,6.8,1.2
1985/2/13,4.1,6.9,1.7
1985/2/14,0.4,3.0,-1.3
1985/2/15,1.7,3.3,-1.7
1985/2/16,3.6,5.6,1.1
1985/2/17,3.5,5.0,1.0
1985/2/18,3.3,5.9,1.2
1985/2/19,4.3,6.5,1.1
1985/2/20,6.8,8.5,4.9
1985/2/21,2.7,7.0,-1.0
1985/2/22,1.2,3.1,-1.8
1985/2/23,1.9,4.9,-0.2
1985/2/24,2.5,5.0,-0.5
1985/2/25,2.6,5.9,0.7
1985/2/26,2.1,4.7,0.5
1985/2/27,2.4,4.5,0.3
1985/2/28,2.9,4.9,0.6
1985/3/1,5.8,8.4,3.7
1985/3/2,5.6,7.2,4.3
1985/3/3,3.3,5.7,1.1
1985/3/4,3.1,5.8,1.0
1985/3/5,4.5,9.9,0.7
1985/3/6,1.5,3.4,-0.3
1985/3/7,3.4,5.9,-0.1
1985/3/8,7.4,12.0,3.2
1985/3/9,4.2,10.0,2.0
1985/3/10,0.7,2.4,-1.2
1985/3/11,0.3,1.2,-1.4
1985/3/12,3.4,6.3,0.6
1985/3/13,4.6,9.0,1.1
1985/3/14,3.5,5.6,1.6
1985/3/15,2.7,5.6,-0.2
1985/3/16,3.8,8.8,-3.1
1985/3/17,6.9,9.9,3.9
1985/3/18,6.7,9.7,5.1
1985/3/19,5.4,7.6,3.1
1985/3/20,6.4,10.3,2.9
1985/3/21,7.1,8.7,5.2
1985/3/22,4.9,7.0,1.8
1985/3/23,4.1,7.7,-0.4
1985/3/24,5.7,10.2,0.1
1985/3/25,10.8,16.9,4.3
1985/3/26,7.7,10.8,4.8
1985/3/27,6.2,8.4,3.4
1985/3/28,7.5,9.0,6.2
1985/3/29,8.5,14.2,5.3
1985/3/30,5.2,8.8,2.9
1985/3/31,3.9,6.8,0.9
