ダウンロードした時刻：2019/10/10 15:42:03

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,8.1,9.6,5.2
2002/12/2,8.6,12.6,4.5
2002/12/3,7.3,12.4,1.8
2002/12/4,9.9,13.7,5.4
2002/12/5,13.2,17.3,9.3
2002/12/6,8.6,12.0,5.2
2002/12/7,5.0,7.2,2.5
2002/12/8,4.1,5.4,2.4
2002/12/9,1.0,2.4,-0.3
2002/12/10,2.4,4.2,1.1
2002/12/11,2.0,6.9,-2.3
2002/12/12,3.0,7.7,-0.9
2002/12/13,2.7,6.7,-0.4
2002/12/14,2.5,8.4,-2.9
2002/12/15,5.0,11.2,-1.5
2002/12/16,7.2,12.2,0.4
2002/12/17,9.2,13.2,3.1
2002/12/18,6.0,10.8,1.2
2002/12/19,8.1,11.0,5.5
2002/12/20,5.9,9.9,2.2
2002/12/21,3.9,5.8,0.8
2002/12/22,5.1,8.4,1.3
2002/12/23,3.3,9.2,-1.6
2002/12/24,4.1,5.9,1.2
2002/12/25,5.0,8.7,0.5
2002/12/26,3.1,6.2,0.5
2002/12/27,0.4,2.6,-2.2
2002/12/28,1.7,6.5,-4.2
2002/12/29,3.0,6.7,-0.9
2002/12/30,3.2,7.4,-0.5
2002/12/31,2.9,7.7,-2.6
2003/1/1,1.9,5.5,-0.6
2003/1/2,1.0,3.3,-1.4
2003/1/3,1.2,4.7,-4.4
2003/1/4,7.1,12.1,1.6
2003/1/5,0.7,5.2,-1.9
2003/1/6,1.3,5.1,-2.2
2003/1/7,2.7,8.0,-3.0
2003/1/8,3.0,8.3,-2.0
2003/1/9,2.5,8.5,-3.3
2003/1/10,5.2,11.9,-0.9
2003/1/11,5.3,9.3,1.1
2003/1/12,5.1,10.0,-0.3
2003/1/13,5.3,11.5,-0.9
2003/1/14,6.9,12.7,0.0
2003/1/15,1.2,5.4,-2.4
2003/1/16,1.1,6.6,-5.0
2003/1/17,5.1,11.9,-2.3
2003/1/18,3.5,6.2,-0.6
2003/1/19,2.9,7.0,-1.8
2003/1/20,4.4,7.7,2.0
2003/1/21,2.4,5.8,0.1
2003/1/22,2.2,7.1,-2.9
2003/1/23,3.1,6.0,-1.2
2003/1/24,3.4,6.6,0.7
2003/1/25,3.2,6.8,-0.9
2003/1/26,3.5,6.6,0.3
2003/1/27,4.6,8.2,2.0
2003/1/28,7.9,12.0,4.2
2003/1/29,2.0,8.3,-2.9
2003/1/30,1.3,5.5,-2.0
2003/1/31,2.4,6.9,-1.6
2003/2/1,2.2,6.1,-0.5
2003/2/2,1.5,5.7,-2.4
2003/2/3,1.9,7.0,-4.3
2003/2/4,2.3,8.2,-1.7
2003/2/5,1.5,5.5,-2.3
2003/2/6,2.0,6.6,-2.1
2003/2/7,4.2,9.2,-2.2
2003/2/8,6.0,11.6,-1.7
2003/2/9,7.2,10.4,3.5
2003/2/10,7.2,13.5,1.4
2003/2/11,6.7,7.6,4.9
2003/2/12,3.6,6.4,0.5
2003/2/13,2.4,6.4,-2.8
2003/2/14,4.0,9.3,-0.3
2003/2/15,4.5,9.6,0.0
2003/2/16,3.1,6.8,0.2
2003/2/17,5.9,10.1,1.5
2003/2/18,3.9,6.4,0.6
2003/2/19,4.3,8.0,0.3
2003/2/20,4.2,5.7,2.7
2003/2/21,3.4,6.8,1.5
2003/2/22,3.9,6.8,1.0
2003/2/23,4.4,6.6,2.7
2003/2/24,1.5,3.3,-0.2
2003/2/25,2.1,5.9,-2.6
2003/2/26,3.5,8.2,-1.7
2003/2/27,4.3,8.3,-0.3
2003/2/28,2.6,7.4,-1.9
2003/3/1,5.4,11.4,-1.1
2003/3/2,8.7,12.2,4.6
2003/3/3,6.7,9.7,3.1
2003/3/4,1.9,5.5,-1.3
2003/3/5,2.4,7.0,-2.2
2003/3/6,3.8,7.4,-1.5
2003/3/7,6.5,9.4,3.2
2003/3/8,6.5,8.8,4.3
2003/3/9,4.8,9.6,0.9
2003/3/10,3.5,8.6,-0.9
2003/3/11,2.6,7.0,-0.2
2003/3/12,2.9,8.5,-3.3
2003/3/13,3.8,9.7,0.2
2003/3/14,3.4,8.0,-2.2
2003/3/15,4.9,8.8,1.1
2003/3/16,5.1,9.4,-1.5
2003/3/17,3.5,6.6,1.0
2003/3/18,3.7,8.7,-0.2
2003/3/19,4.7,9.3,-0.9
2003/3/20,5.3,9.8,1.5
2003/3/21,3.3,7.7,-0.8
2003/3/22,3.8,7.4,-1.2
2003/3/23,6.2,10.3,1.1
2003/3/24,8.8,13.4,4.3
2003/3/25,8.7,11.8,7.8
2003/3/26,10.3,17.2,5.6
2003/3/27,10.2,14.5,3.9
2003/3/28,11.3,16.3,7.5
2003/3/29,7.3,9.3,3.7
2003/3/30,6.3,10.3,0.6
2003/3/31,9.3,13.5,2.4
