ダウンロードした時刻：2019/10/10 15:48:18

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,12.0,17.0,8.3
1991/12/2,10.1,14.4,5.5
1991/12/3,9.3,16.0,3.9
1991/12/4,9.9,14.8,5.9
1991/12/5,9.4,16.3,4.7
1991/12/6,11.6,17.3,7.5
1991/12/7,10.8,16.1,7.0
1991/12/8,9.6,15.1,6.8
1991/12/9,5.9,8.5,2.3
1991/12/10,5.6,10.3,1.5
1991/12/11,9.8,13.9,4.6
1991/12/12,1.2,4.6,0.4
1991/12/13,2.4,3.8,0.3
1991/12/14,6.1,11.5,2.8
1991/12/15,6.5,12.8,2.3
1991/12/16,7.6,16.1,1.3
1991/12/17,12.4,17.2,5.1
1991/12/18,9.5,12.9,6.3
1991/12/19,6.3,9.6,4.4
1991/12/20,4.2,9.1,0.8
1991/12/21,5.8,14.0,-0.7
1991/12/22,8.5,15.8,3.0
1991/12/23,12.3,16.1,8.7
1991/12/24,11.0,14.1,6.6
1991/12/25,5.9,7.3,4.6
1991/12/26,5.8,8.6,3.5
1991/12/27,4.3,7.9,2.4
1991/12/28,6.6,8.8,2.6
1991/12/29,1.9,5.3,-0.1
1991/12/30,2.4,4.6,0.2
1991/12/31,4.0,8.8,1.3
1992/1/1,4.9,7.3,3.4
1992/1/2,5.1,9.2,2.4
1992/1/3,5.9,8.5,4.3
1992/1/4,4.3,7.7,1.0
1992/1/5,4.8,10.4,0.7
1992/1/6,4.5,6.1,3.2
1992/1/7,8.4,13.3,5.1
1992/1/8,7.6,10.4,5.2
1992/1/9,6.1,7.7,4.6
1992/1/10,5.5,7.7,3.4
1992/1/11,4.5,10.1,0.9
1992/1/12,6.3,12.7,0.6
1992/1/13,8.6,12.6,5.9
1992/1/14,3.6,7.2,0.0
1992/1/15,2.2,5.9,-0.6
1992/1/16,3.2,10.9,-2.4
1992/1/17,4.8,7.8,2.2
1992/1/18,0.9,3.2,0.3
1992/1/19,0.8,1.9,0.0
1992/1/20,1.6,3.9,-0.6
1992/1/21,1.6,5.9,-1.6
1992/1/22,2.2,4.8,-0.2
1992/1/23,1.4,3.3,0.4
1992/1/24,1.1,2.4,-0.2
1992/1/25,4.3,8.5,1.2
1992/1/26,4.6,10.4,1.2
1992/1/27,4.2,9.8,0.5
1992/1/28,5.4,12.0,-0.2
1992/1/29,6.6,9.0,4.6
1992/1/30,6.0,9.4,2.9
1992/1/31,3.4,5.8,1.7
1992/2/1,1.3,3.0,-0.9
1992/2/2,1.5,5.9,-0.6
1992/2/3,4.7,8.1,0.6
1992/2/4,6.0,9.1,2.0
1992/2/5,3.1,6.2,-0.3
1992/2/6,3.7,10.9,-2.2
1992/2/7,4.2,7.8,1.5
1992/2/8,1.0,2.9,0.3
1992/2/9,2.2,5.9,-0.3
1992/2/10,3.2,8.6,-0.7
1992/2/11,2.6,5.2,-0.2
1992/2/12,4.1,11.0,-2.0
1992/2/13,5.0,9.0,2.0
1992/2/14,3.3,6.4,1.8
1992/2/15,5.9,10.1,1.1
1992/2/16,4.3,7.6,0.1
1992/2/17,2.9,7.2,-0.3
1992/2/18,4.5,10.0,-0.3
1992/2/19,3.1,5.1,0.8
1992/2/20,1.8,6.0,-0.4
1992/2/21,0.9,3.1,-0.4
1992/2/22,0.8,3.4,-0.3
1992/2/23,2.6,6.7,-0.3
1992/2/24,3.0,5.8,1.2
1992/2/25,1.9,5.4,0.5
1992/2/26,2.7,7.4,-0.6
1992/2/27,5.7,13.3,-0.3
1992/2/28,10.4,19.3,1.7
1992/2/29,11.8,13.9,9.7
1992/3/1,9.7,12.7,6.6
1992/3/2,5.6,8.1,3.5
1992/3/3,4.4,7.2,2.9
1992/3/4,4.9,9.1,0.2
1992/3/5,5.2,7.3,2.9
1992/3/6,5.3,7.3,2.8
1992/3/7,3.9,8.1,0.5
1992/3/8,5.2,12.6,-1.5
1992/3/9,8.7,15.9,0.7
1992/3/10,9.5,14.2,6.1
1992/3/11,7.4,12.5,4.0
1992/3/12,9.6,18.4,1.5
1992/3/13,10.6,18.2,4.5
1992/3/14,10.9,18.0,3.1
1992/3/15,11.8,14.4,9.4
1992/3/16,7.7,9.8,4.3
1992/3/17,6.1,10.2,3.5
1992/3/18,5.5,6.8,3.8
1992/3/19,7.5,10.9,4.9
1992/3/20,7.7,14.3,2.8
1992/3/21,4.3,6.9,1.8
1992/3/22,4.7,8.2,1.1
1992/3/23,4.8,9.7,0.5
1992/3/24,8.5,10.3,5.8
1992/3/25,9.7,13.3,7.2
1992/3/26,9.9,12.6,5.7
1992/3/27,7.5,12.0,4.0
1992/3/28,8.9,14.1,2.3
1992/3/29,11.6,14.7,9.3
1992/3/30,10.4,11.4,8.9
1992/3/31,9.8,14.6,4.2
