ダウンロードした時刻：2019/10/10 16:11:54

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,11.0,13.3,8.3
1999/12/2,11.4,15.0,9.7
1999/12/3,9.9,13.3,7.1
1999/12/4,9.5,13.8,4.6
1999/12/5,13.1,15.3,11.0
1999/12/6,12.1,16.0,7.0
1999/12/7,7.1,10.5,4.9
1999/12/8,8.9,13.6,5.4
1999/12/9,10.6,16.7,5.8
1999/12/10,10.9,15.6,6.0
1999/12/11,11.2,14.4,7.4
1999/12/12,9.3,12.3,7.1
1999/12/13,10.2,13.3,7.1
1999/12/14,9.6,13.9,6.5
1999/12/15,10.0,13.2,8.0
1999/12/16,9.4,13.4,5.1
1999/12/17,10.7,14.7,7.2
1999/12/18,8.1,10.0,4.9
1999/12/19,5.1,6.7,3.5
1999/12/20,4.0,7.6,1.6
1999/12/21,4.6,8.0,0.8
1999/12/22,4.6,8.6,2.3
1999/12/23,5.3,10.2,1.0
1999/12/24,7.5,12.7,2.3
1999/12/25,8.3,11.0,5.6
1999/12/26,5.5,8.6,3.3
1999/12/27,7.4,11.4,4.9
1999/12/28,7.2,13.2,1.8
1999/12/29,8.9,13.7,4.3
1999/12/30,9.1,14.3,5.4
1999/12/31,8.8,14.3,4.2
2000/1/1,8.3,11.7,6.2
2000/1/2,7.2,11.2,3.0
2000/1/3,9.5,13.5,5.9
2000/1/4,8.3,13.5,4.0
2000/1/5,8.8,13.7,4.2
2000/1/6,13.3,17.6,9.4
2000/1/7,11.4,14.7,6.8
2000/1/8,6.7,8.7,4.2
2000/1/9,6.5,9.4,3.1
2000/1/10,9.2,13.4,6.6
2000/1/11,7.1,10.1,4.9
2000/1/12,8.0,11.1,4.6
2000/1/13,11.7,14.1,10.1
2000/1/14,10.5,13.6,7.5
2000/1/15,8.2,12.2,5.5
2000/1/16,6.3,9.3,3.4
2000/1/17,9.1,13.0,6.3
2000/1/18,7.4,11.5,4.4
2000/1/19,6.6,12.3,1.5
2000/1/20,3.7,7.0,0.4
2000/1/21,2.1,5.0,0.5
2000/1/22,3.6,6.7,0.7
2000/1/23,4.4,7.2,2.2
2000/1/24,8.9,11.7,6.2
2000/1/25,5.1,8.7,2.5
2000/1/26,3.1,7.3,0.5
2000/1/27,2.1,6.4,0.3
2000/1/28,3.6,7.0,-0.4
2000/1/29,5.2,10.5,0.5
2000/1/30,5.9,8.2,2.8
2000/1/31,4.8,8.9,2.0
2000/2/1,3.9,7.1,1.6
2000/2/2,5.8,9.9,2.8
2000/2/3,6.1,10.0,1.7
2000/2/4,6.2,9.3,4.5
2000/2/5,6.7,11.4,2.7
2000/2/6,6.2,8.2,4.7
2000/2/7,6.9,9.4,4.7
2000/2/8,3.9,7.8,-0.3
2000/2/9,2.7,6.7,0.0
2000/2/10,4.7,9.0,1.5
2000/2/11,6.2,11.0,1.0
2000/2/12,7.6,11.8,3.2
2000/2/13,6.9,11.2,3.8
2000/2/14,7.6,11.8,4.1
2000/2/15,4.8,8.3,0.8
2000/2/16,2.9,6.9,0.3
2000/2/17,3.9,7.6,1.1
2000/2/18,3.9,7.6,1.4
2000/2/19,3.9,7.3,1.9
2000/2/20,5.2,9.4,2.7
2000/2/21,4.5,7.6,3.0
2000/2/22,4.2,6.9,1.6
2000/2/23,4.9,8.1,1.0
2000/2/24,5.4,10.2,1.1
2000/2/25,2.7,7.2,-0.1
2000/2/26,2.6,5.3,0.4
2000/2/27,5.2,9.4,2.7
2000/2/28,4.9,10.2,1.3
2000/2/29,2.8,6.5,-0.2
2000/3/1,5.6,11.4,0.3
2000/3/2,7.1,13.0,1.0
2000/3/3,10.3,17.5,3.4
2000/3/4,9.6,11.1,7.8
2000/3/5,10.7,14.9,6.9
2000/3/6,10.0,13.9,5.5
2000/3/7,9.7,14.1,5.2
2000/3/8,6.1,10.1,3.4
2000/3/9,5.8,8.2,3.5
2000/3/10,5.9,10.6,2.9
2000/3/11,4.7,8.5,3.1
2000/3/12,7.1,11.6,3.3
2000/3/13,7.9,14.5,4.5
2000/3/14,7.3,11.6,2.6
2000/3/15,9.4,15.0,3.6
2000/3/16,10.5,14.7,7.6
2000/3/17,8.3,13.0,5.7
2000/3/18,9.2,15.6,2.2
2000/3/19,9.8,12.3,8.1
2000/3/20,8.0,11.1,5.4
2000/3/21,8.7,13.1,3.9
2000/3/22,9.7,15.0,5.5
2000/3/23,10.5,17.0,3.4
2000/3/24,10.7,13.2,8.4
2000/3/25,8.1,11.6,5.8
2000/3/26,8.3,13.5,5.0
2000/3/27,10.7,17.5,3.6
2000/3/28,13.8,18.5,10.0
2000/3/29,11.3,13.4,9.5
2000/3/30,11.6,14.9,9.1
2000/3/31,10.8,14.5,8.0
