ダウンロードした時刻：2019/10/10 15:36:08

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,5.0,7.2,2.9
1988/12/2,4.8,6.5,3.0
1988/12/3,4.9,10.1,1.7
1988/12/4,4.6,7.1,0.6
1988/12/5,4.1,6.4,0.4
1988/12/6,2.5,5.1,-0.9
1988/12/7,9.0,12.0,2.5
1988/12/8,10.2,12.9,6.0
1988/12/9,6.4,10.5,3.1
1988/12/10,0.8,4.1,-0.7
1988/12/11,0.4,2.1,-0.4
1988/12/12,3.0,4.9,0.5
1988/12/13,7.3,11.7,3.8
1988/12/14,5.9,10.4,3.1
1988/12/15,2.9,5.0,1.5
1988/12/16,1.2,3.4,-1.5
1988/12/17,-0.3,2.9,-3.1
1988/12/18,4.2,6.2,2.2
1988/12/19,3.0,5.2,1.2
1988/12/20,3.1,7.7,1.0
1988/12/21,0.3,2.0,-1.7
1988/12/22,-1.1,0.3,-2.5
1988/12/23,2.8,4.6,0.2
1988/12/24,2.4,6.1,-0.5
1988/12/25,0.4,3.1,-1.4
1988/12/26,0.6,1.9,-0.8
1988/12/27,1.6,4.3,-0.8
1988/12/28,-2.2,1.1,-4.6
1988/12/29,-1.5,0.7,-4.0
1988/12/30,1.1,2.1,-1.1
1988/12/31,2.3,5.8,-1.0
1989/1/1,2.4,5.0,0.8
1989/1/2,3.5,6.6,0.4
1989/1/3,3.1,5.6,-0.2
1989/1/4,0.1,1.5,-1.3
1989/1/5,1.4,2.5,-0.6
1989/1/6,2.3,4.9,-1.8
1989/1/7,1.4,5.2,-3.1
1989/1/8,4.0,7.4,2.4
1989/1/9,4.6,9.7,-1.2
1989/1/10,6.9,10.1,3.8
1989/1/11,4.3,8.1,2.0
1989/1/12,0.5,3.4,-2.6
1989/1/13,0.4,2.9,-2.6
1989/1/14,-1.2,2.0,-4.6
1989/1/15,-2.4,-0.6,-4.6
1989/1/16,1.1,6.1,-2.2
1989/1/17,0.5,4.1,-2.6
1989/1/18,0.6,6.5,-4.3
1989/1/19,2.7,4.2,0.3
1989/1/20,4.0,6.6,2.7
1989/1/21,2.6,5.7,1.0
1989/1/22,-1.3,1.1,-3.4
1989/1/23,-0.8,3.3,-5.6
1989/1/24,1.4,3.1,0.4
1989/1/25,-0.2,2.9,-2.6
1989/1/26,1.8,6.7,-5.0
1989/1/27,2.4,6.0,-0.6
1989/1/28,-3.0,-0.5,-5.2
1989/1/29,-0.4,1.4,-4.1
1989/1/30,0.6,3.5,-2.7
1989/1/31,0.8,5.4,-4.2
1989/2/1,1.1,3.4,-0.9
1989/2/2,-1.3,0.4,-3.2
1989/2/3,-2.6,-1.4,-4.0
1989/2/4,0.3,2.9,-2.6
1989/2/5,2.5,4.3,0.2
1989/2/6,3.1,5.6,1.0
1989/2/7,3.8,6.9,-2.1
1989/2/8,4.2,8.3,0.9
1989/2/9,3.1,6.6,1.1
1989/2/10,1.6,4.9,-0.6
1989/2/11,0.2,3.1,-2.2
1989/2/12,-0.6,3.1,-2.7
1989/2/13,0.5,3.6,-3.3
1989/2/14,2.7,6.5,-1.6
1989/2/15,2.9,7.7,-3.0
1989/2/16,6.9,10.7,3.7
1989/2/17,2.4,6.3,-0.9
1989/2/18,2.0,6.4,-1.0
1989/2/19,2.4,5.0,-1.7
1989/2/20,3.9,8.8,-2.0
1989/2/21,1.6,4.9,-1.2
1989/2/22,-0.3,2.1,-1.9
1989/2/23,-0.5,2.7,-3.3
1989/2/24,0.9,5.8,-3.4
1989/2/25,2.0,6.0,-1.8
1989/2/26,1.0,4.2,-1.1
1989/2/27,1.7,4.7,-0.4
1989/2/28,6.6,11.5,-0.3
1989/3/1,4.4,10.0,0.9
1989/3/2,2.6,7.6,-1.2
1989/3/3,6.9,10.0,0.5
1989/3/4,8.0,10.9,4.5
1989/3/5,3.7,5.2,1.7
1989/3/6,2.4,5.3,0.3
1989/3/7,1.6,7.1,-2.4
1989/3/8,0.7,3.8,-1.6
1989/3/9,1.8,5.5,-0.5
1989/3/10,3.4,7.7,-1.9
1989/3/11,5.3,10.0,2.3
1989/3/12,7.4,11.1,1.6
1989/3/13,9.2,14.5,4.5
1989/3/14,8.6,12.4,6.1
1989/3/15,5.9,7.8,4.9
1989/3/16,4.7,7.9,3.0
1989/3/17,2.4,6.1,0.6
1989/3/18,3.4,5.2,1.9
1989/3/19,3.8,6.1,1.6
1989/3/20,5.1,8.2,1.1
1989/3/21,5.2,7.3,2.7
1989/3/22,3.4,5.7,1.0
1989/3/23,4.1,8.7,0.0
1989/3/24,6.3,12.0,0.7
1989/3/25,5.4,6.5,4.4
1989/3/26,5.6,8.9,0.4
1989/3/27,6.9,14.0,-1.7
1989/3/28,6.3,8.1,4.6
1989/3/29,6.2,10.4,2.2
1989/3/30,5.6,10.8,-0.6
1989/3/31,9.2,14.0,2.7
