ダウンロードした時刻：2019/10/10 16:22:46

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,13.0,19.1,7.9
2018/12/2,14.1,17.7,10.4
2018/12/3,15.9,17.8,14.2
2018/12/4,18.6,25.0,15.1
2018/12/5,15.8,18.5,11.8
2018/12/6,13.7,15.8,11.9
2018/12/7,10.3,14.4,5.9
2018/12/8,6.0,8.6,4.3
2018/12/9,5.2,7.2,3.9
2018/12/10,6.7,10.2,3.5
2018/12/11,7.8,10.5,3.8
2018/12/12,10.4,12.7,7.4
2018/12/13,8.2,12.2,5.3
2018/12/14,8.9,11.8,7.0
2018/12/15,7.3,12.5,1.8
2018/12/16,7.0,11.2,2.1
2018/12/17,10.7,13.4,8.7
2018/12/18,9.8,14.4,5.7
2018/12/19,9.2,16.4,2.6
2018/12/20,11.9,15.1,9.4
2018/12/21,12.1,14.1,9.6
2018/12/22,14.6,17.9,11.4
2018/12/23,12.4,15.0,10.3
2018/12/24,10.0,13.5,4.8
2018/12/25,7.3,12.6,1.8
2018/12/26,9.2,12.3,6.6
2018/12/27,9.3,12.1,6.0
2018/12/28,3.2,6.5,1.4
2018/12/29,4.3,8.4,1.0
2018/12/30,4.8,8.3,1.7
2018/12/31,6.2,9.5,2.5
2019/1/1,5.8,11.8,0.1
2019/1/2,6.4,9.4,2.4
2019/1/3,6.0,11.4,0.7
2019/1/4,6.2,11.7,-0.1
2019/1/5,9.4,13.2,7.3
2019/1/6,9.2,13.1,4.8
2019/1/7,7.4,13.7,2.0
2019/1/8,7.8,13.8,3.4
2019/1/9,6.9,9.2,3.4
2019/1/10,7.5,12.0,2.6
2019/1/11,9.0,11.8,5.7
2019/1/12,8.0,9.4,6.7
2019/1/13,8.8,12.6,5.4
2019/1/14,7.7,13.9,2.7
2019/1/15,8.4,13.8,4.4
2019/1/16,7.1,10.1,3.0
2019/1/17,6.7,11.4,1.8
2019/1/18,8.0,13.0,3.5
2019/1/19,7.2,13.7,0.7
2019/1/20,11.0,15.6,8.2
2019/1/21,8.2,12.4,4.5
2019/1/22,8.4,13.2,4.5
2019/1/23,9.7,16.4,2.9
2019/1/24,9.5,13.2,4.8
2019/1/25,8.1,14.4,1.6
2019/1/26,4.3,8.5,1.4
2019/1/27,6.4,10.8,2.1
2019/1/28,7.8,15.1,-0.1
2019/1/29,7.8,10.7,3.0
2019/1/30,7.0,12.1,1.3
2019/1/31,8.2,9.8,6.7
2019/2/1,6.6,10.5,3.5
2019/2/2,5.7,12.5,-0.4
2019/2/3,11.1,19.0,2.5
2019/2/4,12.0,15.9,5.4
2019/2/5,7.5,11.0,3.4
2019/2/6,9.6,11.0,7.9
2019/2/7,10.2,15.3,5.8
2019/2/8,8.2,11.0,4.1
2019/2/9,6.3,11.1,3.8
2019/2/10,6.7,9.8,2.4
2019/2/11,6.8,10.0,5.3
2019/2/12,6.6,10.9,1.0
2019/2/13,8.0,12.3,4.9
2019/2/14,7.2,9.1,4.0
2019/2/15,6.2,8.8,2.4
2019/2/16,8.4,12.5,6.2
2019/2/17,7.1,11.8,3.1
2019/2/18,6.7,11.7,1.0
2019/2/19,12.2,20.9,7.5
2019/2/20,12.6,16.6,8.9
2019/2/21,9.9,12.9,7.8
2019/2/22,8.6,10.5,7.5
2019/2/23,11.0,14.2,7.9
2019/2/24,8.8,13.2,5.8
2019/2/25,9.9,15.7,4.0
2019/2/26,10.9,15.5,6.1
2019/2/27,8.9,11.4,5.6
2019/2/28,10.5,13.0,7.8
2019/3/1,11.0,15.4,5.5
2019/3/2,8.6,11.6,5.3
2019/3/3,9.3,10.6,7.8
2019/3/4,10.7,14.5,8.1
2019/3/5,10.3,15.6,4.3
2019/3/6,10.1,10.9,9.4
2019/3/7,10.0,11.7,7.8
2019/3/8,9.2,13.8,5.0
2019/3/9,10.4,17.9,1.8
2019/3/10,11.3,12.5,10.3
2019/3/11,12.7,16.3,8.8
2019/3/12,13.0,18.0,7.9
2019/3/13,9.6,12.4,7.3
2019/3/14,9.3,13.5,5.3
2019/3/15,8.3,15.0,1.7
2019/3/16,10.0,15.4,6.4
2019/3/17,10.3,16.3,4.2
2019/3/18,9.6,13.9,2.6
2019/3/19,10.3,13.7,7.2
2019/3/20,12.9,21.1,4.1
2019/3/21,18.8,26.7,15.5
2019/3/22,13.8,16.5,10.0
2019/3/23,10.3,14.8,7.1
2019/3/24,9.9,14.2,5.8
2019/3/25,8.6,11.5,3.5
2019/3/26,14.0,21.0,8.0
2019/3/27,14.6,22.8,6.8
2019/3/28,16.5,21.5,13.8
2019/3/29,14.3,16.6,11.8
2019/3/30,16.1,22.3,12.2
2019/3/31,11.3,15.7,8.5
