ダウンロードした時刻：2019/10/10 16:11:56

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,11.0,14.9,7.3
2001/12/2,11.1,16.0,6.8
2001/12/3,11.4,15.6,7.2
2001/12/4,11.9,15.8,9.2
2001/12/5,11.2,15.5,6.2
2001/12/6,11.2,13.4,8.9
2001/12/7,9.1,13.0,6.4
2001/12/8,9.0,13.1,4.4
2001/12/9,9.5,13.3,7.2
2001/12/10,7.8,11.4,6.1
2001/12/11,7.6,11.1,5.6
2001/12/12,8.6,13.2,4.0
2001/12/13,10.5,13.9,7.4
2001/12/14,7.1,9.5,5.1
2001/12/15,6.1,9.0,4.3
2001/12/16,7.4,10.6,4.4
2001/12/17,7.3,10.1,3.0
2001/12/18,7.9,10.5,5.7
2001/12/19,7.6,11.8,3.3
2001/12/20,8.0,12.5,4.7
2001/12/21,6.7,8.9,5.4
2001/12/22,6.1,9.1,4.0
2001/12/23,5.6,9.9,1.6
2001/12/24,6.8,11.0,3.0
2001/12/25,5.8,8.5,2.3
2001/12/26,7.4,10.7,5.4
2001/12/27,8.3,11.4,4.5
2001/12/28,7.8,10.9,5.4
2001/12/29,6.9,10.5,2.7
2001/12/30,7.3,10.0,4.1
2001/12/31,6.9,10.6,4.4
2002/1/1,6.9,10.8,3.2
2002/1/2,3.3,6.7,-0.8
2002/1/3,2.6,5.9,-1.0
2002/1/4,7.2,10.2,4.0
2002/1/5,7.7,11.0,3.1
2002/1/6,4.8,8.4,2.5
2002/1/7,6.1,11.0,1.2
2002/1/8,5.6,8.5,3.3
2002/1/9,6.2,9.8,3.3
2002/1/10,8.0,10.7,4.1
2002/1/11,10.6,15.3,7.3
2002/1/12,10.2,14.7,5.1
2002/1/13,10.4,15.5,6.0
2002/1/14,10.7,14.7,7.0
2002/1/15,11.6,13.3,9.8
2002/1/16,12.7,15.6,10.3
2002/1/17,8.7,11.6,5.5
2002/1/18,6.1,8.2,4.9
2002/1/19,6.4,10.5,4.1
2002/1/20,8.4,13.0,2.8
2002/1/21,10.2,11.4,7.2
2002/1/22,6.7,8.9,4.6
2002/1/23,5.0,7.8,3.2
2002/1/24,5.7,9.8,2.7
2002/1/25,5.2,9.5,1.9
2002/1/26,5.2,8.4,2.4
2002/1/27,8.2,12.0,5.7
2002/1/28,6.7,9.7,4.4
2002/1/29,4.8,8.6,2.2
2002/1/30,5.1,9.2,1.0
2002/1/31,4.8,8.9,2.4
2002/2/1,4.7,9.1,0.3
2002/2/2,4.6,8.7,1.9
2002/2/3,6.6,9.7,3.8
2002/2/4,7.7,11.4,4.7
2002/2/5,7.5,12.1,5.0
2002/2/6,8.6,13.2,4.7
2002/2/7,8.6,13.2,4.3
2002/2/8,8.6,12.9,3.5
2002/2/9,7.7,10.7,3.6
2002/2/10,4.6,8.3,2.6
2002/2/11,3.7,7.0,1.7
2002/2/12,4.8,8.3,2.0
2002/2/13,5.4,9.5,3.0
2002/2/14,4.9,10.4,2.7
2002/2/15,5.3,10.0,2.9
2002/2/16,6.0,11.5,0.3
2002/2/17,7.3,9.4,5.5
2002/2/18,7.7,11.6,2.9
2002/2/19,4.3,7.8,1.8
2002/2/20,7.2,10.5,3.4
2002/2/21,9.4,15.2,2.8
2002/2/22,11.1,13.9,9.2
2002/2/23,10.7,14.8,8.1
2002/2/24,8.4,13.9,4.9
2002/2/25,8.1,14.2,2.8
2002/2/26,10.3,14.0,7.7
2002/2/27,10.9,14.4,7.6
2002/2/28,10.3,11.8,9.1
2002/3/1,12.2,16.3,8.9
2002/3/2,10.4,15.9,6.6
2002/3/3,7.1,12.1,4.1
2002/3/4,7.6,12.8,2.4
2002/3/5,8.9,11.2,6.6
2002/3/6,10.7,13.6,8.5
2002/3/7,8.0,11.2,5.1
2002/3/8,7.0,11.7,3.5
2002/3/9,8.6,14.5,2.1
2002/3/10,11.2,16.1,5.1
2002/3/11,12.0,15.8,9.1
2002/3/12,11.9,16.3,7.2
2002/3/13,11.5,16.6,7.4
2002/3/14,13.1,19.4,6.2
2002/3/15,15.1,19.7,12.1
2002/3/16,12.9,17.3,10.1
2002/3/17,14.0,20.1,8.8
2002/3/18,12.9,18.6,9.7
2002/3/19,12.8,16.8,7.2
2002/3/20,14.7,19.3,10.3
2002/3/21,16.3,20.7,10.5
2002/3/22,12.5,15.9,10.4
2002/3/23,10.0,13.1,6.8
2002/3/24,8.0,12.8,5.4
2002/3/25,9.7,14.4,5.0
2002/3/26,13.6,19.4,7.3
2002/3/27,12.3,15.8,7.5
2002/3/28,11.2,17.6,5.9
2002/3/29,14.0,20.6,9.6
2002/3/30,15.3,20.0,11.3
2002/3/31,13.8,18.7,9.1
