ダウンロードした時刻：2019/10/10 15:49:41

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,11.3,17.5,6.7
1993/12/2,9.9,16.6,2.2
1993/12/3,12.2,16.9,6.0
1993/12/4,4.7,9.6,-1.1
1993/12/5,1.6,9.7,-3.8
1993/12/6,2.7,10.1,-1.6
1993/12/7,2.0,8.6,-2.6
1993/12/8,1.1,7.6,-3.7
1993/12/9,2.3,10.2,-2.3
1993/12/10,3.3,10.1,-0.6
1993/12/11,3.3,8.7,-1.3
1993/12/12,0.6,6.8,-3.3
1993/12/13,4.3,14.5,-4.3
1993/12/14,3.3,5.1,0.3
1993/12/15,-0.7,3.4,-4.5
1993/12/16,0.0,4.9,-5.8
1993/12/17,2.8,7.8,-4.1
1993/12/18,-1.8,5.6,-6.5
1993/12/19,-0.5,5.6,-4.5
1993/12/20,0.1,3.6,-2.8
1993/12/21,3.6,9.3,0.2
1993/12/22,0.1,3.3,-3.7
1993/12/23,-1.3,4.3,-5.1
1993/12/24,-0.9,7.5,-6.7
1993/12/25,0.7,8.5,-4.5
1993/12/26,3.1,10.5,-5.0
1993/12/27,3.1,8.6,-1.8
1993/12/28,0.9,5.5,-2.8
1993/12/29,-0.4,5.3,-3.9
1993/12/30,2.7,11.2,-6.8
1993/12/31,4.8,9.0,-0.4
1994/1/1,-1.0,2.6,-3.4
1994/1/2,-0.9,6.3,-5.9
1994/1/3,1.4,9.6,-4.3
1994/1/4,1.5,7.4,-1.6
1994/1/5,-1.1,3.4,-3.6
1994/1/6,1.9,9.6,-5.4
1994/1/7,-0.2,4.7,-7.0
1994/1/8,-2.8,4.5,-7.6
1994/1/9,-1.4,7.3,-7.9
1994/1/10,1.3,9.8,-4.1
1994/1/11,1.2,5.4,-2.3
1994/1/12,0.8,7.0,-3.0
1994/1/13,-0.8,1.2,-3.4
1994/1/14,-0.2,3.7,-4.1
1994/1/15,-2.5,2.5,-6.6
1994/1/16,-0.6,7.3,-8.5
1994/1/17,7.5,12.1,4.3
1994/1/18,2.1,5.9,-1.4
1994/1/19,-2.4,2.2,-6.0
1994/1/20,-3.3,4.0,-8.7
1994/1/21,-1.3,6.7,-4.9
1994/1/22,-0.8,4.5,-5.1
1994/1/23,-1.3,2.4,-3.7
1994/1/24,-4.0,2.1,-9.0
1994/1/25,1.4,6.7,-5.2
1994/1/26,4.0,11.6,-5.6
1994/1/27,1.0,5.2,-2.8
1994/1/28,-0.6,5.2,-3.8
1994/1/29,-1.8,2.9,-5.2
1994/1/30,-5.0,0.2,-9.4
1994/1/31,-5.6,1.7,-11.6
1994/2/1,0.8,4.2,-5.4
1994/2/2,-1.7,1.5,-5.1
1994/2/3,-4.2,-0.7,-6.7
1994/2/4,-2.5,5.1,-8.8
1994/2/5,-2.0,5.3,-8.0
1994/2/6,-0.1,8.7,-5.9
1994/2/7,1.1,9.2,-4.3
1994/2/8,3.5,9.4,-2.4
1994/2/9,2.9,7.0,0.0
1994/2/10,-1.4,1.8,-4.9
1994/2/11,-2.2,4.7,-6.7
1994/2/12,-3.9,-3.0,-5.2
1994/2/13,-4.1,0.3,-7.7
1994/2/14,-3.1,3.3,-9.9
1994/2/15,-2.8,3.6,-10.7
1994/2/16,0.9,6.8,-3.4
1994/2/17,-1.4,6.1,-7.3
1994/2/18,-1.1,6.7,-6.8
1994/2/19,-0.1,9.9,-7.4
1994/2/20,3.1,12.6,-7.0
1994/2/21,2.9,5.2,0.0
1994/2/22,-0.4,3.2,-2.7
1994/2/23,0.2,5.7,-3.8
1994/2/24,-2.5,3.2,-7.4
1994/2/25,-1.1,5.5,-7.3
1994/2/26,0.0,4.5,-3.0
1994/2/27,0.1,7.0,-5.0
1994/2/28,0.5,8.6,-4.6
1994/3/1,1.3,9.8,-4.9
1994/3/2,0.3,6.5,-4.3
1994/3/3,0.5,8.4,-7.4
1994/3/4,1.9,10.0,-2.7
1994/3/5,-0.4,5.9,-4.8
1994/3/6,-0.1,6.0,-5.0
1994/3/7,3.1,10.4,-5.9
1994/3/8,5.9,7.5,4.7
1994/3/9,5.2,8.1,2.7
1994/3/10,0.9,4.7,-2.8
1994/3/11,1.2,9.2,-4.8
1994/3/12,1.0,4.8,-2.6
1994/3/13,0.8,5.1,-2.3
1994/3/14,0.6,8.5,-4.1
1994/3/15,0.2,6.7,-4.9
1994/3/16,3.0,10.3,-5.3
1994/3/17,3.1,10.6,-1.6
1994/3/18,2.8,11.9,-2.1
1994/3/19,4.3,14.8,-4.0
1994/3/20,3.7,11.3,0.7
1994/3/21,1.1,6.6,-2.8
1994/3/22,2.8,10.1,-5.2
1994/3/23,3.5,6.5,0.5
1994/3/24,5.1,11.4,-0.1
1994/3/25,2.1,6.1,-0.5
1994/3/26,1.3,6.1,-2.5
1994/3/27,1.2,9.3,-5.8
1994/3/28,6.2,15.0,-4.5
1994/3/29,3.7,7.6,-1.9
1994/3/30,3.6,12.9,-1.9
1994/3/31,6.0,17.1,-3.8
