ダウンロードした時刻：2019/10/10 15:40:37

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,18.0,22.1,14.7
1990/12/2,12.9,15.2,10.4
1990/12/3,8.0,11.4,5.3
1990/12/4,6.9,9.5,4.3
1990/12/5,7.3,13.9,2.0
1990/12/6,7.7,15.8,2.5
1990/12/7,9.1,17.3,1.7
1990/12/8,11.2,18.0,7.4
1990/12/9,9.1,15.2,4.7
1990/12/10,10.1,14.6,4.8
1990/12/11,7.7,10.8,6.4
1990/12/12,8.1,12.0,5.3
1990/12/13,5.5,9.7,0.9
1990/12/14,5.3,11.0,-1.3
1990/12/15,5.2,10.2,3.0
1990/12/16,3.7,7.0,0.3
1990/12/17,2.7,5.2,0.3
1990/12/18,3.4,7.4,0.6
1990/12/19,5.5,7.2,3.7
1990/12/20,4.0,9.3,0.0
1990/12/21,3.2,6.8,0.7
1990/12/22,3.9,12.4,-1.6
1990/12/23,4.7,9.4,0.8
1990/12/24,3.0,6.5,1.7
1990/12/25,3.9,7.3,0.6
1990/12/26,3.5,8.4,-1.2
1990/12/27,3.1,5.0,0.8
1990/12/28,4.0,7.4,1.9
1990/12/29,2.8,4.8,0.7
1990/12/30,4.5,7.4,2.1
1990/12/31,5.0,10.5,1.4
1991/1/1,4.3,9.1,-0.2
1991/1/2,5.1,10.0,1.3
1991/1/3,3.5,5.9,0.5
1991/1/4,0.8,3.9,-1.4
1991/1/5,1.4,3.6,-0.1
1991/1/6,-0.6,1.0,-1.7
1991/1/7,-0.5,3.1,-3.2
1991/1/8,-0.6,3.4,-4.5
1991/1/9,2.1,5.9,-1.0
1991/1/10,3.1,7.1,1.0
1991/1/11,2.8,5.1,-0.5
1991/1/12,0.8,5.5,-2.2
1991/1/13,0.6,6.3,-4.4
1991/1/14,1.6,6.2,-2.1
1991/1/15,0.3,5.6,-2.8
1991/1/16,1.1,5.0,-1.8
1991/1/17,1.1,5.0,-2.0
1991/1/18,-0.4,2.4,-2.8
1991/1/19,2.5,8.4,-1.5
1991/1/20,1.2,8.2,-3.0
1991/1/21,2.3,5.9,-2.1
1991/1/22,4.2,7.1,1.8
1991/1/23,0.4,2.6,-1.4
1991/1/24,1.4,5.8,-3.6
1991/1/25,3.7,10.0,-0.2
1991/1/26,3.0,6.1,0.7
1991/1/27,2.4,5.9,-0.2
1991/1/28,0.7,4.0,-1.4
1991/1/29,-0.5,3.8,-3.9
1991/1/30,1.8,4.6,-0.6
1991/1/31,2.7,7.6,-1.7
1991/2/1,0.6,3.1,-2.0
1991/2/2,0.2,4.0,-2.4
1991/2/3,1.2,5.2,-3.5
1991/2/4,0.4,5.1,-3.6
1991/2/5,0.3,2.9,-2.1
1991/2/6,2.3,7.0,-1.4
1991/2/7,1.7,5.1,-1.9
1991/2/8,-1.3,2.1,-5.0
1991/2/9,1.3,5.9,-2.3
1991/2/10,-1.8,0.6,-4.6
1991/2/11,5.4,8.6,-0.4
1991/2/12,2.7,5.8,-0.2
1991/2/13,2.3,6.1,-0.6
1991/2/14,2.7,10.7,-3.7
1991/2/15,2.6,4.3,1.1
1991/2/16,7.1,11.1,2.2
1991/2/17,3.0,5.9,-0.4
1991/2/18,1.0,4.3,-1.4
1991/2/19,0.8,5.8,-2.1
1991/2/20,0.2,6.2,-3.6
1991/2/21,1.5,6.1,-3.0
1991/2/22,1.2,4.1,-1.5
1991/2/23,-0.6,2.8,-2.8
1991/2/24,-3.1,-0.8,-5.4
1991/2/25,-0.2,3.8,-3.6
1991/2/26,3.7,7.9,-0.1
1991/2/27,5.9,12.0,0.9
1991/2/28,6.1,14.1,1.3
1991/3/1,1.9,3.9,0.5
1991/3/2,3.1,7.7,-2.3
1991/3/3,2.8,5.9,-0.2
1991/3/4,5.2,14.1,-2.5
1991/3/5,8.2,16.7,1.2
1991/3/6,9.4,18.2,1.6
1991/3/7,4.6,7.5,1.6
1991/3/8,3.4,8.9,0.3
1991/3/9,3.6,8.2,0.3
1991/3/10,4.6,7.6,2.3
1991/3/11,2.0,3.3,0.5
1991/3/12,4.8,9.0,2.1
1991/3/13,4.9,9.0,2.1
1991/3/14,1.9,4.8,-1.9
1991/3/15,1.1,5.1,-2.5
1991/3/16,0.9,2.8,-0.9
1991/3/17,4.4,8.8,0.5
1991/3/18,5.6,10.5,2.0
1991/3/19,8.2,17.6,-0.7
1991/3/20,9.9,18.9,1.9
1991/3/21,4.2,7.2,-0.1
1991/3/22,4.9,11.8,-2.1
1991/3/23,9.4,12.6,5.9
1991/3/24,12.5,18.4,7.5
1991/3/25,7.7,9.4,6.7
1991/3/26,10.7,17.6,6.5
1991/3/27,4.3,7.3,1.8
1991/3/28,5.7,7.4,3.4
1991/3/29,8.1,12.7,4.8
1991/3/30,9.9,14.7,3.8
1991/3/31,7.7,9.3,5.3
