É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:33

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2016/12/1,10.2,16.8,5.7
2016/12/2,11.2,16.2,6.7
2016/12/3,9.4,16.4,2.3
2016/12/4,9.7,14.1,6.2
2016/12/5,12.2,19.2,6.8
2016/12/6,9.4,16.7,5.5
2016/12/7,5.7,8.7,2.3
2016/12/8,7.2,13.9,0.5
2016/12/9,8.2,15.5,1.9
2016/12/10,7.3,11.4,4.0
2016/12/11,5.4,10.5,2.2
2016/12/12,5.8,10.6,2.8
2016/12/13,7.8,13.6,2.0
2016/12/14,8.0,14.0,4.1
2016/12/15,4.8,10.2,-0.3
2016/12/16,2.9,9.8,-1.6
2016/12/17,5.9,14.5,-1.6
2016/12/18,7.4,15.0,1.8
2016/12/19,8.3,16.4,2.0
2016/12/20,9.0,16.2,4.0
2016/12/21,8.5,16.7,1.8
2016/12/22,8.4,11.0,3.5
2016/12/23,11.9,17.2,6.6
2016/12/24,6.7,11.1,1.9
2016/12/25,4.2,11.4,-1.0
2016/12/26,4.8,8.4,0.8
2016/12/27,7.6,15.0,2.9
2016/12/28,4.6,8.4,-0.5
2016/12/29,3.1,8.0,-1.5
2016/12/30,4.7,9.4,1.0
2016/12/31,4.6,14.2,-2.8
2017/1/1,6.9,14.4,0.0
2017/1/2,5.9,13.3,0.8
2017/1/3,7.0,13.3,0.4
2017/1/4,6.0,14.4,-1.0
2017/1/5,5.4,9.3,2.6
2017/1/6,4.0,10.3,-0.5
2017/1/7,2.8,9.4,-3.3
2017/1/8,2.4,6.6,-1.7
2017/1/9,7.5,13.5,2.4
2017/1/10,8.1,13.1,5.1
2017/1/11,5.6,11.4,0.9
2017/1/12,4.4,12.0,-2.2
2017/1/13,3.5,11.4,-2.0
2017/1/14,1.0,6.9,-2.3
2017/1/15,-0.5,4.0,-3.4
2017/1/16,1.3,7.2,-5.3
2017/1/17,4.8,10.7,0.6
2017/1/18,4.0,9.6,-1.1
2017/1/19,5.0,11.1,-0.3
2017/1/20,1.5,3.4,-1.1
2017/1/21,4.1,9.5,-0.7
2017/1/22,4.2,11.4,-2.0
2017/1/23,2.8,7.6,-0.8
2017/1/24,1.2,7.5,-2.4
2017/1/25,2.6,9.0,-3.1
2017/1/26,4.3,11.5,-0.7
2017/1/27,5.8,13.6,-0.7
2017/1/28,7.7,13.7,3.7
2017/1/29,6.9,11.7,3.1
2017/1/30,8.9,19.0,3.1
2017/1/31,4.4,9.4,0.7
2017/2/1,3.8,10.0,-2.2
2017/2/2,3.9,8.5,0.0
2017/2/3,6.7,11.6,1.5
2017/2/4,7.5,14.3,2.9
2017/2/5,4.9,9.2,0.4
2017/2/6,7.0,13.4,1.3
2017/2/7,4.3,9.2,0.7
2017/2/8,4.7,10.4,-0.9
2017/2/9,2.3,3.9,1.2
2017/2/10,3.6,8.5,0.6
2017/2/11,3.2,9.7,-2.3
2017/2/12,4.6,10.2,1.0
2017/2/13,5.5,11.8,1.7
2017/2/14,4.8,11.4,0.8
2017/2/15,5.8,12.5,1.3
2017/2/16,6.2,14.0,-1.8
2017/2/17,10.1,21.0,0.7
2017/2/18,7.2,11.1,2.0
2017/2/19,5.2,10.6,0.8
2017/2/20,7.6,15.7,1.0
2017/2/21,4.6,8.2,2.1
2017/2/22,5.5,10.5,-0.3
2017/2/23,9.4,17.9,3.9
2017/2/24,6.1,10.1,3.2
2017/2/25,6.3,12.5,-1.5
2017/2/26,8.4,14.5,1.4
2017/2/27,6.6,11.6,3.2
2017/2/28,5.7,10.8,2.6
2017/3/1,5.8,10.5,1.3
2017/3/2,7.0,10.0,4.6
2017/3/3,8.3,14.0,4.2
2017/3/4,7.8,15.2,-0.3
2017/3/5,9.1,16.3,1.6
2017/3/6,8.7,11.1,5.2
2017/3/7,5.6,9.4,1.4
2017/3/8,5.2,12.0,-2.0
2017/3/9,7.2,14.3,-0.1
2017/3/10,7.3,13.7,2.0
2017/3/11,7.2,13.5,3.0
2017/3/12,6.5,12.6,-0.2
2017/3/13,7.9,10.4,5.8
2017/3/14,8.0,12.0,5.9
2017/3/15,5.5,7.0,4.0
2017/3/16,7.8,14.7,0.7
2017/3/17,8.3,14.9,2.0
2017/3/18,9.5,15.6,2.3
2017/3/19,10.8,17.4,3.4
2017/3/20,12.3,18.9,5.8
2017/3/21,8.5,10.0,6.9
2017/3/22,8.5,14.0,4.5
2017/3/23,8.3,15.2,2.0
2017/3/24,7.3,12.5,3.4
2017/3/25,7.8,13.4,2.6
2017/3/26,5.3,7.1,3.7
2017/3/27,5.9,10.5,3.4
2017/3/28,8.6,14.5,3.6
2017/3/29,8.9,15.1,2.4
2017/3/30,11.4,18.5,4.5
2017/3/31,8.7,12.0,5.2
