ダウンロードした時刻：2017/07/24 15:44:15

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,1.4,4.1,-0.7
2010/1/2,4.8,8.9,0.9
2010/1/3,5.6,9.8,0.9
2010/1/4,5.1,10.7,-1.0
2010/1/5,4.4,8.6,1.3
2010/1/6,2.5,6.0,0.6
2010/1/7,3.6,8.7,0.6
2010/1/8,4.0,9.0,-0.9
2010/1/9,5.8,10.7,2.2
2010/1/10,6.0,9.0,4.2
2010/1/11,6.1,9.5,3.8
2010/1/12,5.4,9.2,-0.1
2010/1/13,0.3,3.4,-0.9
2010/1/14,1.0,5.0,-1.8
2010/1/15,2.8,8.1,-0.4
2010/1/16,3.9,8.9,1.0
2010/1/17,4.7,11.4,0.5
2010/1/18,4.8,11.5,-0.2
2010/1/19,6.1,12.3,1.2
2010/1/20,8.4,13.2,3.6
2010/1/21,11.2,14.3,6.5
2010/1/22,6.6,12.2,3.3
2010/1/23,4.3,9.9,0.5
2010/1/24,3.8,9.9,-1.5
2010/1/25,5.1,10.6,1.3
2010/1/26,5.2,11.4,0.4
2010/1/27,6.1,12.4,-1.0
2010/1/28,10.1,15.1,5.1
2010/1/29,7.1,13.3,2.9
2010/1/30,6.3,12.6,0.6
2010/1/31,7.2,8.7,5.9
2010/2/1,4.9,6.3,3.9
2010/2/2,6.2,10.9,3.2
2010/2/3,3.6,8.5,1.0
2010/2/4,2.7,8.4,-0.5
2010/2/5,3.7,9.1,-0.4
2010/2/6,3.7,8.2,1.1
2010/2/7,4.1,9.6,-1.0
2010/2/8,7.5,11.0,3.9
2010/2/9,13.1,17.5,9.4
2010/2/10,14.4,16.8,12.5
2010/2/11,8.1,13.9,4.9
2010/2/12,6.0,9.7,3.6
2010/2/13,5.7,9.9,1.3
2010/2/14,6.7,10.6,2.8
2010/2/15,6.9,9.6,4.7
2010/2/16,5.7,9.1,2.1
2010/2/17,3.9,8.9,0.5
2010/2/18,4.2,9.2,0.6
2010/2/19,4.1,8.0,2.1
2010/2/20,4.8,10.7,0.6
2010/2/21,5.8,12.0,0.4
2010/2/22,7.9,15.4,1.5
2010/2/23,11.4,18.4,5.4
2010/2/24,12.8,20.2,6.4
2010/2/25,14.6,19.5,9.9
2010/2/26,15.0,16.4,12.9
2010/2/27,13.3,17.9,10.6
2010/2/28,11.6,17.7,8.3
2010/3/1,10.2,13.3,7.5
2010/3/2,11.7,14.7,8.8
2010/3/3,11.4,15.4,9.2
2010/3/4,8.6,10.2,6.0
2010/3/5,13.6,18.2,9.1
2010/3/6,11.8,14.5,8.8
2010/3/7,8.6,9.9,7.1
2010/3/8,7.6,10.3,5.7
2010/3/9,3.2,5.7,1.2
2010/3/10,3.9,6.6,2.6
2010/3/11,5.6,11.2,1.1
2010/3/12,8.8,14.8,1.2
2010/3/13,12.8,17.2,9.1
2010/3/14,10.5,16.6,5.5
2010/3/15,11.9,13.6,10.6
2010/3/16,11.4,14.8,7.6
2010/3/17,8.2,12.8,3.5
2010/3/18,6.8,11.5,4.3
2010/3/19,8.7,13.5,2.8
2010/3/20,13.9,22.6,6.3
2010/3/21,11.4,17.3,5.2
2010/3/22,9.0,15.3,2.2
2010/3/23,9.7,11.7,8.6
2010/3/24,8.6,9.5,8.0
2010/3/25,7.8,11.5,6.3
2010/3/26,5.7,9.5,1.2
2010/3/27,6.1,12.0,-0.2
2010/3/28,9.4,14.6,5.6
2010/3/29,7.3,12.0,3.6
2010/3/30,6.7,11.8,0.2
2010/3/31,10.1,15.6,6.6
2010/4/1,13.4,18.2,10.0
2010/4/2,11.8,16.2,6.6
2010/4/3,9.2,16.0,2.8
2010/4/4,11.3,18.2,4.6
2010/4/5,15.0,20.6,10.6
2010/4/6,16.3,22.4,10.1
2010/4/7,11.2,16.5,6.4
2010/4/8,10.4,16.7,4.1
2010/4/9,11.2,14.1,7.9
2010/4/10,16.5,22.1,11.9
2010/4/11,16.6,17.9,15.7
2010/4/12,16.0,16.9,15.0
2010/4/13,14.8,17.7,11.0
2010/4/14,10.1,15.8,7.2
2010/4/15,8.7,13.6,5.5
2010/4/16,8.6,11.0,6.7
2010/4/17,10.4,16.4,3.8
2010/4/18,12.4,17.2,6.2
2010/4/19,14.2,19.6,11.5
2010/4/20,14.9,18.7,11.8
2010/4/21,18.4,24.6,14.2
2010/4/22,12.3,15.7,11.0
2010/4/23,12.1,15.4,9.6
2010/4/24,12.1,18.0,8.3
2010/4/25,12.0,18.6,4.7
2010/4/26,14.8,20.5,9.3
2010/4/27,14.1,18.4,11.2
2010/4/28,13.5,19.2,6.9
2010/4/29,14.0,18.3,10.4
2010/4/30,13.8,18.6,8.5
2010/5/1,14.5,21.3,7.6
