ダウンロードした時刻：2017/07/24 15:41:04

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,2.7,8.1,-1.1
2009/1/2,3.9,9.9,-0.5
2009/1/3,5.6,10.2,1.4
2009/1/4,6.1,11.5,1.1
2009/1/5,7.1,12.8,1.3
2009/1/6,7.6,12.7,3.4
2009/1/7,5.3,9.0,1.4
2009/1/8,6.7,12.6,0.7
2009/1/9,6.1,7.3,4.9
2009/1/10,4.7,8.9,0.5
2009/1/11,1.8,4.7,-0.6
2009/1/12,2.7,6.9,-0.4
2009/1/13,2.9,6.8,0.1
2009/1/14,3.1,7.9,-1.6
2009/1/15,2.6,6.8,-0.1
2009/1/16,3.0,8.5,-2.0
2009/1/17,4.7,10.5,0.5
2009/1/18,3.6,7.9,0.0
2009/1/19,6.4,11.5,4.0
2009/1/20,5.0,9.0,2.0
2009/1/21,4.4,8.8,0.4
2009/1/22,6.3,8.7,3.3
2009/1/23,9.7,15.4,5.9
2009/1/24,2.4,5.9,-1.0
2009/1/25,2.3,7.4,-1.5
2009/1/26,3.6,7.9,-1.6
2009/1/27,5.0,10.5,0.7
2009/1/28,6.3,13.4,0.5
2009/1/29,9.1,15.4,1.9
2009/1/30,11.4,15.2,9.1
2009/1/31,11.4,15.4,8.1
2009/2/1,6.7,11.1,3.2
2009/2/2,5.6,11.2,0.6
2009/2/3,6.4,10.5,1.6
2009/2/4,7.3,13.4,2.6
2009/2/5,7.9,13.7,2.8
2009/2/6,7.2,11.5,3.7
2009/2/7,6.3,11.8,0.2
2009/2/8,7.2,11.8,3.1
2009/2/9,6.1,11.5,0.9
2009/2/10,8.2,14.6,3.8
2009/2/11,6.4,12.6,0.9
2009/2/12,7.9,13.5,3.2
2009/2/13,8.7,13.1,4.1
2009/2/14,12.9,19.1,8.6
2009/2/15,11.8,18.5,5.2
2009/2/16,6.5,11.2,1.4
2009/2/17,3.0,7.9,0.1
2009/2/18,3.9,9.3,-0.6
2009/2/19,5.3,9.6,1.5
2009/2/20,5.9,12.6,2.7
2009/2/21,4.7,9.1,1.8
2009/2/22,5.1,9.7,-0.6
2009/2/23,9.2,15.5,5.7
2009/2/24,8.2,9.9,7.1
2009/2/25,9.9,14.2,8.0
2009/2/26,9.3,14.5,5.9
2009/2/27,7.8,9.1,6.5
2009/2/28,9.5,15.2,3.9
2009/3/1,10.1,16.3,6.4
2009/3/2,7.3,12.4,4.2
2009/3/3,5.0,7.8,3.8
2009/3/4,8.0,12.9,4.4
2009/3/5,8.9,13.8,2.6
2009/3/6,9.6,13.2,7.2
2009/3/7,9.0,13.0,6.6
2009/3/8,9.6,14.6,5.6
2009/3/9,9.9,13.0,7.2
2009/3/10,10.8,17.1,6.9
2009/3/11,6.6,11.4,3.5
2009/3/12,7.4,13.5,2.3
2009/3/13,8.8,13.1,5.5
2009/3/14,8.0,15.0,2.9
2009/3/15,7.4,13.4,1.7
2009/3/16,9.8,16.3,2.7
2009/3/17,12.9,19.5,6.2
2009/3/18,14.1,21.6,6.2
2009/3/19,16.2,23.0,10.8
2009/3/20,13.7,19.7,6.6
2009/3/21,11.2,19.2,4.7
2009/3/22,14.0,17.2,9.6
2009/3/23,10.8,14.6,6.4
2009/3/24,9.2,16.3,4.1
2009/3/25,7.5,14.0,4.4
2009/3/26,6.8,11.9,3.0
2009/3/27,7.1,13.4,3.7
2009/3/28,6.9,12.4,3.2
2009/3/29,7.6,13.3,3.0
2009/3/30,9.0,15.8,3.2
2009/3/31,9.8,15.2,3.7
2009/4/1,10.8,18.0,6.6
2009/4/2,9.6,14.9,6.0
2009/4/3,11.8,19.4,4.1
2009/4/4,9.6,12.5,7.5
2009/4/5,12.5,19.2,7.2
2009/4/6,14.0,20.6,6.6
2009/4/7,15.0,22.0,7.7
2009/4/8,16.0,23.7,8.6
2009/4/9,17.1,25.3,9.3
2009/4/10,17.5,25.5,10.1
2009/4/11,18.9,27.9,10.5
2009/4/12,18.6,24.9,14.2
2009/4/13,18.6,25.5,12.7
2009/4/14,16.0,19.5,14.5
2009/4/15,16.5,21.5,13.1
2009/4/16,17.5,22.7,12.3
2009/4/17,16.1,21.7,13.1
2009/4/18,17.3,23.3,11.9
2009/4/19,18.9,26.4,12.8
2009/4/20,18.8,22.4,16.3
2009/4/21,18.3,21.4,15.6
2009/4/22,16.9,21.6,13.7
2009/4/23,15.1,20.5,10.8
2009/4/24,15.5,21.4,9.0
2009/4/25,14.6,16.7,13.2
2009/4/26,12.9,17.0,9.6
2009/4/27,11.7,16.7,8.1
2009/4/28,13.5,20.4,6.0
2009/4/29,15.7,22.6,8.0
2009/4/30,16.9,24.0,9.1
2009/5/1,18.5,26.0,12.0
