ダウンロードした時刻：2019/10/10 16:03:40

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,9.5,13.8,6.4
2000/12/2,8.4,14.6,4.9
2000/12/3,9.8,15.2,5.5
2000/12/4,8.3,11.7,4.9
2000/12/5,9.8,13.9,4.3
2000/12/6,7.6,13.3,3.3
2000/12/7,7.5,12.4,3.6
2000/12/8,7.8,15.3,2.5
2000/12/9,8.7,16.8,2.9
2000/12/10,10.9,14.6,7.7
2000/12/11,6.3,11.9,1.4
2000/12/12,4.9,8.3,1.1
2000/12/13,6.2,9.3,5.1
2000/12/14,7.1,11.8,2.7
2000/12/15,7.7,14.4,0.6
2000/12/16,11.1,15.0,5.6
2000/12/17,7.0,11.9,3.9
2000/12/18,8.2,14.6,1.7
2000/12/19,11.4,14.0,9.1
2000/12/20,8.5,11.8,5.3
2000/12/21,8.6,11.9,6.1
2000/12/22,6.6,12.6,2.8
2000/12/23,7.6,15.0,1.5
2000/12/24,6.4,9.3,3.7
2000/12/25,3.9,7.2,2.0
2000/12/26,2.3,4.1,0.2
2000/12/27,3.1,5.5,1.0
2000/12/28,4.8,9.2,0.7
2000/12/29,5.4,9.5,2.5
2000/12/30,5.1,11.9,0.0
2000/12/31,6.5,9.4,4.0
2001/1/1,5.3,8.4,2.4
2001/1/2,7.1,8.7,3.7
2001/1/3,3.8,5.7,1.0
2001/1/4,2.2,4.5,0.4
2001/1/5,4.6,7.7,2.7
2001/1/6,3.8,5.9,1.8
2001/1/7,3.3,6.2,0.4
2001/1/8,7.4,11.1,4.2
2001/1/9,6.3,10.0,1.2
2001/1/10,6.6,9.3,1.2
2001/1/11,3.9,8.8,-0.1
2001/1/12,3.0,4.5,1.7
2001/1/13,1.4,3.3,0.1
2001/1/14,-0.9,2.3,-2.9
2001/1/15,-2.0,0.8,-4.7
2001/1/16,-0.1,2.5,-2.2
2001/1/17,1.5,5.3,-1.2
2001/1/18,3.4,6.6,-1.7
2001/1/19,3.0,5.2,0.9
2001/1/20,2.7,6.6,0.4
2001/1/21,6.1,9.0,2.0
2001/1/22,4.2,8.7,0.9
2001/1/23,3.1,9.7,-0.7
2001/1/24,4.0,6.6,2.1
2001/1/25,4.4,7.1,2.0
2001/1/26,6.7,8.0,4.9
2001/1/27,5.3,8.6,3.6
2001/1/28,4.0,8.3,0.4
2001/1/29,3.4,7.0,1.5
2001/1/30,3.1,8.3,0.0
2001/1/31,4.1,9.4,-0.6
2001/2/1,4.7,8.1,2.4
2001/2/2,2.6,6.0,0.2
2001/2/3,4.8,9.3,1.6
2001/2/4,4.6,8.6,0.5
2001/2/5,7.0,12.4,2.1
2001/2/6,6.2,8.1,4.7
2001/2/7,6.9,9.6,4.0
2001/2/8,3.2,7.7,1.3
2001/2/9,3.3,6.4,0.9
2001/2/10,3.8,7.2,-0.9
2001/2/11,2.9,9.7,-2.3
2001/2/12,3.4,6.8,0.6
2001/2/13,2.9,5.9,1.4
2001/2/14,2.3,5.0,-0.3
2001/2/15,3.8,8.3,-1.4
2001/2/16,1.4,5.6,0.1
2001/2/17,3.2,7.8,-0.4
2001/2/18,7.2,12.3,2.4
2001/2/19,6.3,13.9,0.5
2001/2/20,6.2,10.6,2.1
2001/2/21,6.3,13.2,-0.2
2001/2/22,8.5,16.7,3.8
2001/2/23,6.9,11.3,1.9
2001/2/24,6.7,8.1,4.0
2001/2/25,3.3,6.6,1.1
2001/2/26,4.1,9.2,0.4
2001/2/27,6.8,16.5,-1.7
2001/2/28,10.5,14.3,7.2
2001/3/1,6.0,8.1,2.7
2001/3/2,6.2,9.9,1.6
2001/3/3,7.9,14.6,0.3
2001/3/4,4.3,11.9,-0.2
2001/3/5,5.3,8.3,0.0
2001/3/6,11.3,16.2,4.7
2001/3/7,5.9,13.9,1.0
2001/3/8,1.6,4.0,-0.5
2001/3/9,-0.1,1.6,-3.3
2001/3/10,2.3,9.2,-4.0
2001/3/11,2.2,5.9,-1.7
2001/3/12,2.7,8.7,-3.1
2001/3/13,4.2,9.1,0.0
2001/3/14,9.8,18.3,-1.9
2001/3/15,10.2,16.9,3.6
2001/3/16,6.2,13.4,-0.1
2001/3/17,7.6,10.8,4.5
2001/3/18,10.6,15.6,6.9
2001/3/19,11.3,17.6,4.5
2001/3/20,14.3,18.9,8.5
2001/3/21,13.2,19.7,7.6
2001/3/22,13.5,21.9,5.1
2001/3/23,11.6,17.2,6.9
2001/3/24,11.7,22.0,2.9
2001/3/25,13.3,15.9,10.6
2001/3/26,11.0,14.3,7.6
2001/3/27,9.5,14.1,7.1
2001/3/28,8.8,13.0,6.0
2001/3/29,7.3,9.3,4.6
2001/3/30,5.5,10.9,2.8
2001/3/31,4.7,10.6,0.8
