É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:34

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2005/12/1,1.4,3.6,-1.5
2005/12/2,0.5,5.7,-3.0
2005/12/3,-2.1,0.1,-4.1
2005/12/4,-0.4,3.8,-2.8
2005/12/5,0.9,5.7,-3.3
2005/12/6,0.5,3.7,-2.6
2005/12/7,-1.5,2.3,-4.8
2005/12/8,-1.5,2.1,-5.9
2005/12/9,1.0,6.3,-1.4
2005/12/10,-4.7,-1.2,-7.2
2005/12/11,-1.5,2.3,-6.5
2005/12/12,-3.2,0.1,-7.0
2005/12/13,-5.2,-2.8,-7.9
2005/12/14,-4.5,-0.7,-7.7
2005/12/15,-3.6,-1.5,-7.0
2005/12/16,-3.0,-0.2,-6.5
2005/12/17,-4.8,-1.7,-6.7
2005/12/18,-4.5,-1.7,-7.5
2005/12/19,-2.3,2.0,-6.9
2005/12/20,-0.1,2.1,-2.2
2005/12/21,-1.8,1.3,-5.0
2005/12/22,-2.8,1.1,-6.2
2005/12/23,-3.9,-0.7,-7.8
2005/12/24,-2.3,0.2,-5.7
2005/12/25,-1.9,1.5,-7.0
2005/12/26,-3.1,-0.3,-6.1
2005/12/27,-3.1,-0.1,-5.6
2005/12/28,-5.5,-3.1,-7.0
2005/12/29,-5.6,-3.9,-9.6
2005/12/30,-5.2,-2.6,-9.0
2005/12/31,-5.7,-2.1,-9.8
2006/1/1,-2.5,-1.7,-3.7
2006/1/2,-0.6,2.5,-3.4
2006/1/3,0.3,2.9,-2.5
2006/1/4,-2.5,-0.5,-5.8
2006/1/5,-6.1,-4.5,-8.2
2006/1/6,-7.5,-4.0,-11.8
2006/1/7,-6.7,-1.3,-11.4
2006/1/8,-6.3,-4.8,-8.9
2006/1/9,-5.3,-1.8,-9.2
2006/1/10,-6.0,-3.3,-10.1
2006/1/11,-3.6,0.1,-7.4
2006/1/12,-4.8,-3.0,-6.4
2006/1/13,-4.8,-3.3,-7.9
2006/1/14,-2.4,0.1,-4.6
2006/1/15,-3.0,0.3,-6.9
2006/1/16,-2.2,0.9,-5.3
2006/1/17,-5.8,-4.6,-7.7
2006/1/18,-5.3,-2.5,-8.4
2006/1/19,-5.8,-3.7,-8.9
2006/1/20,-4.6,-2.4,-7.0
2006/1/21,-6.3,-4.2,-8.3
2006/1/22,-8.2,-5.4,-12.0
2006/1/23,-8.0,-3.3,-12.3
2006/1/24,-3.2,-0.8,-4.8
2006/1/25,-2.0,0.9,-3.9
2006/1/26,-3.6,-2.5,-5.1
2006/1/27,-2.1,-0.6,-3.5
2006/1/28,-0.9,0.8,-1.7
2006/1/29,-1.1,-0.2,-2.9
2006/1/30,-0.5,3.3,-3.5
2006/1/31,-4.4,-1.3,-8.8
2006/2/1,-5.0,-2.0,-9.5
2006/2/2,-6.4,-2.5,-10.8
2006/2/3,-8.2,-4.5,-10.9
2006/2/4,-4.4,-2.8,-6.3
2006/2/5,-6.3,-2.6,-11.0
2006/2/6,-5.5,-2.1,-10.5
2006/2/7,-4.2,-1.4,-8.1
2006/2/8,-4.7,-3.2,-7.0
2006/2/9,-6.8,-4.6,-8.0
2006/2/10,-3.9,-0.3,-7.2
2006/2/11,-6.0,-3.3,-9.5
2006/2/12,-7.3,-5.1,-10.2
2006/2/13,-1.1,2.3,-7.4
2006/2/14,1.3,3.2,-1.4
2006/2/15,1.0,3.3,-2.3
2006/2/16,-1.2,1.3,-4.1
2006/2/17,-6.4,-0.6,-8.6
2006/2/18,-3.9,-0.8,-8.5
2006/2/19,0.5,3.1,-2.0
2006/2/20,1.4,5.7,-5.1
2006/2/21,3.7,7.7,0.2
2006/2/22,4.2,6.6,1.0
2006/2/23,-0.6,2.9,-4.5
2006/2/24,-2.9,-1.6,-5.4
2006/2/25,-1.8,0.8,-6.4
2006/2/26,3.2,6.9,-0.4
2006/2/27,-2.7,5.9,-4.7
2006/2/28,-2.4,0.5,-4.6
2006/3/1,-2.5,-0.6,-4.2
2006/3/2,0.1,3.9,-2.1
2006/3/3,-1.5,0.3,-3.6
2006/3/4,0.5,4.3,-5.0
2006/3/5,2.5,5.8,-1.4
2006/3/6,1.2,7.1,-3.9
2006/3/7,-1.6,1.5,-4.4
2006/3/8,0.2,2.4,-1.6
2006/3/9,-1.0,1.7,-3.8
2006/3/10,0.5,3.8,-5.7
2006/3/11,4.7,7.7,3.1
2006/3/12,-1.0,3.6,-5.8
2006/3/13,-4.8,-2.9,-5.8
2006/3/14,-2.7,0.2,-5.6
2006/3/15,1.8,8.2,-3.8
2006/3/16,4.3,8.5,-0.8
2006/3/17,4.4,8.1,0.6
2006/3/18,3.6,8.7,-1.4
2006/3/19,2.4,6.4,-2.0
2006/3/20,-1.7,0.5,-3.2
2006/3/21,0.5,2.1,-1.1
2006/3/22,2.8,5.2,0.7
2006/3/23,3.8,7.6,-0.1
2006/3/24,2.9,6.3,0.8
2006/3/25,2.9,5.0,-0.2
2006/3/26,4.4,7.4,2.2
2006/3/27,2.6,5.4,-0.1
2006/3/28,3.3,8.0,-1.0
2006/3/29,3.2,6.7,1.0
2006/3/30,1.2,2.3,0.1
2006/3/31,1.8,3.0,0.3
