ダウンロードした時刻：2019/10/10 15:57:30

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,12.5,16.0,9.7
2016/12/2,11.2,14.3,9.3
2016/12/3,11.6,17.8,6.6
2016/12/4,11.0,13.8,7.8
2016/12/5,14.4,18.7,11.2
2016/12/6,11.2,15.0,7.0
2016/12/7,8.9,13.8,4.3
2016/12/8,9.8,13.8,6.1
2016/12/9,9.8,16.2,5.2
2016/12/10,7.8,10.6,3.0
2016/12/11,6.6,10.8,2.4
2016/12/12,6.7,9.6,3.4
2016/12/13,7.3,9.3,5.8
2016/12/14,9.1,12.1,4.4
2016/12/15,5.3,8.9,3.2
2016/12/16,5.0,7.4,2.4
2016/12/17,7.8,12.6,2.4
2016/12/18,9.8,15.2,5.0
2016/12/19,11.0,16.8,6.6
2016/12/20,9.8,12.5,7.5
2016/12/21,9.0,14.1,5.0
2016/12/22,11.2,16.1,7.3
2016/12/23,11.6,16.2,7.7
2016/12/24,7.9,11.2,5.7
2016/12/25,8.2,12.8,4.8
2016/12/26,7.5,11.4,2.6
2016/12/27,9.7,13.7,6.4
2016/12/28,4.4,7.4,1.9
2016/12/29,5.4,10.6,0.0
2016/12/30,5.7,9.5,2.4
2016/12/31,7.0,12.8,1.0
2017/1/1,8.8,13.1,5.6
2017/1/2,8.9,15.3,3.6
2017/1/3,9.8,13.7,5.8
2017/1/4,8.6,14.4,3.5
2017/1/5,7.0,9.4,4.9
2017/1/6,6.1,10.2,2.9
2017/1/7,5.1,8.7,-0.3
2017/1/8,5.5,7.6,4.6
2017/1/9,9.7,13.9,7.0
2017/1/10,9.4,13.6,6.7
2017/1/11,6.9,10.5,4.4
2017/1/12,6.5,9.6,4.3
2017/1/13,6.3,10.9,2.5
2017/1/14,2.8,6.4,-0.8
2017/1/15,0.5,3.2,-1.5
2017/1/16,3.1,6.0,0.7
2017/1/17,4.6,8.6,2.1
2017/1/18,5.1,9.4,0.0
2017/1/19,6.6,9.9,2.6
2017/1/20,4.4,7.2,1.0
2017/1/21,4.8,7.9,2.2
2017/1/22,4.1,9.3,1.1
2017/1/23,1.3,3.1,0.0
2017/1/24,1.7,5.1,-0.9
2017/1/25,3.1,7.0,0.6
2017/1/26,4.1,10.4,-0.6
2017/1/27,5.5,12.7,-0.3
2017/1/28,7.7,12.4,4.0
2017/1/29,6.0,9.9,1.4
2017/1/30,7.6,10.5,4.1
2017/1/31,4.1,6.7,2.3
2017/2/1,4.9,9.8,0.6
2017/2/2,4.8,8.1,1.3
2017/2/3,7.4,11.1,4.8
2017/2/4,7.5,13.3,2.7
2017/2/5,4.9,6.0,2.8
2017/2/6,7.3,11.2,3.1
2017/2/7,3.2,6.1,1.0
2017/2/8,4.7,7.9,2.6
2017/2/9,3.7,5.7,1.4
2017/2/10,2.6,7.1,0.0
2017/2/11,2.9,7.2,0.4
2017/2/12,3.0,7.1,0.2
2017/2/13,3.9,8.6,0.0
2017/2/14,4.0,7.8,0.9
2017/2/15,5.5,10.4,2.5
2017/2/16,6.3,10.4,1.2
2017/2/17,7.6,11.0,4.8
2017/2/18,8.0,11.4,5.7
2017/2/19,5.8,10.6,2.1
2017/2/20,6.3,10.6,2.5
2017/2/21,4.0,6.7,2.4
2017/2/22,5.1,8.4,0.6
2017/2/23,9.6,15.1,6.6
2017/2/24,5.2,8.8,2.0
2017/2/25,6.2,11.8,1.4
2017/2/26,7.5,13.2,2.0
2017/2/27,6.7,11.2,3.7
2017/2/28,6.2,10.7,1.6
2017/3/1,5.9,9.6,1.3
2017/3/2,7.4,9.4,6.2
2017/3/3,8.0,11.0,5.0
2017/3/4,7.1,12.3,2.2
2017/3/5,9.2,13.6,3.4
2017/3/6,9.4,12.9,7.4
2017/3/7,6.6,10.8,3.1
2017/3/8,5.7,10.8,2.6
2017/3/9,6.9,12.2,2.5
2017/3/10,7.8,12.3,5.0
2017/3/11,7.5,11.8,4.5
2017/3/12,7.0,11.5,2.1
2017/3/13,8.8,11.6,5.1
2017/3/14,9.0,12.4,5.9
2017/3/15,6.9,10.4,4.0
2017/3/16,8.2,12.5,6.0
2017/3/17,8.4,12.8,4.3
2017/3/18,9.7,14.8,4.5
2017/3/19,11.2,17.3,5.3
2017/3/20,11.6,15.8,7.0
2017/3/21,9.4,11.2,8.1
2017/3/22,9.2,13.1,6.1
2017/3/23,9.7,14.5,4.8
2017/3/24,7.9,11.3,4.8
2017/3/25,7.8,10.0,3.7
2017/3/26,8.2,9.5,7.3
2017/3/27,9.2,13.7,6.0
2017/3/28,9.7,15.9,5.0
2017/3/29,10.6,15.0,5.7
2017/3/30,12.1,17.1,8.6
2017/3/31,9.0,12.5,6.1
