ダウンロードした時刻：2019/10/10 16:05:18

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,8.6,9.9,7.3
2011/12/2,9.5,11.9,6.7
2011/12/3,11.0,16.0,8.6
2011/12/4,10.7,13.4,8.1
2011/12/5,9.3,13.1,6.4
2011/12/6,8.7,12.7,5.1
2011/12/7,11.4,15.3,8.5
2011/12/8,,,6.4
2011/12/9,3.5,6.5,0.7
2011/12/10,4.6,8.9,0.9
2011/12/11,6.2,10.3,2.5
2011/12/12,8.3,12.7,4.5
2011/12/13,8.5,15.8,4.6
2011/12/14,8.5,16.3,3.2
2011/12/15,7.8,11.9,5.4
2011/12/16,2.3,6.3,0.4
2011/12/17,2.0,4.5,0.6
2011/12/18,3.5,7.0,1.7
2011/12/19,4.8,8.1,2.5
2011/12/20,4.6,8.0,1.9
2011/12/21,5.9,10.2,3.0
2011/12/22,6.1,10.0,3.2
2011/12/23,3.3,6.1,0.9
2011/12/24,1.3,4.0,0.3
2011/12/25,0.9,3.1,0.1
2011/12/26,2.4,4.6,0.5
2011/12/27,2.1,5.4,0.3
2011/12/28,3.1,7.7,0.8
2011/12/29,3.2,9.5,0.7
2011/12/30,2.4,6.5,0.6
2011/12/31,3.7,8.6,0.8
2012/1/1,5.4,8.4,2.7
2012/1/2,4.5,6.5,1.3
2012/1/3,3.8,6.5,1.8
2012/1/4,2.7,5.2,0.1
2012/1/5,1.5,4.0,0.2
2012/1/6,2.5,8.5,0.0
2012/1/7,1.7,4.9,0.4
2012/1/8,3.3,7.9,0.8
2012/1/9,4.1,5.7,2.7
2012/1/10,5.1,10.4,2.5
2012/1/11,3.0,7.3,0.7
2012/1/12,3.2,6.8,0.7
2012/1/13,3.8,7.7,2.2
2012/1/14,2.8,4.4,1.5
2012/1/15,3.5,7.1,2.3
2012/1/16,3.8,6.0,1.6
2012/1/17,3.6,9.2,-0.1
2012/1/18,4.2,11.8,-1.4
2012/1/19,5.0,7.3,2.6
2012/1/20,5.6,8.2,3.6
2012/1/21,5.6,8.5,2.3
2012/1/22,6.1,11.9,1.8
2012/1/23,2.9,6.1,0.0
2012/1/24,0.4,3.3,-1.1
2012/1/25,-0.2,3.6,-2.3
2012/1/26,-0.2,2.3,-1.4
2012/1/27,0.9,2.7,-0.9
2012/1/28,1.7,4.3,0.2
2012/1/29,1.6,5.3,0.2
2012/1/30,0.6,1.9,0.1
2012/1/31,1.3,4.6,-1.0
2012/2/1,1.7,4.3,-1.3
2012/2/2,-1.7,0.2,-3.4
2012/2/3,0.5,4.3,-3.3
2012/2/4,2.7,5.3,0.3
2012/2/5,3.8,7.5,0.8
2012/2/6,4.0,10.1,0.1
2012/2/7,3.7,8.0,0.8
2012/2/8,-0.4,1.7,-2.7
2012/2/9,-0.5,2.7,-2.3
2012/2/10,0.7,5.2,-2.3
2012/2/11,1.1,4.4,0.1
2012/2/12,1.1,3.2,-0.7
2012/2/13,1.8,3.9,-0.4
2012/2/14,3.0,6.0,1.4
2012/2/15,2.5,5.7,-0.2
2012/2/16,2.1,7.0,-0.9
2012/2/17,0.3,2.1,-0.7
2012/2/18,-0.6,1.5,-2.8
2012/2/19,-0.3,4.8,-3.6
2012/2/20,1.7,7.3,-2.2
2012/2/21,3.6,10.0,-1.5
2012/2/22,6.2,11.8,1.4
2012/2/23,7.5,11.3,4.4
2012/2/24,6.2,10.3,1.6
2012/2/25,4.1,7.0,1.7
2012/2/26,3.2,5.0,0.2
2012/2/27,0.9,3.0,-1.1
2012/2/28,1.7,6.2,-3.6
2012/2/29,3.8,9.9,0.4
2012/3/1,5.7,13.2,-0.6
2012/3/2,6.1,7.8,4.4
2012/3/3,7.3,11.7,4.0
2012/3/4,3.9,6.9,0.2
2012/3/5,6.6,10.4,4.0
2012/3/6,10.2,17.3,5.7
2012/3/7,8.1,12.5,4.6
2012/3/8,7.3,12.2,2.8
2012/3/9,7.3,11.6,4.4
2012/3/10,6.9,9.1,2.2
2012/3/11,2.8,8.2,-0.9
2012/3/12,2.3,5.4,0.6
2012/3/13,1.7,6.4,-0.9
2012/3/14,4.3,11.8,-1.9
2012/3/15,5.2,10.3,-0.3
2012/3/16,7.1,14.9,-1.2
2012/3/17,13.2,17.2,9.6
2012/3/18,9.5,11.5,8.0
2012/3/19,4.6,8.3,-0.1
2012/3/20,5.1,11.5,-1.1
2012/3/21,6.4,11.6,1.7
2012/3/22,9.1,14.0,1.7
2012/3/23,8.5,13.0,6.1
2012/3/24,7.0,9.0,4.4
2012/3/25,3.7,9.1,0.3
2012/3/26,2.5,6.0,0.2
2012/3/27,7.0,15.0,0.2
2012/3/28,8.6,14.3,3.0
2012/3/29,11.3,20.2,1.4
2012/3/30,16.5,19.6,13.3
2012/3/31,8.5,15.3,2.1
