ダウンロードした時刻：2019/10/10 16:16:10

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,11.4,16.2,5.2
1994/12/2,14.9,20.3,8.7
1994/12/3,11.0,14.5,8.9
1994/12/4,9.3,11.8,7.5
1994/12/5,11.2,14.8,8.9
1994/12/6,9.4,14.1,3.6
1994/12/7,11.1,18.9,0.9
1994/12/8,10.6,15.4,4.7
1994/12/9,12.9,16.6,9.7
1994/12/10,10.0,12.8,7.0
1994/12/11,8.9,9.9,7.2
1994/12/12,12.7,17.4,9.3
1994/12/13,11.2,12.6,9.1
1994/12/14,7.7,10.4,4.3
1994/12/15,8.4,12.2,5.2
1994/12/16,4.7,7.9,0.3
1994/12/17,4.5,9.8,-1.3
1994/12/18,7.2,11.1,2.6
1994/12/19,6.3,9.6,1.6
1994/12/20,5.1,10.1,0.9
1994/12/21,6.8,11.5,3.4
1994/12/22,6.0,11.6,0.9
1994/12/23,6.3,14.5,0.0
1994/12/24,8.3,14.1,1.4
1994/12/25,10.2,14.8,6.8
1994/12/26,7.5,10.8,2.9
1994/12/27,10.5,15.7,7.5
1994/12/28,10.2,14.3,7.0
1994/12/29,7.4,10.7,4.1
1994/12/30,5.8,9.9,1.1
1994/12/31,7.3,10.7,4.5
1995/1/1,6.7,10.2,2.2
1995/1/2,6.0,9.1,1.5
1995/1/3,5.0,8.5,-0.1
1995/1/4,8.9,10.6,7.2
1995/1/5,6.2,8.8,3.3
1995/1/6,4.8,7.6,1.7
1995/1/7,8.1,11.8,1.0
1995/1/8,7.3,12.7,1.9
1995/1/9,9.9,17.7,1.8
1995/1/10,6.4,10.8,4.7
1995/1/11,5.7,8.4,4.1
1995/1/12,5.5,9.3,1.5
1995/1/13,4.9,7.9,2.0
1995/1/14,3.5,6.4,1.8
1995/1/15,5.0,7.9,1.2
1995/1/16,5.6,9.8,0.4
1995/1/17,2.8,4.8,0.2
1995/1/18,4.6,9.7,-2.2
1995/1/19,6.0,8.7,1.2
1995/1/20,5.0,8.9,0.9
1995/1/21,6.1,10.4,0.1
1995/1/22,9.3,11.3,7.2
1995/1/23,9.5,10.5,7.5
1995/1/24,6.8,9.7,4.6
1995/1/25,5.6,7.3,4.0
1995/1/26,5.9,10.2,1.6
1995/1/27,4.9,9.2,0.3
1995/1/28,4.3,8.2,0.0
1995/1/29,4.1,7.8,0.0
1995/1/30,3.2,6.3,1.2
1995/1/31,3.1,7.6,-1.0
1995/2/1,3.5,7.2,0.1
1995/2/2,4.0,7.1,0.5
1995/2/3,3.6,9.0,-1.5
1995/2/4,4.5,8.3,0.2
1995/2/5,4.6,8.2,1.5
1995/2/6,4.2,7.8,0.0
1995/2/7,6.8,11.4,1.8
1995/2/8,8.4,14.4,1.4
1995/2/9,8.4,13.2,5.3
1995/2/10,4.8,8.4,0.4
1995/2/11,3.9,9.8,-2.5
1995/2/12,6.1,8.9,2.4
1995/2/13,10.7,14.5,6.9
1995/2/14,9.3,12.9,6.3
1995/2/15,7.3,11.6,2.5
1995/2/16,5.5,11.0,2.6
1995/2/17,5.5,10.1,1.8
1995/2/18,5.5,10.9,-0.7
1995/2/19,6.9,11.8,2.5
1995/2/20,5.8,9.9,1.2
1995/2/21,5.2,8.3,1.1
1995/2/22,4.0,8.6,-0.3
1995/2/23,5.0,13.0,-2.1
1995/2/24,6.8,11.0,2.5
1995/2/25,6.5,10.3,2.2
1995/2/26,7.0,10.6,2.2
1995/2/27,6.7,10.4,3.0
1995/2/28,5.4,10.1,-0.8
1995/3/1,8.2,11.0,5.4
1995/3/2,6.4,10.4,2.2
1995/3/3,5.3,7.9,2.2
1995/3/4,5.2,8.4,2.1
1995/3/5,5.6,10.0,-0.3
1995/3/6,8.4,14.4,3.2
1995/3/7,7.9,15.4,0.9
1995/3/8,9.0,17.7,2.1
1995/3/9,8.5,13.2,1.6
1995/3/10,12.2,15.6,9.0
1995/3/11,9.6,12.2,7.8
1995/3/12,8.2,12.8,4.0
1995/3/13,8.5,13.0,5.1
1995/3/14,8.1,12.5,3.9
1995/3/15,8.1,12.9,1.4
1995/3/16,12.8,18.1,7.2
1995/3/17,12.5,16.8,8.5
1995/3/18,8.8,12.4,5.6
1995/3/19,7.6,12.5,1.1
1995/3/20,8.3,16.3,0.0
1995/3/21,10.4,17.1,3.8
1995/3/22,12.4,19.7,6.2
1995/3/23,12.4,17.6,5.6
1995/3/24,13.5,16.2,10.7
1995/3/25,10.2,13.4,6.7
1995/3/26,8.5,13.8,5.2
1995/3/27,10.4,16.8,3.6
1995/3/28,9.7,12.6,7.2
1995/3/29,9.5,12.8,5.7
1995/3/30,11.0,12.3,9.3
1995/3/31,14.6,19.3,11.3
