ダウンロードした時刻：2019/10/10 15:53:58

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,16.2,19.8,13.9
1990/12/2,10.8,14.2,6.4
1990/12/3,8.5,11.4,6.4
1990/12/4,8.7,13.7,4.7
1990/12/5,8.7,14.6,3.5
1990/12/6,8.9,15.9,3.5
1990/12/7,9.4,16.0,3.2
1990/12/8,10.3,18.1,4.6
1990/12/9,9.8,13.3,6.0
1990/12/10,12.8,19.7,8.3
1990/12/11,9.5,16.4,5.8
1990/12/12,8.7,11.9,5.3
1990/12/13,7.9,13.0,2.9
1990/12/14,7.6,9.8,4.8
1990/12/15,9.8,13.8,7.3
1990/12/16,6.9,10.9,3.9
1990/12/17,5.7,8.7,1.6
1990/12/18,5.1,9.0,2.3
1990/12/19,6.3,10.9,2.7
1990/12/20,6.7,10.8,1.7
1990/12/21,8.6,13.9,5.4
1990/12/22,9.2,14.9,3.4
1990/12/23,7.1,10.2,4.0
1990/12/24,4.6,8.4,2.5
1990/12/25,6.3,10.7,2.3
1990/12/26,6.1,11.3,2.9
1990/12/27,3.2,8.0,-0.6
1990/12/28,3.8,8.0,-0.5
1990/12/29,4.1,7.6,0.9
1990/12/30,4.7,10.3,0.2
1990/12/31,5.4,10.8,-0.2
1991/1/1,8.2,12.1,4.7
1991/1/2,9.5,15.2,6.7
1991/1/3,6.8,9.9,4.7
1991/1/4,5.1,9.3,1.9
1991/1/5,4.6,7.9,2.6
1991/1/6,1.4,4.8,-0.7
1991/1/7,3.2,6.4,0.9
1991/1/8,3.6,8.4,0.7
1991/1/9,3.3,7.8,-0.4
1991/1/10,5.2,10.2,1.6
1991/1/11,6.5,10.1,2.7
1991/1/12,6.0,10.6,2.0
1991/1/13,4.8,7.7,2.8
1991/1/14,3.8,7.7,0.4
1991/1/15,3.6,7.4,1.0
1991/1/16,4.1,9.3,0.1
1991/1/17,2.8,5.1,0.7
1991/1/18,1.9,5.4,0.1
1991/1/19,4.4,11.5,-0.9
1991/1/20,5.6,12.6,-0.2
1991/1/21,5.2,7.0,3.4
1991/1/22,6.8,11.7,3.9
1991/1/23,3.2,6.7,0.2
1991/1/24,3.4,7.7,-2.3
1991/1/25,6.2,11.3,3.5
1991/1/26,4.8,8.3,1.9
1991/1/27,4.1,9.7,0.1
1991/1/28,3.0,7.4,0.2
1991/1/29,3.0,8.5,-0.9
1991/1/30,3.8,8.6,0.0
1991/1/31,3.6,8.8,-0.4
1991/2/1,3.8,9.4,-0.6
1991/2/2,2.9,7.6,-0.2
1991/2/3,3.4,8.4,-0.4
1991/2/4,4.1,9.8,1.4
1991/2/5,3.5,7.7,0.7
1991/2/6,4.1,8.9,-0.9
1991/2/7,5.7,11.3,0.5
1991/2/8,3.3,8.2,-0.2
1991/2/9,4.0,9.7,-0.9
1991/2/10,3.3,6.1,1.0
1991/2/11,9.1,14.2,4.9
1991/2/12,6.7,10.7,4.3
1991/2/13,6.2,9.6,2.1
1991/2/14,8.2,14.4,1.4
1991/2/15,10.4,13.9,6.8
1991/2/16,7.3,10.0,3.6
1991/2/17,3.5,7.2,0.9
1991/2/18,2.8,6.3,-0.5
1991/2/19,2.6,5.6,-0.2
1991/2/20,2.2,6.9,-1.0
1991/2/21,3.0,8.4,-0.8
1991/2/22,2.0,5.8,-1.1
1991/2/23,0.9,4.7,-1.2
1991/2/24,0.3,4.5,-2.1
1991/2/25,0.1,4.1,-2.9
1991/2/26,2.7,9.1,-3.3
1991/2/27,5.7,11.4,-1.6
1991/2/28,6.4,8.1,3.6
1991/3/1,5.3,8.6,2.3
1991/3/2,5.2,10.6,0.0
1991/3/3,6.1,11.6,1.3
1991/3/4,7.1,12.9,-0.1
1991/3/5,11.9,18.5,6.9
1991/3/6,14.0,20.5,10.1
1991/3/7,10.3,15.1,6.4
1991/3/8,5.9,7.1,4.8
1991/3/9,10.4,16.1,7.0
1991/3/10,9.7,15.0,5.0
1991/3/11,8.1,9.2,6.7
1991/3/12,9.6,15.3,6.5
1991/3/13,10.3,16.5,5.6
1991/3/14,7.2,12.8,1.7
1991/3/15,5.0,10.3,0.0
1991/3/16,4.1,5.0,3.0
1991/3/17,6.5,11.3,2.7
1991/3/18,8.1,15.0,1.6
1991/3/19,10.8,19.2,3.4
1991/3/20,12.9,18.8,9.4
1991/3/21,11.0,15.5,8.7
1991/3/22,8.8,9.6,7.9
1991/3/23,11.8,17.3,8.9
1991/3/24,13.5,20.8,7.7
1991/3/25,14.2,18.9,10.1
1991/3/26,15.4,22.8,9.7
1991/3/27,14.1,15.5,12.5
1991/3/28,12.0,14.6,8.7
1991/3/29,10.7,15.2,6.8
1991/3/30,12.2,16.2,9.9
1991/3/31,9.7,11.9,8.3
