É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:54

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2017/12/1,9.5,15.7,4.5
2017/12/2,6.8,12.7,0.3
2017/12/3,6.4,13.5,1.6
2017/12/4,5.5,9.6,-0.4
2017/12/5,5.5,13.9,0.2
2017/12/6,3.9,12.0,-2.3
2017/12/7,3.4,10.8,-2.5
2017/12/8,3.2,7.0,-1.7
2017/12/9,3.3,10.2,-2.5
2017/12/10,3.7,11.0,-2.6
2017/12/11,6.8,15.2,0.3
2017/12/12,4.8,8.4,-0.5
2017/12/13,3.2,10.2,-3.5
2017/12/14,4.9,10.1,0.5
2017/12/15,3.4,10.1,-1.3
2017/12/16,4.6,11.3,-0.8
2017/12/17,5.0,8.3,1.2
2017/12/18,1.7,8.4,-3.8
2017/12/19,3.0,12.2,-4.3
2017/12/20,2.1,9.5,-3.5
2017/12/21,1.8,9.9,-4.0
2017/12/22,2.0,10.1,-4.2
2017/12/23,3.1,12.3,-3.7
2017/12/24,4.7,11.5,-1.8
2017/12/25,9.1,14.2,3.2
2017/12/26,4.5,11.3,-1.7
2017/12/27,4.4,6.9,0.5
2017/12/28,3.1,9.3,-1.9
2017/12/29,2.2,9.6,-4.7
2017/12/30,4.7,10.4,-0.6
2017/12/31,3.8,8.3,-0.6
2018/1/1,5.3,11.9,-1.3
2018/1/2,4.9,11.2,-0.4
2018/1/3,4.2,7.3,-0.3
2018/1/4,1.3,8.9,-5.0
2018/1/5,0.5,4.3,-3.5
2018/1/6,1.6,9.2,-6.2
2018/1/7,4.1,9.8,-2.6
2018/1/8,2.9,7.3,-0.9
2018/1/9,5.9,13.7,3.1
2018/1/10,3.6,10.4,-2.9
2018/1/11,1.3,6.9,-3.3
2018/1/12,-0.9,6.0,-7.0
2018/1/13,0.1,6.4,-6.5
2018/1/14,1.8,8.0,-4.0
2018/1/15,0.5,8.9,-6.1
2018/1/16,3.7,13.0,-3.4
2018/1/17,4.0,6.0,0.5
2018/1/18,8.7,15.0,2.6
2018/1/19,5.9,10.5,0.3
2018/1/20,5.7,11.8,1.3
2018/1/21,4.7,11.5,-1.3
2018/1/22,1.4,4.3,0.1
2018/1/23,1.3,5.3,-0.7
2018/1/24,-0.9,4.3,-5.4
2018/1/25,-1.0,4.6,-5.1
2018/1/26,-1.5,4.9,-7.5
2018/1/27,0.4,7.3,-5.5
2018/1/28,-0.2,6.2,-6.7
2018/1/29,3.2,11.0,-4.0
2018/1/30,2.9,7.8,-1.2
2018/1/31,1.9,8.4,-4.9
2018/2/1,1.6,5.4,-0.6
2018/2/2,2.3,4.9,0.3
2018/2/3,4.3,9.4,-0.8
2018/2/4,3.4,10.0,-1.3
2018/2/5,1.2,7.3,-5.1
2018/2/6,-0.1,6.4,-5.7
2018/2/7,-0.1,7.4,-7.0
2018/2/8,0.0,7.0,-6.1
2018/2/9,0.1,8.3,-7.0
2018/2/10,3.6,11.4,-3.5
2018/2/11,5.1,13.7,1.5
2018/2/12,1.6,7.1,-2.3
2018/2/13,0.8,8.1,-5.7
2018/2/14,3.3,10.7,-5.4
2018/2/15,9.8,17.2,3.4
2018/2/16,5.7,11.2,0.0
2018/2/17,4.4,12.2,0.0
2018/2/18,2.5,8.7,-2.1
2018/2/19,2.8,10.0,-3.4
2018/2/20,5.6,14.5,-1.6
2018/2/21,5.0,9.6,1.5
2018/2/22,4.0,8.1,0.7
2018/2/23,5.2,12.8,-2.1
2018/2/24,6.1,15.1,-1.9
2018/2/25,5.9,11.0,1.2
2018/2/26,6.5,13.6,1.4
2018/2/27,7.1,13.7,2.7
2018/2/28,7.4,15.0,-0.6
2018/3/1,9.4,17.6,3.8
2018/3/2,9.4,15.3,2.9
2018/3/3,8.1,17.6,-1.0
2018/3/4,10.9,20.2,2.3
2018/3/5,11.1,14.3,7.8
2018/3/6,9.3,15.8,4.6
2018/3/7,6.4,11.6,3.6
2018/3/8,5.0,5.9,3.6
2018/3/9,7.6,11.5,3.9
2018/3/10,7.1,13.6,3.4
2018/3/11,9.9,16.6,5.0
2018/3/12,8.5,16.8,1.3
2018/3/13,9.7,19.3,1.7
2018/3/14,12.5,23.4,3.1
2018/3/15,13.7,22.0,5.9
2018/3/16,11.3,18.5,6.0
2018/3/17,7.3,14.4,1.1
2018/3/18,11.2,18.4,4.7
2018/3/19,10.5,13.6,5.6
2018/3/20,9.7,12.4,7.3
2018/3/21,3.2,7.6,0.7
2018/3/22,6.4,12.3,1.4
2018/3/23,11.2,18.8,6.9
2018/3/24,10.5,16.9,6.1
2018/3/25,11.4,20.1,3.3
2018/3/26,12.6,22.6,3.8
2018/3/27,14.1,22.8,6.3
2018/3/28,15.6,25.3,8.0
2018/3/29,16.8,26.2,8.1
2018/3/30,13.8,21.6,9.0
2018/3/31,13.0,20.4,7.8
