É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:18

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1989/12/1,4.8,12.5,-1.9
1989/12/2,4.3,12.5,-2.2
1989/12/3,5.4,15.0,-1.6
1989/12/4,5.8,14.6,-0.9
1989/12/5,7.4,16.4,-0.3
1989/12/6,8.1,16.0,1.4
1989/12/7,8.4,14.6,3.8
1989/12/8,7.6,14.9,3.0
1989/12/9,5.1,9.9,0.1
1989/12/10,3.3,9.9,-2.6
1989/12/11,4.8,12.4,-0.9
1989/12/12,5.6,14.4,-0.9
1989/12/13,3.9,8.4,-1.7
1989/12/14,3.8,4.7,2.6
1989/12/15,6.3,12.3,1.4
1989/12/16,4.2,10.7,-2.1
1989/12/17,5.5,13.2,-0.8
1989/12/18,5.6,13.1,-0.3
1989/12/19,3.1,8.5,-1.9
1989/12/20,1.4,8.2,-4.8
1989/12/21,2.4,9.9,-3.4
1989/12/22,3.0,7.6,-3.2
1989/12/23,4.3,11.8,-1.7
1989/12/24,2.6,4.1,0.1
1989/12/25,6.2,10.3,2.3
1989/12/26,5.5,7.8,2.1
1989/12/27,7.0,12.4,3.9
1989/12/28,4.2,9.5,0.0
1989/12/29,2.5,8.3,-1.3
1989/12/30,2.6,9.4,-2.9
1989/12/31,2.8,8.2,-2.7
1990/1/1,0.9,7.8,-5.1
1990/1/2,2.1,9.1,-4.4
1990/1/3,3.2,10.0,-3.0
1990/1/4,2.6,9.0,-3.1
1990/1/5,0.2,8.1,-5.8
1990/1/6,3.0,9.0,-4.7
1990/1/7,4.0,9.0,-0.5
1990/1/8,0.4,7.8,-5.2
1990/1/9,2.7,10.2,-3.5
1990/1/10,3.8,6.3,1.2
1990/1/11,9.8,14.0,3.0
1990/1/12,6.3,12.9,2.3
1990/1/13,3.7,10.0,-1.1
1990/1/14,0.1,6.0,-5.0
1990/1/15,2.7,9.0,-4.3
1990/1/16,0.9,3.4,0.3
1990/1/17,1.6,6.3,-2.7
1990/1/18,3.2,8.7,-1.6
1990/1/19,4.9,7.9,2.8
1990/1/20,3.5,6.4,0.6
1990/1/21,2.2,7.8,-2.4
1990/1/22,2.9,8.2,-3.7
1990/1/23,2.2,5.7,0.7
1990/1/24,1.0,6.2,-2.8
1990/1/25,0.2,5.2,-3.4
1990/1/26,-0.7,6.1,-6.8
1990/1/27,-0.4,6.3,-6.3
1990/1/28,0.2,7.0,-6.8
1990/1/29,0.0,1.0,-1.9
1990/1/30,3.8,11.1,-0.1
1990/1/31,0.6,2.1,-0.2
1990/2/1,0.6,1.9,-0.4
1990/2/2,0.5,5.4,-4.2
1990/2/3,0.8,3.4,-1.2
1990/2/4,2.1,3.7,0.3
1990/2/5,3.5,7.8,1.3
1990/2/6,4.2,7.8,1.4
1990/2/7,6.5,11.2,2.5
1990/2/8,6.6,11.2,3.0
1990/2/9,5.2,9.7,3.0
1990/2/10,5.1,8.9,1.5
1990/2/11,10.2,13.1,5.1
1990/2/12,9.1,16.0,3.9
1990/2/13,5.7,11.7,0.7
1990/2/14,4.8,7.6,3.2
1990/2/15,6.6,10.7,2.7
1990/2/16,6.0,7.6,4.5
1990/2/17,6.6,13.4,0.9
1990/2/18,8.3,13.5,2.9
1990/2/19,9.1,10.6,7.8
1990/2/20,11.2,19.0,7.0
1990/2/21,10.0,19.0,2.5
1990/2/22,11.0,18.3,3.1
1990/2/23,12.1,14.9,10.1
1990/2/24,13.4,20.9,10.5
1990/2/25,10.5,12.0,9.6
1990/2/26,9.5,11.1,8.5
1990/2/27,7.0,8.6,5.0
1990/2/28,7.8,12.5,4.0
1990/3/1,6.4,7.7,4.5
1990/3/2,6.9,8.2,6.1
1990/3/3,8.1,10.8,5.2
1990/3/4,9.2,14.0,6.4
1990/3/5,7.6,13.4,4.1
1990/3/6,6.5,12.6,1.6
1990/3/7,6.5,15.0,1.1
1990/3/8,6.0,10.6,1.6
1990/3/9,6.8,15.1,-1.4
1990/3/10,8.2,17.3,0.7
1990/3/11,9.3,17.8,0.8
1990/3/12,9.5,18.1,4.5
1990/3/13,6.2,11.6,2.9
1990/3/14,7.5,15.8,-1.7
1990/3/15,10.6,19.2,6.4
1990/3/16,10.2,16.8,5.6
1990/3/17,7.9,14.8,1.6
1990/3/18,8.7,14.4,5.0
1990/3/19,10.5,17.9,4.8
1990/3/20,11.3,21.6,2.5
1990/3/21,9.7,18.0,3.2
1990/3/22,10.6,18.0,3.8
1990/3/23,12.6,21.6,5.2
1990/3/24,12.9,17.8,9.2
1990/3/25,8.5,14.1,3.7
1990/3/26,6.7,14.2,0.5
1990/3/27,8.2,16.3,-0.6
1990/3/28,10.3,16.5,6.8
1990/3/29,8.4,10.3,6.4
1990/3/30,10.4,14.9,6.8
1990/3/31,9.8,10.5,8.5
