ダウンロードした時刻：2019/10/10 15:42:49

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.0,14.3,5.7
1980/12/2,13.3,16.5,6.2
1980/12/3,10.4,14.8,7.2
1980/12/4,6.1,13.6,3.1
1980/12/5,5.7,7.3,2.9
1980/12/6,7.4,9.7,4.8
1980/12/7,8.0,9.7,6.3
1980/12/8,4.5,6.4,3.5
1980/12/9,5.9,8.6,2.8
1980/12/10,5.3,8.3,2.5
1980/12/11,9.6,12.8,4.0
1980/12/12,8.7,14.3,4.0
1980/12/13,2.5,4.8,0.3
1980/12/14,3.2,5.0,1.1
1980/12/15,4.5,5.6,2.7
1980/12/16,6.0,6.8,5.4
1980/12/17,6.1,7.5,5.3
1980/12/18,4.5,6.9,3.2
1980/12/19,2.9,4.8,2.0
1980/12/20,2.1,4.5,-0.3
1980/12/21,2.9,4.1,0.3
1980/12/22,3.9,5.2,0.3
1980/12/23,5.0,7.5,1.0
1980/12/24,5.0,6.6,3.7
1980/12/25,6.9,8.5,3.0
1980/12/26,4.9,6.6,2.4
1980/12/27,4.0,5.4,0.7
1980/12/28,3.6,5.3,0.6
1980/12/29,4.6,6.0,1.4
1980/12/30,5.3,6.4,3.5
1980/12/31,4.2,6.4,1.2
1981/1/1,4.9,6.8,3.3
1981/1/2,4.9,7.0,2.0
1981/1/3,4.9,6.3,2.9
1981/1/4,4.7,6.3,1.9
1981/1/5,2.3,3.9,0.8
1981/1/6,0.9,2.0,-0.7
1981/1/7,0.6,1.9,-1.1
1981/1/8,2.9,4.3,0.2
1981/1/9,5.1,7.1,3.4
1981/1/10,2.8,5.0,0.8
1981/1/11,0.7,2.3,-1.1
1981/1/12,0.3,1.5,-1.5
1981/1/13,-0.1,1.1,-1.7
1981/1/14,1.0,3.3,-0.7
1981/1/15,1.6,3.3,-0.3
1981/1/16,0.2,1.2,-1.0
1981/1/17,1.4,3.5,-1.0
1981/1/18,2.0,4.9,-0.8
1981/1/19,1.5,3.1,0.5
1981/1/20,1.0,1.8,-0.5
1981/1/21,-0.7,0.6,-2.6
1981/1/22,0.2,1.7,-2.6
1981/1/23,2.7,4.6,-0.3
1981/1/24,4.5,6.3,1.1
1981/1/25,0.8,2.1,-0.2
1981/1/26,-0.5,0.7,-2.0
1981/1/27,0.0,1.5,-2.0
1981/1/28,0.7,2.3,-1.3
1981/1/29,1.6,5.4,-0.8
1981/1/30,1.8,4.0,-0.1
1981/1/31,2.9,5.6,0.9
1981/2/1,3.9,6.1,2.2
1981/2/2,2.4,3.7,0.8
1981/2/3,2.2,7.2,-0.6
1981/2/4,3.1,4.2,0.5
1981/2/5,2.9,4.7,1.6
1981/2/6,3.4,5.9,0.1
1981/2/7,2.4,5.8,-0.6
1981/2/8,2.4,3.9,0.5
1981/2/9,2.1,3.5,0.0
1981/2/10,3.0,5.9,0.5
1981/2/11,1.7,4.5,-0.2
1981/2/12,6.5,8.9,3.0
1981/2/13,8.1,10.9,5.3
1981/2/14,6.3,9.9,1.3
1981/2/15,7.3,11.8,1.4
1981/2/16,6.3,9.3,2.8
1981/2/17,0.7,3.0,-1.0
1981/2/18,4.8,8.3,0.0
1981/2/19,3.4,8.3,0.3
1981/2/20,0.6,1.8,-0.5
1981/2/21,1.4,4.1,-0.1
1981/2/22,1.3,3.4,-0.4
1981/2/23,2.4,6.3,0.6
1981/2/24,3.5,6.2,1.8
1981/2/25,0.5,3.3,-1.3
1981/2/26,-3.0,-0.7,-4.0
1981/2/27,-1.0,1.0,-3.9
1981/2/28,-0.7,2.5,-2.8
1981/3/1,1.4,2.7,0.2
1981/3/2,2.0,4.3,-3.0
1981/3/3,3.7,7.0,-1.4
1981/3/4,6.0,8.0,2.5
1981/3/5,4.2,6.6,1.3
1981/3/6,0.5,4.0,-1.3
1981/3/7,4.7,9.2,-1.7
1981/3/8,1.7,4.7,-1.9
1981/3/9,2.1,3.9,-1.0
1981/3/10,1.7,3.3,-0.9
1981/3/11,1.9,5.7,-1.1
1981/3/12,5.2,9.9,-0.6
1981/3/13,9.1,12.8,3.0
1981/3/14,12.8,15.0,9.8
1981/3/15,6.6,12.0,2.0
1981/3/16,3.7,4.9,1.8
1981/3/17,5.1,7.8,2.9
1981/3/18,7.1,10.8,4.5
1981/3/19,10.7,15.6,4.4
1981/3/20,10.7,16.0,4.7
1981/3/21,8.1,12.4,3.8
1981/3/22,8.6,11.3,6.6
1981/3/23,5.1,8.2,0.0
1981/3/24,6.3,11.0,-0.3
1981/3/25,11.0,14.5,8.2
1981/3/26,7.8,11.0,3.6
1981/3/27,4.5,6.0,1.7
1981/3/28,4.7,8.3,1.1
1981/3/29,5.8,11.0,2.0
1981/3/30,4.4,8.5,-0.3
1981/3/31,5.5,9.6,2.4
