ダウンロードした時刻：2019/10/10 16:23:42

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,11.0,17.1,7.3
1984/12/2,9.1,13.8,3.1
1984/12/3,7.4,15.6,0.5
1984/12/4,9.7,19.5,1.5
1984/12/5,10.6,15.5,5.6
1984/12/6,10.1,15.5,5.0
1984/12/7,9.4,17.3,2.8
1984/12/8,8.3,17.0,0.0
1984/12/9,14.5,22.7,5.6
1984/12/10,17.2,24.0,12.6
1984/12/11,16.3,20.7,14.1
1984/12/12,13.6,16.4,10.2
1984/12/13,11.7,17.3,6.7
1984/12/14,12.2,14.2,10.6
1984/12/15,10.7,15.5,8.1
1984/12/16,9.3,11.4,7.4
1984/12/17,10.2,15.1,6.5
1984/12/18,6.8,9.5,1.6
1984/12/19,3.8,9.5,-1.1
1984/12/20,5.4,11.4,1.0
1984/12/21,5.2,10.0,0.5
1984/12/22,3.9,7.3,0.1
1984/12/23,2.2,5.7,-0.2
1984/12/24,1.9,5.0,0.1
1984/12/25,1.3,4.1,-1.3
1984/12/26,3.2,6.3,0.0
1984/12/27,4.0,8.7,1.3
1984/12/28,3.3,6.8,1.0
1984/12/29,3.0,5.7,1.6
1984/12/30,2.2,6.6,-0.8
1984/12/31,3.8,9.6,-0.2
1985/1/1,3.2,10.8,-2.6
1985/1/2,5.4,11.5,-2.8
1985/1/3,8.2,11.7,5.6
1985/1/4,5.6,10.0,2.1
1985/1/5,3.6,9.2,-1.0
1985/1/6,2.5,8.1,-3.5
1985/1/7,3.5,7.5,-0.3
1985/1/8,3.0,7.7,-1.0
1985/1/9,3.5,9.3,-2.0
1985/1/10,3.4,6.5,0.2
1985/1/11,2.9,9.2,-2.8
1985/1/12,4.2,10.4,-1.7
1985/1/13,2.2,4.7,-0.8
1985/1/14,-1.3,1.9,-4.1
1985/1/15,2.2,8.2,-4.8
1985/1/16,5.1,10.0,-1.4
1985/1/17,2.6,9.0,-4.7
1985/1/18,4.4,8.4,1.0
1985/1/19,6.0,13.3,-2.8
1985/1/20,6.4,11.0,0.9
1985/1/21,4.2,11.6,-1.9
1985/1/22,5.4,11.5,-2.1
1985/1/23,9.4,14.1,5.9
1985/1/24,4.4,7.3,2.5
1985/1/25,3.2,9.3,-1.8
1985/1/26,2.3,9.2,-3.8
1985/1/27,4.2,9.2,-2.3
1985/1/28,4.5,7.1,2.1
1985/1/29,2.5,5.9,-0.9
1985/1/30,-0.8,3.5,-3.7
1985/1/31,1.7,6.9,-5.4
1985/2/1,7.5,11.6,2.9
1985/2/2,6.9,12.7,1.7
1985/2/3,8.2,15.5,1.3
1985/2/4,6.6,12.0,0.7
1985/2/5,9.6,15.6,6.1
1985/2/6,9.4,13.0,6.9
1985/2/7,9.1,16.3,3.7
1985/2/8,10.0,12.9,6.2
1985/2/9,12.1,15.4,9.4
1985/2/10,7.8,10.5,3.5
1985/2/11,6.4,11.2,1.0
1985/2/12,6.4,11.0,3.2
1985/2/13,5.6,10.4,2.2
1985/2/14,3.7,10.0,-2.3
1985/2/15,4.7,10.1,-2.7
1985/2/16,8.2,14.3,4.6
1985/2/17,6.5,12.5,0.1
1985/2/18,8.5,12.3,5.7
1985/2/19,9.0,11.3,6.5
1985/2/20,6.0,9.0,3.1
1985/2/21,2.6,5.4,0.6
1985/2/22,2.3,5.6,-0.4
1985/2/23,3.5,7.0,1.4
1985/2/24,2.6,7.7,-1.2
1985/2/25,4.3,9.2,-2.4
1985/2/26,7.2,11.0,3.9
1985/2/27,9.0,10.8,6.8
1985/2/28,10.4,12.9,9.3
1985/3/1,11.3,16.3,7.7
1985/3/2,9.9,12.1,7.3
1985/3/3,10.8,15.4,7.8
1985/3/4,9.1,12.0,5.9
1985/3/5,7.4,11.0,4.1
1985/3/6,7.7,14.0,0.7
1985/3/7,8.9,14.5,3.1
1985/3/8,13.8,20.0,9.7
1985/3/9,9.6,13.2,5.6
1985/3/10,8.1,12.8,1.0
1985/3/11,6.8,8.9,5.3
1985/3/12,7.7,12.8,4.6
1985/3/13,8.3,13.0,3.3
1985/3/14,8.7,13.2,6.2
1985/3/15,10.0,14.9,5.0
1985/3/16,13.7,21.8,5.5
1985/3/17,12.3,13.7,10.5
1985/3/18,12.5,17.9,7.0
1985/3/19,10.9,14.6,7.6
1985/3/20,8.7,11.4,6.6
1985/3/21,11.9,18.5,8.1
1985/3/22,12.2,19.6,4.6
1985/3/23,10.9,14.5,8.8
1985/3/24,14.0,22.0,5.2
1985/3/25,16.2,20.0,8.3
1985/3/26,18.0,22.3,13.8
1985/3/27,16.1,20.1,13.6
1985/3/28,14.7,20.2,10.1
1985/3/29,11.3,16.6,8.1
1985/3/30,8.2,13.2,4.7
1985/3/31,7.4,13.1,1.7
