ダウンロードした時刻：2019/10/10 16:20:30

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,8.7,12.9,5.3
1989/12/2,11.1,15.2,6.6
1989/12/3,13.8,18.1,8.4
1989/12/4,15.8,19.3,11.8
1989/12/5,13.2,18.2,9.7
1989/12/6,12.1,18.4,7.8
1989/12/7,11.8,16.2,8.6
1989/12/8,8.8,10.4,8.0
1989/12/9,8.6,11.9,5.3
1989/12/10,8.4,15.0,3.6
1989/12/11,9.5,13.5,5.7
1989/12/12,12.0,15.9,9.2
1989/12/13,11.7,16.3,7.0
1989/12/14,8.2,11.8,6.2
1989/12/15,8.8,12.8,5.0
1989/12/16,10.4,14.0,7.8
1989/12/17,10.9,16.5,5.7
1989/12/18,10.6,15.1,6.9
1989/12/19,9.2,13.7,5.9
1989/12/20,9.7,14.9,3.8
1989/12/21,11.5,15.5,9.4
1989/12/22,10.5,13.4,8.3
1989/12/23,11.1,15.6,6.6
1989/12/24,10.4,11.7,9.0
1989/12/25,11.0,13.6,8.0
1989/12/26,9.3,11.2,7.2
1989/12/27,5.8,9.1,3.0
1989/12/28,6.0,8.6,2.3
1989/12/29,6.8,9.6,4.3
1989/12/30,6.5,8.0,5.0
1989/12/31,4.7,6.3,2.2
1990/1/1,6.4,11.6,0.8
1990/1/2,7.4,9.4,6.5
1990/1/3,5.3,6.5,3.4
1990/1/4,4.6,8.6,1.4
1990/1/5,6.8,10.0,1.3
1990/1/6,7.7,12.5,2.9
1990/1/7,5.3,10.5,0.8
1990/1/8,8.7,13.9,3.1
1990/1/9,12.2,14.3,9.4
1990/1/10,12.9,16.3,9.0
1990/1/11,10.1,14.5,5.7
1990/1/12,9.8,11.2,8.4
1990/1/13,6.0,8.4,2.6
1990/1/14,5.4,9.0,1.7
1990/1/15,4.2,7.7,2.1
1990/1/16,5.2,8.9,2.1
1990/1/17,4.9,10.9,-0.1
1990/1/18,12.1,16.9,4.2
1990/1/19,8.7,11.2,6.3
1990/1/20,3.8,6.3,2.0
1990/1/21,4.2,8.4,1.3
1990/1/22,4.8,9.4,1.6
1990/1/23,1.0,3.9,-1.7
1990/1/24,1.1,4.1,-1.4
1990/1/25,0.9,2.7,-0.2
1990/1/26,1.6,5.2,-1.8
1990/1/27,3.7,9.0,-0.5
1990/1/28,6.6,10.1,0.9
1990/1/29,14.5,18.1,9.6
1990/1/30,11.0,13.7,9.2
1990/1/31,9.1,11.0,7.7
1990/2/1,7.4,11.2,5.3
1990/2/2,8.4,12.9,3.3
1990/2/3,8.5,10.5,7.1
1990/2/4,8.8,11.3,6.5
1990/2/5,9.8,13.9,6.2
1990/2/6,9.7,12.5,7.4
1990/2/7,11.3,16.0,7.1
1990/2/8,9.3,10.3,7.9
1990/2/9,10.7,15.8,7.2
1990/2/10,14.6,18.5,8.2
1990/2/11,10.9,15.6,9.5
1990/2/12,9.8,12.6,6.2
1990/2/13,8.8,14.6,3.3
1990/2/14,8.5,10.1,7.1
1990/2/15,10.7,15.9,6.5
1990/2/16,10.2,13.9,8.2
1990/2/17,10.6,15.7,6.2
1990/2/18,12.5,15.7,8.5
1990/2/19,14.0,17.1,12.4
1990/2/20,11.0,14.7,7.6
1990/2/21,11.3,16.4,6.2
1990/2/22,15.2,17.8,11.4
1990/2/23,15.3,17.9,12.1
1990/2/24,11.8,14.2,10.7
1990/2/25,11.2,14.1,9.8
1990/2/26,10.9,13.3,9.2
1990/2/27,10.4,14.9,6.3
1990/2/28,10.1,12.5,9.2
1990/3/1,10.0,11.6,8.8
1990/3/2,11.2,13.0,9.2
1990/3/3,10.1,14.0,7.8
1990/3/4,9.6,13.9,5.5
1990/3/5,10.0,12.9,7.5
1990/3/6,10.3,13.4,8.1
1990/3/7,9.3,12.3,4.6
1990/3/8,8.0,13.3,3.0
1990/3/9,9.6,14.9,4.5
1990/3/10,10.6,16.9,5.3
1990/3/11,13.2,18.0,7.9
1990/3/12,10.0,15.5,6.3
1990/3/13,9.9,15.3,4.8
1990/3/14,12.8,16.8,7.0
1990/3/15,13.0,15.1,10.0
1990/3/16,10.7,14.5,8.0
1990/3/17,11.0,15.7,6.0
1990/3/18,9.5,13.2,6.6
1990/3/19,9.7,14.5,4.1
1990/3/20,12.1,16.6,7.4
1990/3/21,13.2,18.6,8.3
1990/3/22,15.7,21.2,9.8
1990/3/23,16.8,19.1,14.0
1990/3/24,16.0,19.4,12.1
1990/3/25,12.2,16.7,9.8
1990/3/26,12.1,18.2,7.6
1990/3/27,14.1,19.0,8.2
1990/3/28,15.8,18.2,12.6
1990/3/29,15.2,19.2,13.1
1990/3/30,14.7,18.1,11.5
1990/3/31,15.0,19.4,12.6
