ダウンロードした時刻：2019/10/10 15:47:00

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,4.3,7.8,2.0
1995/12/2,5.7,8.1,3.9
1995/12/3,6.5,11.6,3.0
1995/12/4,7.4,14.0,2.6
1995/12/5,5.3,9.4,3.2
1995/12/6,4.5,9.4,2.5
1995/12/7,3.6,5.6,1.8
1995/12/8,1.5,2.7,0.4
1995/12/9,2.8,4.3,0.6
1995/12/10,5.2,10.6,1.5
1995/12/11,7.4,11.2,5.0
1995/12/12,6.4,9.3,4.0
1995/12/13,6.1,9.9,3.8
1995/12/14,6.9,12.0,3.2
1995/12/15,6.4,10.4,3.4
1995/12/16,2.1,4.4,0.1
1995/12/17,3.4,5.2,0.9
1995/12/18,3.1,4.6,1.4
1995/12/19,4.3,6.5,1.9
1995/12/20,5.4,10.3,2.7
1995/12/21,4.8,6.7,3.0
1995/12/22,5.0,9.7,2.2
1995/12/23,5.6,9.4,3.8
1995/12/24,4.7,9.9,0.9
1995/12/25,0.2,2.8,-2.4
1995/12/26,-1.3,1.5,-2.9
1995/12/27,2.3,4.8,-0.3
1995/12/28,0.4,4.5,-3.7
1995/12/29,3.8,9.3,-2.9
1995/12/30,1.3,3.9,-1.4
1995/12/31,4.7,7.6,1.4
1996/1/1,2.9,7.3,1.4
1996/1/2,1.7,6.4,-2.7
1996/1/3,3.1,14.9,-3.9
1996/1/4,0.7,1.7,-0.9
1996/1/5,2.5,6.9,-1.3
1996/1/6,2.3,4.4,1.2
1996/1/7,2.4,8.4,-1.5
1996/1/8,4.8,12.3,-2.0
1996/1/9,-1.4,0.5,-3.5
1996/1/10,1.6,4.2,-1.1
1996/1/11,3.9,5.2,2.3
1996/1/12,4.7,7.9,1.6
1996/1/13,3.4,8.8,-1.6
1996/1/14,7.2,12.8,-2.4
1996/1/15,8.8,13.9,5.1
1996/1/16,4.6,7.1,0.8
1996/1/17,1.4,3.6,-1.2
1996/1/18,1.1,3.1,-0.2
1996/1/19,1.4,4.8,-1.1
1996/1/20,3.6,8.9,-0.8
1996/1/21,2.0,7.3,-0.1
1996/1/22,3.5,8.8,-0.5
1996/1/23,1.6,4.6,-0.6
1996/1/24,-0.3,2.6,-2.0
1996/1/25,0.1,3.2,-4.5
1996/1/26,-0.1,2.0,-1.3
1996/1/27,0.1,5.4,-3.7
1996/1/28,2.7,7.5,-0.8
1996/1/29,2.5,5.0,0.8
1996/1/30,-0.2,3.1,-2.0
1996/1/31,-1.2,0.7,-2.6
1996/2/1,-1.3,2.7,-2.5
1996/2/2,-3.4,-1.4,-4.7
1996/2/3,0.5,2.4,-1.6
1996/2/4,0.9,5.8,-3.6
1996/2/5,3.8,10.7,0.9
1996/2/6,1.3,2.5,-0.5
1996/2/7,1.1,3.3,-0.6
1996/2/8,2.0,6.2,-2.5
1996/2/9,0.7,3.2,-0.8
1996/2/10,-0.5,2.1,-1.9
1996/2/11,1.1,6.2,-3.6
1996/2/12,5.1,12.0,0.1
1996/2/13,6.1,13.5,1.4
1996/2/14,7.5,16.8,1.9
1996/2/15,4.6,7.5,1.2
1996/2/16,-0.4,1.6,-1.6
1996/2/17,-0.3,2.6,-3.1
1996/2/18,0.1,3.8,-1.3
1996/2/19,-1.3,0.5,-2.3
1996/2/20,-1.0,3.3,-4.1
1996/2/21,-1.4,0.6,-4.1
1996/2/22,0.2,4.4,-2.8
1996/2/23,-0.3,2.9,-4.1
1996/2/24,-0.1,2.2,-4.3
1996/2/25,0.5,5.7,-5.5
1996/2/26,1.6,4.0,0.0
1996/2/27,3.5,10.8,0.1
1996/2/28,3.9,7.1,0.9
1996/2/29,5.4,11.2,1.1
1996/3/1,4.2,9.8,2.0
1996/3/2,2.2,4.8,0.2
1996/3/3,1.6,5.5,-1.8
1996/3/4,3.1,8.9,-0.6
1996/3/5,-0.1,2.1,-1.8
1996/3/6,1.6,5.4,-1.2
1996/3/7,3.3,8.1,-1.7
1996/3/8,6.9,12.9,3.7
1996/3/9,3.6,5.4,2.3
1996/3/10,1.5,4.4,0.4
1996/3/11,3.2,10.3,-0.6
1996/3/12,1.2,3.8,-1.2
1996/3/13,3.0,8.9,-2.1
1996/3/14,7.0,14.0,-0.6
1996/3/15,5.3,9.0,3.6
1996/3/16,6.6,9.6,4.4
1996/3/17,10.1,14.5,5.3
1996/3/18,4.6,9.9,-0.3
1996/3/19,1.1,4.9,-1.8
1996/3/20,3.1,7.8,-0.2
1996/3/21,7.3,16.1,-1.7
1996/3/22,10.0,14.4,5.5
1996/3/23,3.7,5.6,2.0
1996/3/24,4.9,11.6,-1.5
1996/3/25,6.5,8.1,4.5
1996/3/26,6.8,11.8,1.5
1996/3/27,6.2,13.3,-0.9
1996/3/28,4.4,8.6,0.4
1996/3/29,6.8,15.0,-0.9
1996/3/30,15.2,21.7,5.2
1996/3/31,9.7,13.9,6.4
