ダウンロードした時刻：2019/10/10 15:42:53

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,12.6,16.5,8.9
1984/12/2,7.4,10.5,5.4
1984/12/3,8.0,9.6,4.9
1984/12/4,8.8,12.9,4.2
1984/12/5,12.7,16.5,6.6
1984/12/6,3.3,6.8,2.7
1984/12/7,6.1,7.7,2.7
1984/12/8,9.7,12.7,5.2
1984/12/9,8.2,10.6,5.0
1984/12/10,10.4,13.7,4.3
1984/12/11,11.7,14.4,9.9
1984/12/12,11.3,12.8,8.9
1984/12/13,7.3,9.6,4.5
1984/12/14,8.4,13.7,4.0
1984/12/15,2.4,4.5,1.0
1984/12/16,3.6,4.8,2.6
1984/12/17,5.8,9.8,3.1
1984/12/18,6.5,9.6,4.0
1984/12/19,3.7,5.7,1.1
1984/12/20,5.2,7.1,3.3
1984/12/21,7.4,9.0,3.6
1984/12/22,-0.7,7.0,-2.3
1984/12/23,2.3,5.3,-1.4
1984/12/24,-1.1,3.8,-3.5
1984/12/25,-1.8,-0.2,-3.4
1984/12/26,0.5,1.9,-0.7
1984/12/27,1.2,2.3,0.3
1984/12/28,0.2,1.3,-0.6
1984/12/29,0.5,1.4,-0.4
1984/12/30,0.1,1.6,-1.3
1984/12/31,1.3,3.7,-2.4
1985/1/1,1.8,3.4,0.2
1985/1/2,1.1,3.1,-1.2
1985/1/3,1.9,3.7,0.1
1985/1/4,0.7,3.3,-2.0
1985/1/5,-0.3,1.2,-2.0
1985/1/6,-0.7,0.1,-2.0
1985/1/7,0.2,1.2,-1.0
1985/1/8,1.6,2.5,-0.7
1985/1/9,2.8,5.1,-1.5
1985/1/10,6.1,9.0,3.6
1985/1/11,1.6,5.3,-0.9
1985/1/12,4.2,8.4,-0.4
1985/1/13,-0.4,4.8,-2.8
1985/1/14,-2.6,-0.9,-4.3
1985/1/15,1.5,5.2,-2.7
1985/1/16,-0.1,5.6,-2.2
1985/1/17,-2.3,-1.1,-3.9
1985/1/18,-1.1,0.2,-3.1
1985/1/19,1.2,4.6,-2.2
1985/1/20,5.4,8.9,2.0
1985/1/21,1.5,2.9,0.1
1985/1/22,4.4,7.2,1.5
1985/1/23,1.8,3.7,-0.4
1985/1/24,-1.1,0.1,-2.2
1985/1/25,-1.5,-0.4,-2.8
1985/1/26,-1.9,-0.9,-2.5
1985/1/27,1.0,4.5,-5.2
1985/1/28,3.0,8.7,-0.1
1985/1/29,-1.6,0.4,-3.9
1985/1/30,-2.2,-0.5,-4.1
1985/1/31,2.3,4.6,-1.4
1985/2/1,4.7,7.8,2.1
1985/2/2,1.4,3.6,-0.9
1985/2/3,3.5,6.5,0.0
1985/2/4,3.5,7.1,-1.7
1985/2/5,4.4,8.3,1.8
1985/2/6,5.5,9.3,1.4
1985/2/7,5.0,8.6,0.6
1985/2/8,3.3,7.1,0.4
1985/2/9,7.6,11.2,3.0
1985/2/10,5.5,11.2,2.1
1985/2/11,3.3,4.7,1.4
1985/2/12,3.7,6.2,1.8
1985/2/13,4.7,7.9,2.4
1985/2/14,-0.1,2.6,-2.0
1985/2/15,2.2,3.3,-0.5
1985/2/16,2.7,5.0,0.0
1985/2/17,3.1,4.3,0.0
1985/2/18,3.2,5.2,1.7
1985/2/19,5.3,7.0,1.7
1985/2/20,7.7,9.2,6.5
1985/2/21,2.5,6.8,-0.9
1985/2/22,1.4,2.7,-1.3
1985/2/23,1.8,3.6,-0.2
1985/2/24,2.4,4.4,0.0
1985/2/25,2.4,4.9,-0.1
1985/2/26,2.7,5.5,1.6
1985/2/27,1.8,4.2,-0.7
1985/2/28,3.3,5.2,0.7
1985/3/1,5.9,7.5,4.8
1985/3/2,5.7,7.3,3.4
1985/3/3,3.5,7.5,0.8
1985/3/4,3.4,7.1,0.9
1985/3/5,5.4,9.3,1.6
1985/3/6,2.2,4.8,-0.7
1985/3/7,5.8,8.2,2.2
1985/3/8,8.5,12.3,3.5
1985/3/9,3.7,10.9,1.3
1985/3/10,0.3,2.2,-1.3
1985/3/11,1.0,2.3,-1.1
1985/3/12,4.4,6.6,1.0
1985/3/13,5.4,8.2,2.7
1985/3/14,3.0,5.4,0.8
1985/3/15,2.0,5.4,-1.1
1985/3/16,4.0,7.5,-2.0
1985/3/17,8.6,12.1,5.1
1985/3/18,6.8,8.9,3.2
1985/3/19,4.9,8.6,2.2
1985/3/20,5.8,9.2,1.8
1985/3/21,7.5,10.4,4.7
1985/3/22,3.5,6.6,-0.1
1985/3/23,3.1,9.0,-1.3
1985/3/24,5.7,11.1,0.3
1985/3/25,12.0,17.4,4.1
1985/3/26,6.7,11.8,0.9
1985/3/27,6.2,8.0,1.3
1985/3/28,7.2,9.4,6.1
1985/3/29,8.4,11.3,5.4
1985/3/30,5.0,7.7,2.3
1985/3/31,5.2,7.5,2.4
