ダウンロードした時刻：2019/10/10 16:11:57

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,11.3,13.4,9.4
2002/12/2,11.0,15.1,7.8
2002/12/3,11.4,15.1,6.9
2002/12/4,13.1,16.1,9.7
2002/12/5,14.7,18.3,11.3
2002/12/6,10.5,13.4,8.2
2002/12/7,7.8,8.7,7.2
2002/12/8,7.5,8.9,5.6
2002/12/9,7.7,12.3,5.2
2002/12/10,6.2,9.3,3.5
2002/12/11,5.1,8.1,2.4
2002/12/12,6.9,9.7,4.9
2002/12/13,5.2,8.0,2.9
2002/12/14,6.6,9.8,4.2
2002/12/15,6.9,12.4,1.3
2002/12/16,9.7,15.2,4.3
2002/12/17,10.3,13.3,6.6
2002/12/18,8.1,10.9,5.9
2002/12/19,8.6,9.8,7.1
2002/12/20,7.7,10.1,5.9
2002/12/21,7.6,9.0,5.4
2002/12/22,9.9,13.7,7.4
2002/12/23,8.2,12.6,4.7
2002/12/24,9.3,13.5,5.3
2002/12/25,8.5,12.3,3.5
2002/12/26,5.0,7.6,3.0
2002/12/27,4.8,8.2,3.3
2002/12/28,5.8,9.0,1.4
2002/12/29,6.3,9.1,3.8
2002/12/30,5.8,10.3,1.4
2002/12/31,7.0,11.8,3.0
2003/1/1,6.4,9.4,4.0
2003/1/2,4.4,6.5,3.0
2003/1/3,4.0,7.4,2.1
2003/1/4,4.6,7.5,1.6
2003/1/5,1.2,3.6,-0.2
2003/1/6,2.6,6.8,-0.4
2003/1/7,4.0,8.2,-0.4
2003/1/8,4.8,9.7,0.4
2003/1/9,5.0,9.2,0.5
2003/1/10,6.2,9.8,1.9
2003/1/11,7.7,11.2,4.6
2003/1/12,7.5,12.0,3.3
2003/1/13,6.7,11.9,2.2
2003/1/14,7.5,12.1,3.8
2003/1/15,2.9,6.5,0.6
2003/1/16,3.3,7.4,-0.9
2003/1/17,6.6,11.5,1.0
2003/1/18,7.5,11.7,4.4
2003/1/19,5.6,8.0,4.1
2003/1/20,6.9,9.7,4.1
2003/1/21,5.1,8.7,3.1
2003/1/22,5.6,8.0,2.6
2003/1/23,5.8,9.0,4.0
2003/1/24,4.6,6.4,3.2
2003/1/25,5.1,7.4,3.0
2003/1/26,6.2,9.7,2.4
2003/1/27,9.2,11.4,6.2
2003/1/28,5.4,8.5,2.6
2003/1/29,0.4,3.4,-2.7
2003/1/30,1.6,5.1,-2.6
2003/1/31,5.0,9.2,2.4
2003/2/1,4.4,7.9,2.4
2003/2/2,3.9,6.7,2.2
2003/2/3,4.4,8.5,2.2
2003/2/4,4.9,9.2,0.4
2003/2/5,5.5,9.7,3.7
2003/2/6,5.1,8.7,2.6
2003/2/7,6.5,12.9,0.4
2003/2/8,8.3,14.2,3.3
2003/2/9,10.6,12.7,7.5
2003/2/10,10.3,16.5,5.6
2003/2/11,9.3,10.8,8.1
2003/2/12,6.0,9.3,4.0
2003/2/13,5.7,9.6,2.1
2003/2/14,6.4,10.3,2.2
2003/2/15,7.8,12.8,2.6
2003/2/16,7.0,8.8,5.5
2003/2/17,8.2,13.4,4.5
2003/2/18,6.0,9.9,2.4
2003/2/19,7.6,11.8,5.0
2003/2/20,5.8,9.3,3.9
2003/2/21,6.6,10.8,3.7
2003/2/22,5.8,7.9,5.1
2003/2/23,7.9,11.7,5.7
2003/2/24,6.9,10.8,5.2
2003/2/25,6.9,11.3,3.4
2003/2/26,7.7,11.8,3.1
2003/2/27,7.1,10.9,3.5
2003/2/28,7.3,13.0,2.4
2003/3/1,8.8,11.1,6.4
2003/3/2,10.3,14.0,7.2
2003/3/3,8.0,10.9,4.8
2003/3/4,3.0,6.9,1.4
2003/3/5,3.4,6.8,0.8
2003/3/6,6.5,11.4,2.0
2003/3/7,10.2,12.5,7.0
2003/3/8,6.2,9.2,4.3
2003/3/9,4.5,8.2,2.4
2003/3/10,4.5,7.7,2.9
2003/3/11,4.6,8.8,1.2
2003/3/12,5.9,11.3,3.3
2003/3/13,6.2,12.0,1.9
2003/3/14,8.3,14.0,2.6
2003/3/15,7.2,8.9,5.4
2003/3/16,7.2,9.4,4.7
2003/3/17,9.8,14.4,7.1
2003/3/18,8.5,13.6,4.7
2003/3/19,6.9,11.2,2.6
2003/3/20,8.1,13.1,4.0
2003/3/21,8.8,15.0,3.1
2003/3/22,7.6,8.9,6.2
2003/3/23,9.3,14.1,3.6
2003/3/24,11.7,18.1,6.6
2003/3/25,12.2,16.5,10.8
2003/3/26,12.6,16.7,8.1
2003/3/27,13.7,20.6,8.1
2003/3/28,11.9,15.7,8.8
2003/3/29,10.4,15.2,7.0
2003/3/30,10.7,16.0,4.1
2003/3/31,14.6,20.3,8.6
