É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:12

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1984/12/1,3.3,6.4,-1.3
1984/12/2,7.3,15.5,0.0
1984/12/3,8.2,16.0,1.6
1984/12/4,4.7,13.0,-1.9
1984/12/5,6.1,14.5,-0.4
1984/12/6,7.9,12.6,4.6
1984/12/7,5.2,10.1,0.7
1984/12/8,2.9,10.4,-2.5
1984/12/9,3.2,12.1,-2.8
1984/12/10,5.1,13.5,-1.9
1984/12/11,5.3,6.6,3.1
1984/12/12,10.5,16.6,6.0
1984/12/13,9.7,17.0,4.7
1984/12/14,9.6,15.7,1.7
1984/12/15,5.7,9.3,2.5
1984/12/16,2.4,5.2,0.1
1984/12/17,5.0,11.4,0.6
1984/12/18,4.9,8.4,0.5
1984/12/19,5.4,10.3,1.5
1984/12/20,3.0,8.5,-0.4
1984/12/21,2.5,7.6,-1.3
1984/12/22,4.2,11.2,-0.5
1984/12/23,2.2,7.4,-2.2
1984/12/24,0.2,7.9,-5.5
1984/12/25,0.3,5.3,-3.6
1984/12/26,0.5,6.6,-6.0
1984/12/27,0.6,7.1,-4.9
1984/12/28,1.9,9.5,-4.3
1984/12/29,1.1,6.9,-3.7
1984/12/30,0.0,7.6,-6.1
1984/12/31,-0.1,8.0,-6.6
1985/1/1,0.3,8.9,-6.3
1985/1/2,1.8,9.8,-5.7
1985/1/3,0.8,4.2,-1.1
1985/1/4,1.3,8.5,-2.4
1985/1/5,-0.6,6.1,-6.6
1985/1/6,0.3,8.4,-6.4
1985/1/7,0.5,7.2,-5.9
1985/1/8,1.3,7.2,-4.3
1985/1/9,2.3,8.0,-1.5
1985/1/10,2.2,9.1,-1.9
1985/1/11,3.1,9.2,-4.1
1985/1/12,4.9,10.3,0.3
1985/1/13,3.6,10.8,-2.1
1985/1/14,0.7,4.3,-1.9
1985/1/15,-1.2,5.4,-7.3
1985/1/16,1.0,10.0,-7.0
1985/1/17,0.7,7.6,-4.3
1985/1/18,-1.3,4.7,-7.9
1985/1/19,0.6,7.4,-6.4
1985/1/20,5.2,13.4,-2.2
1985/1/21,3.9,9.8,-1.3
1985/1/22,0.6,7.6,-5.3
1985/1/23,2.9,12.4,-4.3
1985/1/24,1.6,4.6,-1.3
1985/1/25,0.6,7.8,-5.1
1985/1/26,0.0,8.9,-6.3
1985/1/27,0.4,6.4,-6.5
1985/1/28,3.1,8.2,-0.4
1985/1/29,0.1,3.0,-2.7
1985/1/30,-2.2,2.5,-6.6
1985/1/31,-3.3,4.7,-10.1
1985/2/1,0.9,11.2,-8.0
1985/2/2,4.5,13.5,-2.2
1985/2/3,4.9,12.9,-0.6
1985/2/4,4.8,13.1,-3.8
1985/2/5,4.5,7.7,1.7
1985/2/6,5.5,7.9,2.4
1985/2/7,7.9,15.0,1.9
1985/2/8,8.0,11.1,5.3
1985/2/9,4.8,6.9,4.1
1985/2/10,8.9,17.1,4.4
1985/2/11,6.3,11.7,0.1
1985/2/12,3.3,10.2,-2.8
1985/2/13,5.2,15.1,-2.3
1985/2/14,2.5,6.1,-0.2
1985/2/15,4.3,10.1,-2.1
1985/2/16,1.7,5.7,-2.5
1985/2/17,4.5,11.0,-2.8
1985/2/18,4.5,10.4,-2.7
1985/2/19,2.1,4.9,0.3
1985/2/20,1.8,3.8,0.0
1985/2/21,2.1,10.7,-0.3
1985/2/22,0.4,5.8,-5.9
1985/2/23,3.0,9.7,-3.8
1985/2/24,2.8,6.5,-0.3
1985/2/25,2.6,9.0,-3.8
1985/2/26,3.0,7.6,-2.1
1985/2/27,4.6,9.9,-1.7
1985/2/28,4.1,5.3,1.9
1985/3/1,8.0,13.1,4.4
1985/3/2,8.4,9.8,7.0
1985/3/3,8.1,15.6,2.6
1985/3/4,4.8,11.1,-0.9
1985/3/5,5.1,9.4,0.5
1985/3/6,5.4,10.3,1.0
1985/3/7,7.8,13.8,1.6
1985/3/8,9.7,14.9,4.5
1985/3/9,11.1,14.8,8.0
1985/3/10,8.0,12.6,5.0
1985/3/11,4.1,7.3,2.0
1985/3/12,5.2,8.7,2.5
1985/3/13,7.2,12.7,2.2
1985/3/14,4.9,6.3,3.0
1985/3/15,6.8,12.1,3.3
1985/3/16,5.9,12.4,1.5
1985/3/17,4.3,6.2,1.6
1985/3/18,10.1,18.7,2.2
1985/3/19,7.4,11.8,5.8
1985/3/20,9.4,14.6,5.3
1985/3/21,6.4,9.3,3.4
1985/3/22,8.6,15.4,2.2
1985/3/23,8.4,12.4,3.5
1985/3/24,9.6,16.0,6.5
1985/3/25,11.5,15.4,7.3
1985/3/26,15.4,24.6,10.8
1985/3/27,8.4,10.9,6.8
1985/3/28,12.7,18.1,8.6
1985/3/29,13.5,19.0,10.4
1985/3/30,11.0,16.8,6.3
1985/3/31,7.2,14.2,3.7
