ダウンロードした時刻：2019/10/10 15:44:28

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,13.2,19.2,9.7
1993/12/2,11.0,14.5,5.4
1993/12/3,12.0,14.7,9.6
1993/12/4,7.7,11.5,5.5
1993/12/5,5.3,6.7,3.9
1993/12/6,6.4,10.2,2.5
1993/12/7,7.1,11.1,4.2
1993/12/8,7.2,12.5,2.1
1993/12/9,7.2,11.0,3.3
1993/12/10,6.8,11.9,2.7
1993/12/11,8.8,12.4,5.0
1993/12/12,6.7,10.2,3.9
1993/12/13,9.7,13.6,3.6
1993/12/14,6.4,10.2,2.0
1993/12/15,1.3,2.1,0.8
1993/12/16,3.5,7.3,0.0
1993/12/17,4.7,9.2,0.7
1993/12/18,2.0,4.7,0.3
1993/12/19,4.8,9.7,1.7
1993/12/20,7.1,12.4,1.8
1993/12/21,6.9,12.5,4.0
1993/12/22,3.0,5.1,0.8
1993/12/23,2.8,5.2,-1.2
1993/12/24,7.2,11.0,4.0
1993/12/25,8.3,10.2,6.1
1993/12/26,9.8,15.7,4.4
1993/12/27,7.5,10.1,5.7
1993/12/28,5.2,8.2,3.1
1993/12/29,4.3,7.7,0.8
1993/12/30,6.2,12.3,-0.7
1993/12/31,7.1,13.1,1.7
1994/1/1,3.3,4.7,0.8
1994/1/2,7.6,11.4,2.6
1994/1/3,8.9,10.6,7.5
1994/1/4,7.4,9.8,4.8
1994/1/5,5.1,7.1,3.4
1994/1/6,7.5,10.4,3.9
1994/1/7,2.7,8.3,-0.1
1994/1/8,5.2,9.2,0.4
1994/1/9,8.1,11.5,4.2
1994/1/10,7.2,12.3,1.9
1994/1/11,6.9,10.8,3.6
1994/1/12,5.7,7.9,3.9
1994/1/13,4.2,5.7,2.7
1994/1/14,3.9,6.7,2.0
1994/1/15,2.4,5.4,0.7
1994/1/16,5.0,10.7,-0.7
1994/1/17,7.4,12.3,3.5
1994/1/18,3.5,5.4,-0.4
1994/1/19,0.0,1.8,-1.5
1994/1/20,0.9,2.6,-0.3
1994/1/21,0.8,1.3,0.4
1994/1/22,1.3,4.4,-1.7
1994/1/23,0.5,3.4,-0.8
1994/1/24,1.0,3.6,-2.1
1994/1/25,3.7,6.8,1.1
1994/1/26,6.1,11.3,0.1
1994/1/27,2.4,7.2,0.6
1994/1/28,1.9,4.9,0.1
1994/1/29,1.1,3.3,-0.5
1994/1/30,-0.8,1.4,-2.1
1994/1/31,1.2,4.7,-2.6
1994/2/1,3.3,5.5,0.7
1994/2/2,1.1,4.0,-0.9
1994/2/3,0.8,2.9,-0.6
1994/2/4,2.0,4.9,0.1
1994/2/5,4.3,8.5,-0.8
1994/2/6,6.1,9.8,2.8
1994/2/7,5.8,10.2,2.5
1994/2/8,5.1,8.7,0.4
1994/2/9,5.2,8.0,1.9
1994/2/10,1.8,4.5,-0.9
1994/2/11,0.7,2.4,-0.9
1994/2/12,-0.1,1.2,-1.1
1994/2/13,0.2,1.8,-1.8
1994/2/14,2.5,5.1,-0.9
1994/2/15,3.3,6.6,0.1
1994/2/16,4.4,7.2,1.9
1994/2/17,4.4,7.0,1.9
1994/2/18,4.4,8.5,0.7
1994/2/19,5.3,11.6,-1.2
1994/2/20,8.8,17.5,0.7
1994/2/21,6.7,9.5,1.8
1994/2/22,3.9,6.0,1.6
1994/2/23,3.1,5.9,0.3
1994/2/24,1.2,3.3,-0.4
1994/2/25,3.0,7.0,0.3
1994/2/26,2.3,5.7,0.6
1994/2/27,2.4,4.9,0.7
1994/2/28,4.4,8.2,1.7
1994/3/1,4.8,8.0,2.1
1994/3/2,3.6,6.6,0.8
1994/3/3,4.8,10.1,-0.1
1994/3/4,4.4,9.1,1.4
1994/3/5,2.6,5.3,0.0
1994/3/6,3.3,6.8,0.5
1994/3/7,5.5,9.5,-1.0
1994/3/8,10.0,15.8,6.2
1994/3/9,8.7,11.1,3.4
1994/3/10,2.8,5.4,0.8
1994/3/11,4.2,7.3,1.0
1994/3/12,6.2,8.6,3.9
1994/3/13,3.4,6.1,0.6
1994/3/14,3.3,7.7,-0.1
1994/3/15,2.6,5.7,0.8
1994/3/16,6.2,11.2,0.7
1994/3/17,5.7,7.8,1.5
1994/3/18,4.8,11.1,-0.2
1994/3/19,6.7,12.2,1.1
1994/3/20,4.7,7.6,2.9
1994/3/21,4.2,7.2,1.3
1994/3/22,5.7,10.3,0.6
1994/3/23,8.8,12.4,6.6
1994/3/24,6.6,9.0,1.9
1994/3/25,4.0,6.4,1.5
1994/3/26,3.4,7.1,1.4
1994/3/27,5.5,8.9,1.5
1994/3/28,10.1,14.4,2.7
1994/3/29,6.7,9.8,4.4
1994/3/30,5.9,9.4,2.8
1994/3/31,9.1,15.1,2.4
