ダウンロードした時刻：2019/10/10 15:58:52

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,11.7,16.7,7.4
2017/12/2,9.4,14.0,5.0
2017/12/3,10.9,17.0,6.8
2017/12/4,10.2,14.6,5.0
2017/12/5,9.4,13.8,5.4
2017/12/6,7.9,12.7,4.2
2017/12/7,7.4,12.8,2.5
2017/12/8,7.5,11.9,2.9
2017/12/9,6.7,13.1,1.5
2017/12/10,8.4,14.3,2.4
2017/12/11,10.4,16.3,5.6
2017/12/12,5.7,9.8,1.8
2017/12/13,4.9,11.0,-0.7
2017/12/14,4.9,10.6,-0.9
2017/12/15,7.6,11.8,3.2
2017/12/16,10.0,14.8,3.6
2017/12/17,7.3,10.8,3.7
2017/12/18,5.7,11.7,0.4
2017/12/19,6.1,12.6,-0.3
2017/12/20,6.3,11.8,1.7
2017/12/21,6.7,13.1,1.1
2017/12/22,6.9,13.1,2.0
2017/12/23,7.1,13.1,0.8
2017/12/24,10.5,15.6,4.7
2017/12/25,11.8,16.8,4.7
2017/12/26,7.2,12.2,2.4
2017/12/27,6.0,9.3,3.8
2017/12/28,5.3,10.2,-0.4
2017/12/29,5.4,10.7,1.4
2017/12/30,6.2,11.7,1.6
2017/12/31,7.0,9.5,4.5
2018/1/1,7.1,13.6,1.2
2018/1/2,6.4,11.9,-0.2
2018/1/3,7.3,10.9,1.3
2018/1/4,4.4,10.1,-1.2
2018/1/5,4.8,7.2,1.1
2018/1/6,4.9,10.7,-0.7
2018/1/7,6.7,12.4,-0.3
2018/1/8,7.9,11.8,5.4
2018/1/9,9.5,14.2,5.2
2018/1/10,6.9,10.7,3.4
2018/1/11,4.7,8.1,1.4
2018/1/12,3.7,9.5,-1.6
2018/1/13,4.1,9.9,-1.5
2018/1/14,4.6,10.5,-0.7
2018/1/15,7.8,13.8,1.4
2018/1/16,7.6,13.8,1.7
2018/1/17,12.3,16.7,7.5
2018/1/18,11.1,15.8,7.0
2018/1/19,10.0,13.9,5.7
2018/1/20,9.0,12.8,5.6
2018/1/21,8.0,12.5,4.1
2018/1/22,5.8,8.5,3.3
2018/1/23,6.5,11.3,3.0
2018/1/24,2.5,5.8,0.0
2018/1/25,1.7,6.0,-1.6
2018/1/26,2.6,8.9,-2.3
2018/1/27,1.9,8.0,-4.3
2018/1/28,4.4,9.3,-1.8
2018/1/29,6.0,11.8,0.5
2018/1/30,4.2,9.8,-1.4
2018/1/31,4.2,9.4,-1.5
2018/2/1,4.8,8.0,2.7
2018/2/2,5.1,8.0,2.3
2018/2/3,5.9,11.2,2.1
2018/2/4,5.5,10.0,1.7
2018/2/5,4.2,9.4,-0.5
2018/2/6,3.4,7.9,0.2
2018/2/7,3.9,9.8,-0.7
2018/2/8,4.1,11.5,-2.0
2018/2/9,4.8,11.7,-0.8
2018/2/10,6.9,14.1,0.3
2018/2/11,8.4,15.8,2.8
2018/2/12,3.4,7.5,0.3
2018/2/13,4.2,8.5,1.0
2018/2/14,5.9,12.7,-1.7
2018/2/15,13.2,18.5,9.1
2018/2/16,9.7,12.4,7.2
2018/2/17,7.5,12.9,2.6
2018/2/18,4.4,8.9,-1.7
2018/2/19,5.9,9.9,1.2
2018/2/20,7.9,12.7,2.6
2018/2/21,7.3,12.2,3.4
2018/2/22,6.4,10.6,1.9
2018/2/23,7.9,14.4,2.4
2018/2/24,9.4,17.3,2.2
2018/2/25,8.9,12.3,5.3
2018/2/26,9.2,13.2,6.6
2018/2/27,9.2,14.7,4.0
2018/2/28,10.0,15.0,2.8
2018/3/1,13.1,18.3,8.1
2018/3/2,11.6,18.3,6.9
2018/3/3,10.3,15.4,4.0
2018/3/4,14.1,22.0,8.0
2018/3/5,15.6,19.4,11.8
2018/3/6,11.0,16.8,8.8
2018/3/7,8.1,9.8,6.5
2018/3/8,10.8,16.3,8.8
2018/3/9,14.7,17.3,9.8
2018/3/10,9.3,11.1,7.6
2018/3/11,11.1,18.5,6.6
2018/3/12,9.3,14.3,4.2
2018/3/13,11.5,19.3,4.7
2018/3/14,13.6,20.4,6.4
2018/3/15,15.5,22.1,8.9
2018/3/16,15.0,18.6,9.2
2018/3/17,9.6,12.5,7.6
2018/3/18,12.4,18.8,5.4
2018/3/19,14.1,17.9,8.9
2018/3/20,11.2,12.9,8.2
2018/3/21,7.1,10.5,4.7
2018/3/22,12.5,18.9,8.6
2018/3/23,12.6,16.8,9.7
2018/3/24,12.1,16.9,7.7
2018/3/25,12.5,18.2,5.3
2018/3/26,13.9,20.3,6.8
2018/3/27,15.2,20.3,9.5
2018/3/28,15.8,21.6,9.8
2018/3/29,16.8,22.7,10.4
2018/3/30,15.1,19.2,12.5
2018/3/31,14.3,17.5,10.6
