É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:44

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2009/12/1,9.9,15.0,5.6
2009/12/2,9.4,15.7,4.4
2009/12/3,7.4,8.4,5.7
2009/12/4,10.1,15.0,5.9
2009/12/5,7.7,10.2,6.4
2009/12/6,8.0,13.4,3.5
2009/12/7,6.1,14.5,0.2
2009/12/8,5.0,11.2,-1.4
2009/12/9,6.2,11.1,1.0
2009/12/10,10.2,14.3,6.3
2009/12/11,7.3,9.7,6.6
2009/12/12,8.8,14.9,5.3
2009/12/13,8.2,10.9,4.4
2009/12/14,7.1,11.8,2.2
2009/12/15,4.7,9.7,1.1
2009/12/16,3.1,8.5,-0.4
2009/12/17,2.6,9.9,-2.7
2009/12/18,1.6,7.4,-3.1
2009/12/19,1.2,7.1,-4.0
2009/12/20,1.1,8.8,-4.5
2009/12/21,2.2,8.3,-3.8
2009/12/22,0.6,8.5,-5.4
2009/12/23,1.9,9.8,-4.5
2009/12/24,4.3,12.5,-2.6
2009/12/25,5.6,11.0,1.2
2009/12/26,5.6,11.9,2.0
2009/12/27,5.1,11.0,-1.3
2009/12/28,6.6,14.0,0.7
2009/12/29,3.0,9.3,-2.0
2009/12/30,4.1,9.5,-0.9
2009/12/31,2.5,7.6,-1.4
2010/1/1,3.9,7.5,-1.9
2010/1/2,5.7,10.8,-0.1
2010/1/3,3.7,10.7,-1.7
2010/1/4,2.5,8.6,-3.9
2010/1/5,5.2,10.7,0.6
2010/1/6,2.9,9.1,-3.4
2010/1/7,4.5,11.0,-2.4
2010/1/8,3.2,10.5,-2.8
2010/1/9,2.3,9.5,-3.4
2010/1/10,3.1,11.6,-3.3
2010/1/11,1.9,7.6,-2.5
2010/1/12,0.9,3.5,-1.5
2010/1/13,1.0,4.5,-4.3
2010/1/14,-0.3,6.6,-5.9
2010/1/15,0.2,8.3,-6.5
2010/1/16,1.1,7.8,-4.8
2010/1/17,0.3,7.5,-5.8
2010/1/18,0.7,8.1,-5.4
2010/1/19,2.8,12.8,-4.4
2010/1/20,4.2,12.6,-3.3
2010/1/21,5.8,12.1,2.6
2010/1/22,5.1,10.7,0.7
2010/1/23,3.8,10.3,-2.6
2010/1/24,3.1,10.5,-3.8
2010/1/25,4.5,10.9,-3.2
2010/1/26,5.7,11.3,1.0
2010/1/27,2.8,11.1,-3.9
2010/1/28,2.6,5.8,0.2
2010/1/29,4.8,12.9,-1.1
2010/1/30,4.3,13.0,-2.8
2010/1/31,5.8,12.6,-1.4
2010/2/1,2.5,7.3,-0.1
2010/2/2,1.8,6.4,-0.8
2010/2/3,2.0,9.1,-3.0
2010/2/4,0.7,7.6,-5.3
2010/2/5,1.6,9.2,-5.3
2010/2/6,1.9,5.6,-1.6
2010/2/7,2.5,9.3,-4.0
2010/2/8,3.0,10.5,-4.3
2010/2/9,8.5,20.9,0.6
2010/2/10,9.7,14.5,5.1
2010/2/11,5.4,7.9,3.9
2010/2/12,3.7,4.4,2.9
2010/2/13,3.0,5.1,-0.2
2010/2/14,3.3,8.4,-2.1
2010/2/15,3.2,4.4,0.1
2010/2/16,3.9,5.8,1.0
2010/2/17,2.0,3.8,-0.4
2010/2/18,3.4,10.3,-0.3
2010/2/19,2.9,9.8,-2.5
2010/2/20,4.1,12.4,-3.4
2010/2/21,4.7,11.4,-2.6
2010/2/22,6.5,13.5,0.9
2010/2/23,8.7,18.1,1.5
2010/2/24,10.8,19.3,4.6
2010/2/25,11.6,20.0,4.6
2010/2/26,13.6,19.6,8.7
2010/2/27,14.0,19.9,10.2
2010/2/28,10.0,16.9,6.9
2010/3/1,12.9,18.3,7.9
2010/3/2,10.1,12.8,6.8
2010/3/3,9.9,16.4,6.4
2010/3/4,7.5,11.1,5.5
2010/3/5,12.6,21.3,5.0
2010/3/6,12.1,14.8,8.4
2010/3/7,6.6,8.7,4.0
2010/3/8,6.0,9.0,3.6
2010/3/9,2.7,5.3,0.0
2010/3/10,3.8,9.6,0.1
2010/3/11,7.3,13.2,2.3
2010/3/12,6.4,13.8,-0.6
2010/3/13,10.7,21.6,1.9
2010/3/14,9.9,18.0,3.4
2010/3/15,11.8,18.0,4.9
2010/3/16,14.6,24.3,8.1
2010/3/17,8.5,13.8,4.5
2010/3/18,8.2,15.3,2.9
2010/3/19,9.2,15.4,4.5
2010/3/20,13.1,21.6,3.6
2010/3/21,12.9,20.7,5.9
2010/3/22,8.7,15.2,3.7
2010/3/23,9.4,13.0,7.0
2010/3/24,7.6,9.2,4.6
2010/3/25,5.6,7.3,4.3
2010/3/26,7.6,14.3,3.1
2010/3/27,6.7,13.1,1.3
2010/3/28,7.3,13.9,3.7
2010/3/29,5.4,11.2,0.3
2010/3/30,5.0,13.7,-0.7
2010/3/31,5.7,10.9,-0.2
