ダウンロードした時刻：2017/07/24 15:37:03

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,0.3,2.5,-1.8
2006/1/2,2.0,7.1,-0.8
2006/1/3,-1.6,1.4,-3.9
2006/1/4,-1.0,1.1,-3.8
2006/1/5,-2.6,0.8,-7.8
2006/1/6,-5.1,-1.6,-7.8
2006/1/7,-5.0,-0.9,-9.2
2006/1/8,-5.4,-2.1,-9.5
2006/1/9,-3.7,-0.1,-7.4
2006/1/10,-3.7,1.7,-10.0
2006/1/11,-1.1,2.1,-4.5
2006/1/12,-3.3,-0.8,-5.0
2006/1/13,-2.6,0.0,-5.8
2006/1/14,2.0,4.6,-1.0
2006/1/15,2.5,4.6,-0.2
2006/1/16,1.6,6.8,-1.9
2006/1/17,-2.6,-0.8,-4.4
2006/1/18,-3.0,0.2,-4.6
2006/1/19,-5.5,-3.9,-7.1
2006/1/20,-2.9,0.3,-6.3
2006/1/21,-1.6,1.5,-4.9
2006/1/22,-3.8,-0.5,-6.7
2006/1/23,-5.2,-3.1,-9.0
2006/1/24,-1.8,1.4,-4.3
2006/1/25,-0.1,2.5,-1.6
2006/1/26,-2.6,-1.2,-3.7
2006/1/27,-1.1,2.6,-3.5
2006/1/28,-0.6,3.2,-4.4
2006/1/29,0.7,4.5,-1.9
2006/1/30,2.3,7.9,-1.9
2006/1/31,-0.7,2.3,-4.7
2006/2/1,-2.6,-0.3,-6.0
2006/2/2,-3.5,0.2,-7.3
2006/2/3,-6.4,-3.6,-9.4
2006/2/4,-5.4,-2.5,-9.3
2006/2/5,-5.8,-1.8,-9.7
2006/2/6,-3.3,0.3,-7.0
2006/2/7,-2.1,0.4,-5.2
2006/2/8,-1.2,0.8,-3.5
2006/2/9,-4.2,-1.7,-6.3
2006/2/10,0.3,5.0,-4.8
2006/2/11,-2.1,0.2,-4.6
2006/2/12,-4.9,-2.4,-8.0
2006/2/13,2.2,6.3,-4.0
2006/2/14,6.8,10.6,5.1
2006/2/15,4.3,8.9,0.0
2006/2/16,0.0,1.6,-2.5
2006/2/17,-2.4,1.7,-5.6
2006/2/18,-0.4,4.1,-5.2
2006/2/19,2.5,7.8,-1.4
2006/2/20,2.3,9.4,-3.2
2006/2/21,2.4,7.5,-2.5
2006/2/22,4.8,12.5,-1.8
2006/2/23,2.7,6.8,-3.3
2006/2/24,0.5,5.6,-5.3
2006/2/25,0.5,3.8,-2.3
2006/2/26,5.9,10.2,-1.1
2006/2/27,-0.2,5.9,-2.6
2006/2/28,-0.5,2.6,-3.2
2006/3/1,-0.2,1.8,-2.3
2006/3/2,1.2,4.5,-1.1
2006/3/3,0.4,5.0,-2.1
2006/3/4,1.3,6.3,-4.4
2006/3/5,5.5,10.4,0.4
2006/3/6,4.7,9.6,-1.7
2006/3/7,0.2,4.6,-3.7
2006/3/8,2.9,5.5,-0.8
2006/3/9,1.2,5.2,-1.9
2006/3/10,4.3,11.5,-3.4
2006/3/11,9.3,16.6,4.3
2006/3/12,0.9,6.7,-2.8
2006/3/13,-3.0,-1.1,-4.3
2006/3/14,-1.8,2.8,-4.9
2006/3/15,3.5,7.3,-3.4
2006/3/16,7.8,11.1,4.2
2006/3/17,6.4,12.5,3.7
2006/3/18,7.2,11.5,2.9
2006/3/19,3.9,8.8,-1.7
2006/3/20,1.2,3.8,-1.6
2006/3/21,3.1,6.0,1.3
2006/3/22,5.8,11.3,1.2
2006/3/23,2.2,4.0,1.0
2006/3/24,3.4,7.0,1.4
2006/3/25,3.8,10.0,-0.6
2006/3/26,6.1,14.0,1.3
2006/3/27,4.5,10.0,-0.3
2006/3/28,7.0,14.1,-2.6
2006/3/29,3.3,7.8,-0.8
2006/3/30,1.7,4.7,-1.0
2006/3/31,3.4,7.1,0.5
2006/4/1,4.9,9.7,1.5
2006/4/2,5.1,10.3,0.8
2006/4/3,2.3,4.2,0.9
2006/4/4,4.0,7.3,1.0
2006/4/5,3.2,4.4,1.9
2006/4/6,2.4,6.4,-0.6
2006/4/7,4.1,10.1,-0.8
2006/4/8,2.3,4.3,-0.3
2006/4/9,3.6,8.2,1.2
2006/4/10,4.2,7.7,0.0
2006/4/11,8.3,15.5,2.3
2006/4/12,12.6,20.9,7.2
2006/4/13,7.0,9.6,5.1
2006/4/14,6.2,9.4,2.8
2006/4/15,5.1,10.8,-0.1
2006/4/16,3.5,4.4,2.2
2006/4/17,5.9,8.9,2.8
2006/4/18,6.7,10.2,3.1
2006/4/19,6.5,12.3,4.4
2006/4/20,6.0,14.0,2.2
2006/4/21,6.4,12.4,0.4
2006/4/22,8.1,15.2,4.2
2006/4/23,5.9,9.3,1.7
2006/4/24,7.2,14.1,4.9
2006/4/25,8.0,11.9,4.4
2006/4/26,11.4,17.4,7.0
2006/4/27,9.6,13.5,6.2
2006/4/28,11.5,16.9,4.2
2006/4/29,12.8,19.7,8.0
2006/4/30,9.9,12.8,8.1
2006/5/1,14.2,19.8,7.0
