ダウンロードした時刻：2019/10/10 15:33:23

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,2.3,4.4,-0.3
2005/12/2,0.8,3.7,-2.7
2005/12/3,-1.6,0.4,-3.5
2005/12/4,1.7,3.5,0.2
2005/12/5,3.7,7.3,1.0
2005/12/6,1.7,4.9,-1.2
2005/12/7,1.5,5.8,-2.3
2005/12/8,2.0,4.3,-0.5
2005/12/9,2.6,6.6,-1.5
2005/12/10,-3.5,-1.0,-5.6
2005/12/11,-1.1,0.6,-4.3
2005/12/12,-1.5,0.4,-4.3
2005/12/13,-5.2,-3.1,-6.5
2005/12/14,-2.8,-0.4,-5.1
2005/12/15,-2.0,0.3,-5.2
2005/12/16,-0.7,1.9,-4.1
2005/12/17,-3.3,-1.8,-4.5
2005/12/18,-5.1,-1.9,-7.6
2005/12/19,-1.7,1.6,-7.2
2005/12/20,0.4,3.3,-1.7
2005/12/21,-0.4,0.4,-1.9
2005/12/22,0.0,3.9,-2.2
2005/12/23,-0.8,1.8,-3.9
2005/12/24,-0.8,1.1,-2.4
2005/12/25,0.2,2.5,-1.5
2005/12/26,-1.8,0.0,-3.4
2005/12/27,-2.9,-0.8,-5.1
2005/12/28,-4.1,-1.3,-6.6
2005/12/29,-3.0,0.0,-6.7
2005/12/30,-2.5,-1.2,-4.6
2005/12/31,-3.2,-1.1,-6.6
2006/1/1,-0.5,1.3,-2.0
2006/1/2,2.2,4.5,0.4
2006/1/3,-0.3,1.4,-2.0
2006/1/4,-1.4,1.0,-5.0
2006/1/5,-4.2,-2.6,-6.0
2006/1/6,-4.1,-1.9,-5.6
2006/1/7,-4.2,-1.9,-5.6
2006/1/8,-4.9,-3.4,-6.0
2006/1/9,-4.0,-2.1,-6.6
2006/1/10,-3.5,-1.6,-6.5
2006/1/11,-2.7,-0.3,-4.7
2006/1/12,-4.8,-3.0,-6.6
2006/1/13,-4.1,-0.3,-7.2
2006/1/14,0.5,2.2,-1.3
2006/1/15,0.5,2.8,-1.3
2006/1/16,-0.7,2.2,-4.5
2006/1/17,-4.8,-3.1,-6.0
2006/1/18,-5.2,-3.0,-6.9
2006/1/19,-6.0,-4.0,-8.2
2006/1/20,-4.0,-2.5,-5.2
2006/1/21,-4.9,-2.8,-6.8
2006/1/22,-7.0,-5.2,-7.9
2006/1/23,-6.4,-4.0,-10.2
2006/1/24,-3.0,-0.5,-4.9
2006/1/25,-2.0,-0.7,-3.6
2006/1/26,-3.2,-1.5,-4.4
2006/1/27,-2.0,0.1,-3.0
2006/1/28,-0.3,2.4,-2.0
2006/1/29,0.2,1.7,-1.6
2006/1/30,-0.1,2.2,-3.0
2006/1/31,-3.2,-1.8,-4.6
2006/2/1,-4.0,-2.2,-5.2
2006/2/2,-5.4,-2.4,-7.7
2006/2/3,-7.5,-5.4,-8.9
2006/2/4,-4.2,-1.7,-6.0
2006/2/5,-5.4,-2.9,-6.8
2006/2/6,-3.9,-1.6,-6.0
2006/2/7,-3.6,-2.3,-5.8
2006/2/8,-2.7,-0.7,-4.5
2006/2/9,-5.6,-3.6,-8.0
2006/2/10,-1.1,2.5,-4.0
2006/2/11,-5.2,-2.4,-7.7
2006/2/12,-6.7,-4.1,-7.9
2006/2/13,0.8,3.2,-4.5
2006/2/14,2.0,4.5,0.7
2006/2/15,1.1,3.3,-1.7
2006/2/16,-0.8,0.9,-3.7
2006/2/17,-5.8,-0.1,-8.4
2006/2/18,-2.3,1.2,-6.0
2006/2/19,1.9,3.8,-0.5
2006/2/20,1.9,5.0,-1.3
2006/2/21,1.9,4.4,0.0
2006/2/22,1.9,2.8,0.4
2006/2/23,-0.5,2.4,-3.7
2006/2/24,-1.4,1.4,-4.8
2006/2/25,-0.9,1.3,-4.1
2006/2/26,3.1,5.1,0.7
2006/2/27,-3.3,2.6,-5.7
2006/2/28,-2.5,-1.0,-3.9
2006/3/1,-1.4,0.3,-2.9
2006/3/2,0.5,3.0,-0.7
2006/3/3,-0.6,1.8,-2.8
2006/3/4,1.1,3.3,-1.2
2006/3/5,3.2,6.1,-0.3
2006/3/6,0.7,5.8,-4.2
2006/3/7,-0.9,1.8,-4.2
2006/3/8,0.6,2.2,-1.3
2006/3/9,-0.6,1.7,-3.5
2006/3/10,1.4,4.3,-3.0
2006/3/11,3.7,6.4,2.0
2006/3/12,-1.4,2.0,-4.9
2006/3/13,-4.9,-3.7,-5.8
2006/3/14,-2.5,0.0,-4.5
2006/3/15,2.4,6.0,-2.7
2006/3/16,4.0,7.5,2.1
2006/3/17,5.1,9.3,1.6
2006/3/18,3.6,6.9,0.8
2006/3/19,1.5,4.7,-1.8
2006/3/20,-0.9,1.6,-3.1
2006/3/21,1.3,4.0,-0.6
2006/3/22,3.2,5.7,1.1
2006/3/23,2.9,4.8,0.7
2006/3/24,2.3,4.3,1.0
2006/3/25,3.1,6.8,0.7
2006/3/26,3.8,8.0,1.9
2006/3/27,2.2,4.7,-0.9
2006/3/28,3.7,6.5,-1.2
2006/3/29,3.0,5.9,0.2
2006/3/30,2.1,5.9,0.1
2006/3/31,2.7,6.1,1.1
