ダウンロードした時刻：2019/10/10 15:40:20

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,6.9,11.0,2.5
2015/12/2,6.4,10.2,0.3
2015/12/3,10.0,13.7,6.7
2015/12/4,5.0,8.0,3.9
2015/12/5,6.2,10.0,3.2
2015/12/6,6.1,8.1,3.8
2015/12/7,5.6,10.3,2.9
2015/12/8,5.0,9.3,1.7
2015/12/9,5.2,10.5,0.2
2015/12/10,5.8,9.0,1.7
2015/12/11,8.4,11.4,5.2
2015/12/12,7.9,11.9,3.9
2015/12/13,6.0,9.6,2.3
2015/12/14,7.5,9.9,4.4
2015/12/15,10.0,13.3,6.9
2015/12/16,10.5,14.0,8.0
2015/12/17,5.7,8.9,2.7
2015/12/18,4.8,8.8,1.2
2015/12/19,4.4,6.5,2.9
2015/12/20,6.4,9.9,3.7
2015/12/21,5.7,9.5,2.6
2015/12/22,7.4,10.3,4.5
2015/12/23,5.3,9.1,1.2
2015/12/24,8.2,12.4,5.4
2015/12/25,6.3,10.8,1.2
2015/12/26,4.0,8.4,-0.5
2015/12/27,1.1,5.3,-0.7
2015/12/28,2.0,6.4,-1.0
2015/12/29,2.2,5.3,-0.3
2015/12/30,3.5,6.7,-0.7
2015/12/31,2.1,6.0,-1.1
2016/1/1,2.4,6.1,-1.5
2016/1/2,6.2,10.4,-0.1
2016/1/3,8.6,12.5,5.9
2016/1/4,7.5,12.7,4.4
2016/1/5,4.6,8.0,2.1
2016/1/6,3.8,8.7,0.0
2016/1/7,3.7,6.3,1.4
2016/1/8,3.7,7.7,0.7
2016/1/9,2.7,6.8,-0.1
2016/1/10,3.6,8.7,-0.5
2016/1/11,0.9,4.1,-1.0
2016/1/12,0.5,3.9,-2.7
2016/1/13,2.5,7.6,-2.5
2016/1/14,2.0,5.1,-0.7
2016/1/15,0.6,4.9,-1.8
2016/1/16,-0.2,3.9,-2.7
2016/1/17,1.3,5.3,-3.4
2016/1/18,1.4,4.1,-1.2
2016/1/19,2.3,5.3,-0.2
2016/1/20,2.0,5.5,-2.3
2016/1/21,1.9,5.1,-1.6
2016/1/22,1.2,5.2,-1.6
2016/1/23,1.0,3.9,-1.8
2016/1/24,-0.7,2.3,-2.6
2016/1/25,-0.9,2.1,-3.6
2016/1/26,2.4,7.1,-2.7
2016/1/27,4.4,9.1,-0.3
2016/1/28,4.0,8.8,-0.1
2016/1/29,0.5,2.4,-1.4
2016/1/30,-0.4,1.6,-2.1
2016/1/31,1.5,5.9,-1.6
2016/2/1,0.6,4.4,-2.0
2016/2/2,0.8,4.8,-2.6
2016/2/3,1.1,4.7,-2.0
2016/2/4,2.4,6.7,-2.5
2016/2/5,3.7,7.6,0.9
2016/2/6,1.8,4.3,-0.2
2016/2/7,0.2,3.4,-2.3
2016/2/8,1.6,5.9,-3.9
2016/2/9,4.0,9.4,-0.5
2016/2/10,1.8,4.2,-0.1
2016/2/11,2.6,6.7,-1.0
2016/2/12,3.7,8.6,-2.5
2016/2/13,8.0,15.7,3.8
2016/2/14,11.8,20.9,7.0
2016/2/15,3.1,9.6,-1.4
2016/2/16,1.8,6.7,-2.9
2016/2/17,1.6,5.7,-1.4
2016/2/18,4.1,10.8,-2.1
2016/2/19,7.0,12.3,0.0
2016/2/20,6.5,8.7,4.5
2016/2/21,6.9,11.4,2.1
2016/2/22,3.1,6.5,1.1
2016/2/23,5.0,10.0,0.1
2016/2/24,1.0,4.8,-1.6
2016/2/25,0.5,5.5,-3.0
2016/2/26,2.3,6.6,-1.2
2016/2/27,3.4,7.0,-0.7
2016/2/28,4.1,8.0,0.2
2016/2/29,6.5,12.7,1.8
2016/3/1,0.7,3.1,-1.6
2016/3/2,2.2,6.9,-1.9
2016/3/3,5.6,11.1,0.6
2016/3/4,4.7,9.5,1.0
2016/3/5,5.2,9.6,0.2
2016/3/6,8.4,13.2,5.9
2016/3/7,11.0,15.6,8.2
2016/3/8,10.9,16.6,7.1
2016/3/9,5.1,7.5,3.5
2016/3/10,3.7,6.9,1.3
2016/3/11,2.9,7.6,-0.2
2016/3/12,3.0,7.7,-1.5
2016/3/13,4.5,7.8,0.5
2016/3/14,5.4,7.6,3.9
2016/3/15,5.8,9.1,3.0
2016/3/16,8.4,12.8,2.1
2016/3/17,10.3,17.6,4.3
2016/3/18,11.4,16.9,5.0
2016/3/19,12.8,18.0,9.7
2016/3/20,8.6,12.3,4.7
2016/3/21,6.4,11.1,3.3
2016/3/22,8.7,14.8,2.6
2016/3/23,7.3,11.4,4.2
2016/3/24,5.5,10.1,2.3
2016/3/25,4.9,9.5,0.5
2016/3/26,6.1,11.9,0.2
2016/3/27,6.8,12.3,0.3
2016/3/28,9.6,16.3,4.6
2016/3/29,8.7,14.2,2.9
2016/3/30,10.9,16.6,6.5
2016/3/31,11.4,17.7,5.6
