ダウンロードした時刻：2019/10/10 16:10:28

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,11.1,16.5,6.2
2009/12/2,11.1,16.3,6.4
2009/12/3,9.7,12.2,7.3
2009/12/4,9.9,14.6,6.3
2009/12/5,10.4,17.4,4.8
2009/12/6,8.7,10.9,5.3
2009/12/7,7.8,12.7,2.5
2009/12/8,8.6,13.1,4.8
2009/12/9,8.9,12.8,4.8
2009/12/10,9.2,12.2,6.2
2009/12/11,12.9,14.3,10.3
2009/12/12,13.8,16.3,10.3
2009/12/13,9.7,13.3,6.3
2009/12/14,8.9,15.2,4.3
2009/12/15,7.9,11.6,4.3
2009/12/16,6.5,10.5,2.4
2009/12/17,3.5,7.9,0.7
2009/12/18,2.5,6.0,0.1
2009/12/19,2.6,6.6,-0.5
2009/12/20,3.8,8.3,0.2
2009/12/21,4.2,8.8,0.6
2009/12/22,5.1,10.8,-0.6
2009/12/23,5.7,8.9,2.9
2009/12/24,7.2,12.6,3.2
2009/12/25,7.5,12.0,2.2
2009/12/26,8.4,12.8,5.1
2009/12/27,6.8,10.6,2.9
2009/12/28,5.9,9.4,3.0
2009/12/29,4.8,9.2,0.7
2009/12/30,5.8,10.4,1.7
2009/12/31,2.3,6.3,-0.7
2010/1/1,1.6,5.6,-1.5
2010/1/2,5.3,9.1,0.5
2010/1/3,6.1,9.0,1.5
2010/1/4,4.1,8.3,-1.0
2010/1/5,5.1,8.7,0.8
2010/1/6,2.6,7.3,0.1
2010/1/7,3.5,9.0,0.0
2010/1/8,4.3,8.8,-0.1
2010/1/9,5.1,9.7,-0.1
2010/1/10,7.2,10.6,4.9
2010/1/11,6.2,9.1,2.8
2010/1/12,6.2,9.5,1.9
2010/1/13,0.7,4.1,-1.3
2010/1/14,0.9,4.9,-2.0
2010/1/15,2.9,8.6,-1.8
2010/1/16,4.2,9.2,0.1
2010/1/17,3.9,9.9,-1.5
2010/1/18,4.9,10.5,-0.9
2010/1/19,6.1,12.1,0.6
2010/1/20,8.3,13.7,3.2
2010/1/21,9.4,14.7,5.7
2010/1/22,6.6,11.9,3.1
2010/1/23,4.4,9.1,1.0
2010/1/24,4.3,8.9,-0.9
2010/1/25,4.4,9.0,0.3
2010/1/26,5.3,10.9,0.3
2010/1/27,5.0,10.4,-0.9
2010/1/28,8.9,14.0,5.2
2010/1/29,7.3,12.0,2.8
2010/1/30,7.3,11.5,2.1
2010/1/31,6.7,7.9,3.8
2010/2/1,3.8,5.2,3.0
2010/2/2,6.1,10.9,2.0
2010/2/3,3.9,8.7,0.5
2010/2/4,2.3,7.0,-1.5
2010/2/5,3.2,8.3,-0.8
2010/2/6,2.6,6.4,-1.0
2010/2/7,4.1,9.3,-1.1
2010/2/8,6.9,11.5,3.0
2010/2/9,11.0,16.2,6.9
2010/2/10,11.7,15.1,9.0
2010/2/11,6.8,9.2,4.7
2010/2/12,5.7,8.8,3.4
2010/2/13,5.8,9.7,2.0
2010/2/14,6.3,9.6,2.4
2010/2/15,6.8,9.8,4.5
2010/2/16,5.6,9.4,1.8
2010/2/17,3.2,6.6,0.0
2010/2/18,4.1,9.9,-0.3
2010/2/19,4.3,9.9,1.2
2010/2/20,5.1,11.8,-0.8
2010/2/21,5.6,10.6,-0.2
2010/2/22,7.9,15.1,1.4
2010/2/23,11.5,17.7,6.7
2010/2/24,12.3,19.0,6.5
2010/2/25,15.9,22.1,9.6
2010/2/26,15.1,17.3,11.9
2010/2/27,12.0,15.4,9.1
2010/2/28,10.4,14.0,7.0
2010/3/1,9.0,12.0,5.0
2010/3/2,11.1,14.7,8.0
2010/3/3,9.7,13.2,6.7
2010/3/4,10.0,14.7,6.6
2010/3/5,15.0,18.7,12.0
2010/3/6,11.4,13.6,8.5
2010/3/7,8.3,10.0,6.9
2010/3/8,7.4,9.5,6.0
2010/3/9,3.1,6.3,0.9
2010/3/10,4.8,9.3,3.3
2010/3/11,6.3,11.2,1.0
2010/3/12,7.9,12.9,2.1
2010/3/13,11.1,16.4,7.2
2010/3/14,10.1,14.5,4.5
2010/3/15,13.8,16.5,9.7
2010/3/16,12.0,16.0,6.0
2010/3/17,8.4,13.3,3.6
2010/3/18,7.5,10.3,4.1
2010/3/19,8.9,13.8,3.0
2010/3/20,14.5,22.3,5.3
2010/3/21,12.1,17.8,5.6
2010/3/22,8.6,14.0,2.3
2010/3/23,8.4,10.1,6.9
2010/3/24,8.1,8.9,7.5
2010/3/25,6.8,8.2,4.5
2010/3/26,6.1,11.0,1.8
2010/3/27,6.8,12.4,-0.5
2010/3/28,9.3,14.4,5.8
2010/3/29,6.2,10.7,2.8
2010/3/30,6.2,11.2,0.3
2010/3/31,10.2,15.6,5.2
