ダウンロードした時刻：2019/10/10 16:15:51

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,13.5,18.3,9.7
2018/12/2,13.6,18.5,8.8
2018/12/3,15.8,17.7,13.8
2018/12/4,18.9,25.2,14.0
2018/12/5,15.8,19.6,12.7
2018/12/6,12.9,13.8,11.9
2018/12/7,10.6,13.8,6.8
2018/12/8,6.0,7.8,4.9
2018/12/9,5.1,8.0,2.5
2018/12/10,5.8,11.2,2.4
2018/12/11,6.8,9.0,2.9
2018/12/12,8.9,12.6,6.1
2018/12/13,7.8,11.4,4.2
2018/12/14,8.2,11.1,5.7
2018/12/15,6.7,12.4,3.0
2018/12/16,7.8,11.8,2.9
2018/12/17,9.7,12.8,7.6
2018/12/18,8.2,10.9,4.2
2018/12/19,8.9,13.6,3.9
2018/12/20,11.1,13.2,8.9
2018/12/21,11.6,14.3,7.1
2018/12/22,12.8,15.9,10.9
2018/12/23,12.4,14.9,9.7
2018/12/24,9.3,13.2,5.7
2018/12/25,8.1,14.4,3.9
2018/12/26,9.0,10.9,7.4
2018/12/27,9.0,13.4,5.4
2018/12/28,4.2,5.5,2.9
2018/12/29,4.5,8.1,2.2
2018/12/30,4.1,8.0,0.7
2018/12/31,4.9,9.1,1.5
2019/1/1,5.7,10.3,0.6
2019/1/2,6.1,9.0,3.6
2019/1/3,5.3,10.7,1.0
2019/1/4,6.8,12.1,1.7
2019/1/5,8.8,11.9,5.8
2019/1/6,6.9,10.0,3.4
2019/1/7,6.9,11.8,2.3
2019/1/8,8.2,12.5,4.4
2019/1/9,6.2,8.6,2.3
2019/1/10,6.7,10.0,1.6
2019/1/11,8.2,12.7,5.3
2019/1/12,6.8,8.2,4.7
2019/1/13,7.0,13.2,2.6
2019/1/14,7.1,12.9,2.8
2019/1/15,8.8,13.7,4.5
2019/1/16,7.9,10.3,5.3
2019/1/17,7.1,9.7,3.2
2019/1/18,7.0,11.6,3.3
2019/1/19,7.8,12.8,2.6
2019/1/20,10.9,13.6,8.1
2019/1/21,6.9,10.0,2.6
2019/1/22,7.9,11.8,4.1
2019/1/23,9.1,12.5,4.0
2019/1/24,7.9,12.0,3.5
2019/1/25,7.4,12.0,2.2
2019/1/26,4.5,8.3,2.8
2019/1/27,4.8,9.8,0.9
2019/1/28,6.8,10.3,1.6
2019/1/29,6.6,10.9,2.5
2019/1/30,7.0,13.6,1.0
2019/1/31,7.5,9.5,4.0
2019/2/1,5.2,8.1,2.6
2019/2/2,5.4,10.3,1.4
2019/2/3,8.2,12.1,3.4
2019/2/4,11.7,15.2,6.6
2019/2/5,8.4,13.7,3.1
2019/2/6,9.5,13.2,7.5
2019/2/7,11.0,16.6,6.9
2019/2/8,7.4,9.9,4.2
2019/2/9,6.1,9.8,3.4
2019/2/10,6.0,10.3,1.7
2019/2/11,5.9,8.3,3.2
2019/2/12,6.0,11.1,1.1
2019/2/13,7.3,11.8,4.6
2019/2/14,6.2,8.3,3.7
2019/2/15,6.2,8.0,4.2
2019/2/16,7.8,10.6,4.2
2019/2/17,6.5,11.3,3.5
2019/2/18,7.6,12.6,2.0
2019/2/19,10.1,13.5,7.7
2019/2/20,11.7,14.5,8.5
2019/2/21,9.0,14.0,5.2
2019/2/22,9.0,12.6,5.8
2019/2/23,10.1,15.1,6.5
2019/2/24,8.1,13.6,3.7
2019/2/25,9.9,16.2,4.6
2019/2/26,10.2,15.9,6.3
2019/2/27,8.6,11.8,5.6
2019/2/28,9.2,12.2,6.9
2019/3/1,9.5,15.1,4.5
2019/3/2,9.5,14.5,4.4
2019/3/3,9.0,10.1,8.3
2019/3/4,9.9,15.2,6.1
2019/3/5,10.0,15.4,4.0
2019/3/6,10.3,13.1,9.1
2019/3/7,9.2,12.1,4.7
2019/3/8,7.3,13.5,1.6
2019/3/9,9.9,15.9,3.0
2019/3/10,11.5,15.0,10.0
2019/3/11,12.1,16.1,8.3
2019/3/12,11.1,14.9,7.9
2019/3/13,8.8,11.8,6.1
2019/3/14,7.8,12.5,4.0
2019/3/15,8.7,14.1,3.2
2019/3/16,8.8,13.4,6.0
2019/3/17,9.9,16.0,4.8
2019/3/18,9.8,15.1,2.8
2019/3/19,10.3,14.0,7.7
2019/3/20,12.5,17.7,5.7
2019/3/21,18.3,25.3,12.6
2019/3/22,13.3,17.5,8.6
2019/3/23,8.7,12.5,5.6
2019/3/24,9.3,13.6,5.4
2019/3/25,9.0,12.6,4.5
2019/3/26,11.5,16.4,6.8
2019/3/27,14.7,21.2,7.0
2019/3/28,16.0,19.2,13.7
2019/3/29,14.6,19.1,10.8
2019/3/30,14.9,18.7,12.4
2019/3/31,10.7,13.2,9.1
