ダウンロードした時刻：2019/10/10 16:06:59

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,12.8,17.4,6.3
1993/12/2,11.3,15.9,4.1
1993/12/3,11.7,16.1,8.4
1993/12/4,6.9,8.8,5.6
1993/12/5,7.9,9.6,6.3
1993/12/6,7.0,8.7,4.2
1993/12/7,7.1,11.7,4.1
1993/12/8,7.9,11.9,2.5
1993/12/9,8.3,13.8,4.5
1993/12/10,11.6,14.6,6.6
1993/12/11,8.8,11.5,6.6
1993/12/12,9.3,14.1,3.5
1993/12/13,11.2,13.7,9.0
1993/12/14,8.1,9.8,6.0
1993/12/15,5.1,7.5,2.4
1993/12/16,6.1,10.3,1.1
1993/12/17,5.5,8.4,2.6
1993/12/18,6.4,8.1,4.8
1993/12/19,8.7,12.1,5.7
1993/12/20,8.5,13.9,4.6
1993/12/21,6.7,11.9,3.0
1993/12/22,4.6,7.7,2.1
1993/12/23,6.4,8.6,4.7
1993/12/24,8.6,11.0,6.8
1993/12/25,10.5,12.6,7.8
1993/12/26,12.0,16.9,6.2
1993/12/27,9.5,10.7,6.8
1993/12/28,7.3,9.2,5.1
1993/12/29,6.2,11.3,2.7
1993/12/30,10.1,15.8,1.4
1993/12/31,8.8,16.1,5.7
1994/1/1,7.2,10.6,4.5
1994/1/2,9.3,11.7,7.3
1994/1/3,10.5,11.9,9.1
1994/1/4,9.6,11.6,3.7
1994/1/5,6.3,11.5,2.0
1994/1/6,10.7,12.3,6.1
1994/1/7,6.3,11.4,3.9
1994/1/8,6.7,9.3,3.3
1994/1/9,8.3,12.8,4.8
1994/1/10,7.7,13.8,2.7
1994/1/11,7.4,12.7,2.8
1994/1/12,7.4,11.4,4.6
1994/1/13,6.2,8.5,4.0
1994/1/14,4.2,6.9,2.0
1994/1/15,4.9,10.2,1.8
1994/1/16,7.9,13.9,1.4
1994/1/17,12.1,15.4,7.6
1994/1/18,6.5,7.9,2.9
1994/1/19,2.5,4.8,0.8
1994/1/20,3.6,4.9,2.1
1994/1/21,3.2,4.3,0.8
1994/1/22,3.8,5.9,1.7
1994/1/23,2.4,5.8,-0.1
1994/1/24,3.9,6.5,1.2
1994/1/25,5.6,9.1,3.0
1994/1/26,8.0,12.4,2.7
1994/1/27,6.1,8.7,3.4
1994/1/28,4.7,9.8,0.7
1994/1/29,1.7,5.8,0.0
1994/1/30,1.9,4.5,0.0
1994/1/31,4.3,9.9,-0.7
1994/2/1,6.9,8.7,4.4
1994/2/2,5.0,7.4,2.7
1994/2/3,3.7,5.8,-1.2
1994/2/4,5.6,9.5,-1.0
1994/2/5,7.5,10.4,4.6
1994/2/6,7.5,12.4,3.2
1994/2/7,8.3,11.0,3.2
1994/2/8,7.0,12.2,2.1
1994/2/9,5.1,9.4,2.2
1994/2/10,2.9,3.9,0.7
1994/2/11,2.8,7.7,-0.5
1994/2/12,1.8,4.3,0.2
1994/2/13,5.2,8.0,1.6
1994/2/14,4.5,10.4,-0.2
1994/2/15,5.0,9.8,1.2
1994/2/16,3.8,7.1,1.1
1994/2/17,4.7,9.7,1.2
1994/2/18,4.7,11.6,-1.0
1994/2/19,6.9,13.5,1.1
1994/2/20,10.3,16.0,4.8
1994/2/21,8.2,11.1,4.8
1994/2/22,7.6,9.6,5.5
1994/2/23,6.2,9.2,3.7
1994/2/24,4.0,5.1,3.1
1994/2/25,4.4,6.8,2.7
1994/2/26,5.2,6.0,3.2
1994/2/27,6.0,9.2,4.1
1994/2/28,6.8,11.0,0.4
1994/3/1,6.2,8.8,2.6
1994/3/2,4.7,8.3,0.6
1994/3/3,5.2,10.2,-0.9
1994/3/4,7.0,11.0,2.1
1994/3/5,7.5,11.8,2.7
1994/3/6,7.3,14.9,0.7
1994/3/7,8.4,12.4,4.7
1994/3/8,12.2,14.3,10.4
1994/3/9,8.6,11.2,5.9
1994/3/10,5.2,7.2,1.5
1994/3/11,6.6,9.5,1.0
1994/3/12,6.3,7.6,5.3
1994/3/13,6.9,9.6,4.4
1994/3/14,5.2,8.1,2.7
1994/3/15,4.4,7.5,0.6
1994/3/16,6.1,10.2,-0.6
1994/3/17,8.2,11.6,3.6
1994/3/18,6.6,13.5,0.0
1994/3/19,8.6,13.8,4.3
1994/3/20,8.1,12.2,5.2
1994/3/21,6.5,10.8,3.3
1994/3/22,7.2,12.0,2.7
1994/3/23,8.9,12.8,5.8
1994/3/24,5.8,12.0,0.6
1994/3/25,5.0,6.8,2.3
1994/3/26,4.9,7.0,2.5
1994/3/27,7.4,10.3,2.9
1994/3/28,10.9,13.0,7.9
1994/3/29,10.3,13.1,4.3
1994/3/30,7.1,12.7,0.9
1994/3/31,11.0,16.2,5.4
