ダウンロードした時刻：2019/10/10 16:17:37

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,13.8,21.9,8.4
1998/12/2,13.9,19.1,11.0
1998/12/3,10.9,12.7,9.1
1998/12/4,12.2,17.5,6.3
1998/12/5,13.0,18.0,8.0
1998/12/6,11.4,18.1,6.0
1998/12/7,13.0,16.4,9.9
1998/12/8,10.3,12.6,5.8
1998/12/9,7.0,13.2,3.0
1998/12/10,7.6,13.9,2.4
1998/12/11,7.7,13.2,4.0
1998/12/12,7.1,14.3,1.4
1998/12/13,8.4,16.9,2.6
1998/12/14,9.0,15.0,2.4
1998/12/15,11.8,16.1,9.1
1998/12/16,10.5,16.5,6.5
1998/12/17,10.4,18.2,3.9
1998/12/18,10.8,17.8,5.1
1998/12/19,12.2,19.4,6.9
1998/12/20,11.6,18.2,5.8
1998/12/21,10.4,17.0,6.1
1998/12/22,10.4,18.8,4.4
1998/12/23,10.8,18.3,4.2
1998/12/24,10.2,13.4,5.6
1998/12/25,8.4,15.1,2.5
1998/12/26,10.1,16.6,5.4
1998/12/27,9.8,17.5,5.8
1998/12/28,9.9,17.4,3.7
1998/12/29,11.0,17.7,5.8
1998/12/30,9.8,16.1,4.6
1998/12/31,7.8,12.6,4.7
1999/1/1,6.7,12.1,3.1
1999/1/2,7.1,13.3,1.4
1999/1/3,7.8,13.9,2.4
1999/1/4,7.6,14.1,2.3
1999/1/5,8.5,15.4,1.8
1999/1/6,10.6,17.2,5.1
1999/1/7,8.4,13.9,2.8
1999/1/8,3.1,6.7,-0.4
1999/1/9,2.7,8.2,-1.2
1999/1/10,2.9,9.9,-2.7
1999/1/11,4.2,11.3,-1.4
1999/1/12,3.6,9.4,-1.1
1999/1/13,4.2,11.6,-2.0
1999/1/14,6.1,12.9,-0.8
1999/1/15,6.0,11.3,1.4
1999/1/16,4.9,12.3,-1.2
1999/1/17,6.8,12.4,2.0
1999/1/18,9.1,15.1,5.3
1999/1/19,9.0,10.9,7.1
1999/1/20,9.6,17.1,3.8
1999/1/21,6.1,11.2,1.3
1999/1/22,5.2,13.1,-1.3
1999/1/23,8.0,15.6,0.7
1999/1/24,10.0,15.3,7.0
1999/1/25,10.5,15.8,6.5
1999/1/26,8.4,14.2,3.8
1999/1/27,7.6,14.4,1.0
1999/1/28,9.5,17.8,3.6
1999/1/29,6.0,11.7,2.2
1999/1/30,4.6,10.4,-0.9
1999/1/31,7.2,13.4,1.3
1999/2/1,7.0,9.7,3.7
1999/2/2,6.3,13.5,1.3
1999/2/3,1.3,5.2,-1.1
1999/2/4,1.1,7.3,-4.2
1999/2/5,3.5,10.8,-1.6
1999/2/6,4.5,11.3,-1.6
1999/2/7,6.7,14.2,-0.1
1999/2/8,7.8,15.1,1.1
1999/2/9,8.0,15.3,1.9
1999/2/10,9.0,15.6,2.7
1999/2/11,8.5,12.8,4.6
1999/2/12,5.1,10.0,1.8
1999/2/13,3.7,8.5,-0.7
1999/2/14,4.8,11.8,-1.6
1999/2/15,5.6,11.0,0.7
1999/2/16,7.3,14.7,0.3
1999/2/17,10.1,17.5,3.8
1999/2/18,11.2,18.3,6.1
1999/2/19,7.4,11.1,1.9
1999/2/20,4.9,11.1,-0.4
1999/2/21,4.3,10.6,0.1
1999/2/22,4.8,11.1,-1.8
1999/2/23,7.5,14.1,0.5
1999/2/24,8.3,10.8,6.2
1999/2/25,10.3,16.9,4.9
1999/2/26,11.0,15.0,7.1
1999/2/27,11.6,16.1,4.8
1999/2/28,6.8,13.3,0.6
1999/3/1,9.3,16.3,3.0
1999/3/2,11.0,18.0,4.0
1999/3/3,13.1,18.7,9.0
1999/3/4,10.2,14.4,6.5
1999/3/5,13.9,18.6,10.3
1999/3/6,14.2,19.8,8.4
1999/3/7,13.9,18.4,10.8
1999/3/8,12.2,17.2,6.5
1999/3/9,10.0,12.4,8.0
1999/3/10,11.5,16.0,7.8
1999/3/11,10.5,13.7,8.2
1999/3/12,10.2,15.2,4.8
1999/3/13,10.2,12.7,6.1
1999/3/14,13.5,16.7,11.7
1999/3/15,17.8,21.6,13.3
1999/3/16,15.2,21.6,10.1
1999/3/17,14.5,19.8,7.2
1999/3/18,17.4,21.3,13.8
1999/3/19,18.0,23.5,13.6
1999/3/20,9.7,13.8,6.2
1999/3/21,9.4,11.8,7.6
1999/3/22,7.4,10.2,3.7
1999/3/23,8.0,13.1,1.4
1999/3/24,10.5,16.1,4.8
1999/3/25,14.8,18.8,10.1
1999/3/26,16.6,19.0,14.2
1999/3/27,15.1,20.0,9.6
1999/3/28,11.3,16.7,5.7
1999/3/29,10.2,14.0,5.6
1999/3/30,9.1,11.6,8.3
1999/3/31,14.7,21.8,8.5
