ダウンロードした時刻：2019/10/10 15:56:17

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,12.8,17.3,8.7
1997/12/2,10.6,13.4,5.6
1997/12/3,4.9,7.8,2.5
1997/12/4,6.3,10.4,1.5
1997/12/5,10.6,13.2,5.7
1997/12/6,13.6,15.9,10.5
1997/12/7,13.2,16.9,9.4
1997/12/8,17.0,18.7,15.0
1997/12/9,15.6,17.7,13.4
1997/12/10,11.8,15.2,6.3
1997/12/11,8.2,12.0,3.6
1997/12/12,8.3,11.0,4.5
1997/12/13,7.5,9.4,3.8
1997/12/14,7.5,9.7,4.9
1997/12/15,9.2,13.7,5.0
1997/12/16,8.8,11.8,5.4
1997/12/17,9.5,13.4,4.9
1997/12/18,11.4,14.5,9.0
1997/12/19,11.6,15.8,6.6
1997/12/20,12.0,17.4,7.6
1997/12/21,11.2,13.7,7.7
1997/12/22,7.4,8.4,6.2
1997/12/23,7.8,8.8,6.3
1997/12/24,9.2,10.0,8.1
1997/12/25,9.1,10.1,8.2
1997/12/26,9.2,12.9,3.7
1997/12/27,10.6,14.3,7.5
1997/12/28,9.6,13.8,5.7
1997/12/29,8.6,10.4,7.2
1997/12/30,8.9,10.9,5.1
1997/12/31,7.6,10.4,4.6
1998/1/1,8.2,13.7,3.6
1998/1/2,10.3,12.0,7.7
1998/1/3,8.5,12.8,5.8
1998/1/4,8.4,11.3,5.6
1998/1/5,7.6,9.1,6.3
1998/1/6,7.7,12.3,3.7
1998/1/7,6.4,9.7,3.1
1998/1/8,5.8,7.8,3.0
1998/1/9,5.8,7.6,2.7
1998/1/10,5.1,9.1,0.3
1998/1/11,6.8,9.0,1.7
1998/1/12,6.7,7.8,5.7
1998/1/13,6.7,9.1,3.6
1998/1/14,6.7,12.1,1.9
1998/1/15,6.6,8.1,4.4
1998/1/16,6.8,7.8,5.9
1998/1/17,8.0,13.0,1.8
1998/1/18,13.0,14.8,9.2
1998/1/19,7.1,10.0,4.4
1998/1/20,5.1,9.2,0.9
1998/1/21,6.7,12.9,1.6
1998/1/22,5.8,9.9,1.0
1998/1/23,6.6,8.3,4.6
1998/1/24,4.6,9.8,-0.8
1998/1/25,2.1,6.0,-1.8
1998/1/26,5.6,10.7,-0.5
1998/1/27,5.6,7.5,3.7
1998/1/28,6.9,9.5,3.1
1998/1/29,3.9,7.3,1.0
1998/1/30,6.2,9.0,1.9
1998/1/31,6.7,13.4,1.2
1998/2/1,4.6,6.6,1.4
1998/2/2,6.6,8.4,3.7
1998/2/3,8.4,13.5,3.3
1998/2/4,6.7,9.8,3.7
1998/2/5,4.3,7.0,0.7
1998/2/6,5.5,10.2,0.1
1998/2/7,7.1,9.3,2.9
1998/2/8,7.8,12.5,4.4
1998/2/9,5.8,10.5,2.7
1998/2/10,5.1,8.1,2.2
1998/2/11,4.5,7.6,-0.1
1998/2/12,9.5,15.1,4.4
1998/2/13,10.4,15.0,5.3
1998/2/14,10.1,18.8,6.6
1998/2/15,4.3,7.8,2.7
1998/2/16,5.9,7.8,4.2
1998/2/17,5.4,7.9,1.4
1998/2/18,4.1,6.1,0.9
1998/2/19,8.0,13.6,0.9
1998/2/20,10.8,13.6,8.6
1998/2/21,5.2,11.4,3.2
1998/2/22,4.1,5.8,2.9
1998/2/23,6.2,9.3,1.4
1998/2/24,8.0,9.6,4.2
1998/2/25,8.7,9.6,7.5
1998/2/26,8.0,9.8,7.2
1998/2/27,8.7,11.2,7.0
1998/2/28,9.8,12.3,8.0
1998/3/1,6.1,8.2,4.5
1998/3/2,7.1,9.4,5.4
1998/3/3,8.8,11.5,5.3
1998/3/4,9.7,12.7,5.4
1998/3/5,6.7,8.2,5.5
1998/3/6,6.5,8.8,3.9
1998/3/7,7.9,13.1,3.0
1998/3/8,6.2,10.4,1.6
1998/3/9,8.2,11.0,4.0
1998/3/10,5.5,7.0,4.6
1998/3/11,7.7,12.4,4.4
1998/3/12,11.1,13.0,9.1
1998/3/13,9.8,11.9,8.7
1998/3/14,11.5,15.2,6.8
1998/3/15,7.6,14.0,1.0
1998/3/16,5.7,9.2,0.8
1998/3/17,6.0,9.2,2.8
1998/3/18,5.5,8.5,0.7
1998/3/19,10.7,15.1,3.5
1998/3/20,14.4,16.9,8.3
1998/3/21,9.0,10.5,7.7
1998/3/22,6.8,9.2,5.9
1998/3/23,8.4,11.3,3.2
1998/3/24,10.8,12.9,8.6
1998/3/25,11.3,13.6,9.7
1998/3/26,11.9,14.5,6.5
1998/3/27,14.1,16.2,12.0
1998/3/28,13.1,15.0,11.8
1998/3/29,15.2,19.4,11.0
1998/3/30,16.5,20.5,12.6
1998/3/31,11.4,15.7,9.3
