ダウンロードした時刻：2019/10/10 15:58:07

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,13.4,18.2,7.2
1982/12/2,11.4,18.0,5.8
1982/12/3,12.8,19.9,5.1
1982/12/4,11.5,16.7,7.1
1982/12/5,13.0,19.2,6.8
1982/12/6,9.8,13.5,7.8
1982/12/7,7.4,11.6,4.1
1982/12/8,7.0,12.2,1.8
1982/12/9,7.1,12.2,3.6
1982/12/10,8.2,15.0,2.0
1982/12/11,14.4,19.3,4.6
1982/12/12,13.4,20.3,6.7
1982/12/13,8.8,12.0,6.7
1982/12/14,7.3,13.3,2.5
1982/12/15,6.2,12.1,0.7
1982/12/16,8.1,13.3,2.8
1982/12/17,9.3,12.8,7.3
1982/12/18,8.0,11.8,1.9
1982/12/19,6.8,11.4,3.2
1982/12/20,6.1,11.8,0.1
1982/12/21,7.8,13.7,1.2
1982/12/22,8.1,9.1,6.6
1982/12/23,10.4,13.7,5.1
1982/12/24,11.3,15.2,5.1
1982/12/25,12.5,17.3,9.4
1982/12/26,7.9,9.4,6.8
1982/12/27,9.3,12.9,5.3
1982/12/28,8.6,12.9,2.7
1982/12/29,7.7,13.2,3.0
1982/12/30,8.5,15.1,1.5
1982/12/31,6.3,11.3,1.4
1983/1/1,6.7,11.1,1.1
1983/1/2,6.4,9.9,3.7
1983/1/3,5.6,10.8,1.8
1983/1/4,5.8,11.8,-0.7
1983/1/5,9.4,14.5,1.8
1983/1/6,10.3,11.4,9.4
1983/1/7,8.9,10.8,6.3
1983/1/8,11.5,13.7,8.6
1983/1/9,7.9,12.0,4.1
1983/1/10,3.9,7.4,0.7
1983/1/11,4.2,9.6,0.3
1983/1/12,6.2,11.2,-0.9
1983/1/13,7.6,13.0,1.9
1983/1/14,6.2,11.1,0.4
1983/1/15,5.6,10.5,0.0
1983/1/16,6.1,10.8,1.7
1983/1/17,6.3,11.2,0.1
1983/1/18,6.4,7.3,5.0
1983/1/19,7.8,13.0,4.2
1983/1/20,5.0,9.5,0.8
1983/1/21,4.3,9.5,-1.1
1983/1/22,2.7,7.1,-2.1
1983/1/23,1.4,7.3,-5.4
1983/1/24,4.2,13.0,-3.2
1983/1/25,5.6,11.5,-0.6
1983/1/26,6.2,13.9,-0.9
1983/1/27,7.2,12.3,1.5
1983/1/28,6.8,12.6,1.3
1983/1/29,8.5,17.1,0.9
1983/1/30,10.3,17.6,2.4
1983/1/31,8.0,12.0,2.5
1983/2/1,10.0,16.2,4.6
1983/2/2,8.4,9.0,7.7
1983/2/3,8.6,10.7,7.1
1983/2/4,7.1,11.3,3.5
1983/2/5,6.9,11.7,2.8
1983/2/6,7.4,12.9,-0.8
1983/2/7,8.0,11.4,5.2
1983/2/8,5.9,10.0,2.4
1983/2/9,5.8,10.0,1.8
1983/2/10,5.4,10.4,1.6
1983/2/11,4.0,10.0,-3.0
1983/2/12,5.0,8.8,2.5
1983/2/13,3.3,8.0,-1.6
1983/2/14,3.1,8.1,-3.0
1983/2/15,6.5,13.3,-0.8
1983/2/16,7.2,12.2,-1.4
1983/2/17,7.7,9.5,6.4
1983/2/18,8.1,13.7,3.1
1983/2/19,4.0,8.1,1.3
1983/2/20,4.6,8.5,1.7
1983/2/21,4.4,9.8,0.2
1983/2/22,4.3,10.1,-2.5
1983/2/23,5.7,10.1,-0.5
1983/2/24,5.9,7.1,4.1
1983/2/25,7.5,12.3,3.2
1983/2/26,6.2,10.5,1.8
1983/2/27,5.4,10.6,-0.9
1983/2/28,6.3,11.8,-0.3
1983/3/1,8.4,13.2,0.7
1983/3/2,9.9,16.3,7.5
1983/3/3,14.9,19.0,9.7
1983/3/4,8.4,10.8,4.8
1983/3/5,6.3,10.8,2.0
1983/3/6,6.8,14.7,-0.3
1983/3/7,5.7,11.9,-0.4
1983/3/8,5.2,9.2,-0.2
1983/3/9,6.2,10.6,-0.1
1983/3/10,7.2,8.4,5.2
1983/3/11,10.9,16.1,4.2
1983/3/12,10.6,13.6,8.1
1983/3/13,11.0,13.9,7.8
1983/3/14,7.9,13.5,3.0
1983/3/15,6.6,11.4,0.0
1983/3/16,8.7,11.9,3.8
1983/3/17,9.2,17.1,6.2
1983/3/18,7.1,11.2,0.9
1983/3/19,6.6,12.2,-1.2
1983/3/20,9.5,15.2,2.9
1983/3/21,10.5,13.1,6.5
1983/3/22,12.0,16.4,6.5
1983/3/23,12.2,14.5,9.4
1983/3/24,12.9,16.4,10.1
1983/3/25,8.6,10.1,8.0
1983/3/26,10.6,14.5,5.8
1983/3/27,8.9,10.2,7.3
1983/3/28,10.8,13.1,8.2
1983/3/29,10.0,12.0,7.8
1983/3/30,10.9,14.9,7.7
1983/3/31,12.6,15.9,8.2
