ダウンロードした時刻：2019/10/10 15:48:42

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,10.8,17.8,6.0
2010/12/2,12.9,20.5,4.0
2010/12/3,12.1,17.9,6.4
2010/12/4,8.9,10.7,6.9
2010/12/5,10.7,16.6,7.4
2010/12/6,10.5,18.5,4.7
2010/12/7,8.1,10.3,6.3
2010/12/8,7.6,11.3,4.8
2010/12/9,5.2,7.9,2.6
2010/12/10,5.7,10.8,2.4
2010/12/11,9.8,15.6,3.0
2010/12/12,7.5,11.2,4.8
2010/12/13,6.8,9.6,4.8
2010/12/14,11.5,15.1,8.9
2010/12/15,4.3,11.3,0.5
2010/12/16,1.8,5.2,0.3
2010/12/17,2.1,3.5,0.6
2010/12/18,4.0,6.6,1.4
2010/12/19,4.9,11.6,-0.4
2010/12/20,8.1,12.3,4.7
2010/12/21,6.6,10.3,2.2
2010/12/22,9.2,11.6,6.7
2010/12/23,7.8,11.5,6.0
2010/12/24,3.8,8.3,0.2
2010/12/25,1.4,3.4,-0.1
2010/12/26,1.6,5.3,-0.7
2010/12/27,2.1,4.4,0.1
2010/12/28,4.0,6.5,1.6
2010/12/29,2.6,5.6,0.5
2010/12/30,2.1,3.8,0.5
2010/12/31,1.1,2.7,-1.2
2011/1/1,0.9,1.7,0.3
2011/1/2,1.9,5.2,-0.9
2011/1/3,1.2,6.7,-2.9
2011/1/4,0.9,3.8,-1.6
2011/1/5,3.1,6.4,0.6
2011/1/6,1.3,3.4,0.2
2011/1/7,0.4,3.0,-1.3
2011/1/8,0.8,4.0,-2.4
2011/1/9,2.3,4.5,-0.3
2011/1/10,-0.4,2.5,-2.4
2011/1/11,0.4,5.1,-3.5
2011/1/12,1.3,3.6,0.3
2011/1/13,0.5,3.9,-2.9
2011/1/14,0.8,3.3,-2.0
2011/1/15,1.3,3.3,-0.5
2011/1/16,-0.2,1.6,-2.5
2011/1/17,1.2,3.6,0.2
2011/1/18,1.8,4.7,-0.2
2011/1/19,1.9,6.1,0.5
2011/1/20,0.9,2.1,0.0
2011/1/21,1.8,4.7,-0.2
2011/1/22,1.7,3.9,0.4
2011/1/23,1.9,5.0,0.6
2011/1/24,1.0,3.7,-1.5
2011/1/25,0.8,1.8,0.1
2011/1/26,1.2,4.9,0.0
2011/1/27,0.2,1.9,-1.6
2011/1/28,0.5,2.8,-1.6
2011/1/29,-0.2,2.0,-1.9
2011/1/30,-1.0,0.9,-2.7
2011/1/31,-0.7,1.4,-2.3
2011/2/1,1.3,3.6,-0.5
2011/2/2,0.8,5.6,-2.0
2011/2/3,2.7,9.4,-1.7
2011/2/4,3.0,8.8,-1.3
2011/2/5,2.8,8.6,-0.8
2011/2/6,3.6,12.0,-2.5
2011/2/7,3.3,6.4,1.0
2011/2/8,1.5,5.1,-2.8
2011/2/9,3.2,6.8,1.7
2011/2/10,1.7,3.3,0.4
2011/2/11,1.4,4.8,-2.6
2011/2/12,0.9,6.1,-4.3
2011/2/13,1.4,4.8,-1.0
2011/2/14,1.3,5.6,-1.9
2011/2/15,2.7,6.1,-1.4
2011/2/16,2.2,10.3,-3.4
2011/2/17,6.4,11.7,0.3
2011/2/18,4.6,7.5,2.1
2011/2/19,3.0,7.7,-1.2
2011/2/20,3.9,9.9,-1.7
2011/2/21,3.6,10.1,-1.3
2011/2/22,4.0,11.7,-1.6
2011/2/23,7.8,15.5,0.1
2011/2/24,9.7,16.2,3.2
2011/2/25,7.0,10.8,3.3
2011/2/26,4.1,8.1,1.1
2011/2/27,6.7,13.1,0.9
2011/2/28,7.1,9.6,6.0
2011/3/1,5.5,6.9,3.8
2011/3/2,3.0,5.5,0.2
2011/3/3,0.8,3.3,-1.3
2011/3/4,1.2,4.9,-0.9
2011/3/5,3.8,8.7,0.7
2011/3/6,5.8,11.2,0.8
2011/3/7,5.3,10.4,3.4
2011/3/8,3.3,7.3,0.7
2011/3/9,1.8,6.5,0.3
2011/3/10,2.1,6.2,0.0
2011/3/11,0.9,2.5,0.1
2011/3/12,4.2,11.8,-0.8
2011/3/13,8.5,17.5,0.7
2011/3/14,11.4,19.4,4.0
2011/3/15,9.1,13.0,5.9
2011/3/16,3.0,7.1,-0.6
2011/3/17,0.2,3.4,-2.0
2011/3/18,2.8,7.3,-1.2
2011/3/19,9.4,16.4,2.2
2011/3/20,11.1,17.3,6.4
2011/3/21,9.5,12.4,7.5
2011/3/22,8.3,13.7,4.1
2011/3/23,4.0,8.1,0.2
2011/3/24,2.2,5.7,-0.8
2011/3/25,4.7,10.1,0.3
2011/3/26,3.7,7.4,0.3
2011/3/27,3.3,9.4,-0.2
2011/3/28,4.6,12.0,-1.6
2011/3/29,7.4,15.1,0.7
2011/3/30,7.4,12.9,2.7
2011/3/31,8.1,14.5,3.2
