ダウンロードした時刻：2019/10/10 16:07:35

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,6.0,10.0,3.7
1995/12/2,7.0,12.6,3.0
1995/12/3,8.2,13.7,5.4
1995/12/4,8.3,12.7,5.4
1995/12/5,6.2,11.0,2.9
1995/12/6,5.2,9.6,2.1
1995/12/7,4.8,10.3,2.6
1995/12/8,4.3,8.5,1.3
1995/12/9,4.6,8.5,1.2
1995/12/10,5.2,11.1,0.9
1995/12/11,5.7,12.4,0.2
1995/12/12,7.2,13.0,3.2
1995/12/13,6.8,13.0,1.8
1995/12/14,7.9,13.2,1.7
1995/12/15,9.7,13.8,5.6
1995/12/16,5.3,9.2,2.6
1995/12/17,4.9,9.9,1.5
1995/12/18,5.5,8.6,3.1
1995/12/19,6.5,10.5,4.1
1995/12/20,6.7,11.9,2.4
1995/12/21,5.5,9.7,2.9
1995/12/22,5.7,11.2,2.7
1995/12/23,6.7,13.2,1.2
1995/12/24,4.9,11.7,1.6
1995/12/25,0.1,1.9,-1.2
1995/12/26,0.3,3.3,-1.4
1995/12/27,1.4,3.8,-0.9
1995/12/28,2.8,7.6,-1.2
1995/12/29,4.4,9.5,2.4
1995/12/30,3.6,7.6,1.3
1995/12/31,4.3,9.2,0.0
1996/1/1,5.6,9.8,2.6
1996/1/2,4.5,10.0,0.4
1996/1/3,5.1,11.9,-0.4
1996/1/4,3.4,5.8,1.5
1996/1/5,4.7,7.7,-0.3
1996/1/6,7.4,11.8,4.0
1996/1/7,6.9,13.9,1.0
1996/1/8,6.1,10.0,0.6
1996/1/9,0.5,3.1,-1.4
1996/1/10,2.1,5.3,-0.5
1996/1/11,4.5,10.1,1.3
1996/1/12,5.2,9.7,1.8
1996/1/13,5.1,11.8,-0.2
1996/1/14,7.8,12.9,1.8
1996/1/15,11.2,14.9,8.6
1996/1/16,9.8,13.0,5.2
1996/1/17,5.7,9.7,2.0
1996/1/18,5.1,8.2,2.6
1996/1/19,4.2,7.8,1.7
1996/1/20,5.7,11.7,2.9
1996/1/21,5.4,11.2,0.5
1996/1/22,3.6,5.5,0.9
1996/1/23,4.2,8.0,1.7
1996/1/24,3.3,7.5,1.2
1996/1/25,2.8,6.2,0.3
1996/1/26,1.6,5.6,-0.5
1996/1/27,1.9,6.2,-2.2
1996/1/28,3.0,8.6,-2.1
1996/1/29,5.0,10.4,1.1
1996/1/30,2.9,7.8,-0.7
1996/1/31,1.7,5.4,-1.5
1996/2/1,1.7,6.8,-1.1
1996/2/2,-0.9,1.9,-2.7
1996/2/3,1.6,6.2,-3.1
1996/2/4,3.1,8.5,-1.8
1996/2/5,3.7,10.1,-0.6
1996/2/6,-0.2,1.8,-2.1
1996/2/7,1.4,4.8,-0.8
1996/2/8,3.0,8.5,-2.7
1996/2/9,3.5,7.0,-1.1
1996/2/10,0.6,3.8,-2.1
1996/2/11,2.3,8.2,-1.9
1996/2/12,4.7,12.1,-1.2
1996/2/13,9.4,14.8,3.5
1996/2/14,13.4,21.0,8.2
1996/2/15,9.6,13.3,5.5
1996/2/16,4.8,8.1,2.0
1996/2/17,1.3,2.4,-0.3
1996/2/18,3.0,7.5,0.6
1996/2/19,1.9,5.7,-0.6
1996/2/20,2.1,6.7,-2.1
1996/2/21,2.1,7.6,-0.8
1996/2/22,1.9,7.1,-1.1
1996/2/23,3.1,7.7,-1.0
1996/2/24,3.1,7.6,0.3
1996/2/25,3.9,8.3,-0.2
1996/2/26,5.8,10.3,3.1
1996/2/27,5.5,10.7,3.8
1996/2/28,6.1,11.7,2.5
1996/2/29,7.2,14.3,0.1
1996/3/1,7.1,11.1,2.8
1996/3/2,4.1,9.4,2.0
1996/3/3,4.3,10.1,0.2
1996/3/4,5.0,12.0,-0.5
1996/3/5,1.3,4.6,-1.1
1996/3/6,3.4,8.5,0.1
1996/3/7,3.8,7.7,-0.3
1996/3/8,7.7,14.2,5.3
1996/3/9,5.4,9.9,2.2
1996/3/10,5.2,9.9,1.7
1996/3/11,4.8,11.2,0.6
1996/3/12,2.9,6.6,-0.6
1996/3/13,5.9,12.8,0.1
1996/3/14,8.9,15.9,1.7
1996/3/15,8.4,10.2,6.9
1996/3/16,10.5,15.9,4.1
1996/3/17,11.6,14.3,9.6
1996/3/18,7.0,9.8,2.5
1996/3/19,4.9,10.7,0.4
1996/3/20,7.8,13.2,3.3
1996/3/21,11.8,18.0,5.0
1996/3/22,11.5,16.3,7.3
1996/3/23,6.5,9.7,4.3
1996/3/24,8.0,13.2,1.3
1996/3/25,9.9,12.1,7.9
1996/3/26,10.1,16.3,5.0
1996/3/27,10.4,16.7,3.6
1996/3/28,10.5,16.9,5.3
1996/3/29,10.8,15.7,6.5
1996/3/30,15.3,19.2,11.8
1996/3/31,13.3,16.2,10.9
