ダウンロードした時刻：2019/10/10 16:14:21

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.1,11.6,1.4
1986/12/2,8.1,13.5,2.9
1986/12/3,8.3,16.1,1.6
1986/12/4,9.6,13.2,6.2
1986/12/5,7.4,12.6,2.9
1986/12/6,7.5,14.8,0.2
1986/12/7,7.9,13.6,4.4
1986/12/8,6.2,11.7,2.3
1986/12/9,5.8,14.0,-0.1
1986/12/10,4.4,6.7,0.2
1986/12/11,6.2,13.6,1.0
1986/12/12,7.0,15.6,0.2
1986/12/13,8.7,17.0,2.0
1986/12/14,10.2,11.7,7.1
1986/12/15,9.4,13.4,4.8
1986/12/16,5.5,10.0,1.1
1986/12/17,4.1,11.1,-0.6
1986/12/18,8.9,16.0,-0.7
1986/12/19,10.0,13.1,4.9
1986/12/20,4.3,6.9,1.4
1986/12/21,5.6,11.3,-1.3
1986/12/22,4.2,8.0,-0.8
1986/12/23,3.4,10.1,-3.1
1986/12/24,6.9,12.5,1.0
1986/12/25,8.7,11.4,5.5
1986/12/26,5.9,11.3,0.9
1986/12/27,3.8,9.4,-0.2
1986/12/28,4.5,9.1,2.0
1986/12/29,2.1,7.0,-0.8
1986/12/30,6.1,11.4,0.0
1986/12/31,8.8,13.4,4.7
1987/1/1,5.4,11.9,0.4
1987/1/2,5.1,9.2,1.2
1987/1/3,9.0,14.2,4.3
1987/1/4,5.6,11.6,2.1
1987/1/5,2.3,4.5,0.9
1987/1/6,5.1,10.0,1.3
1987/1/7,6.8,12.3,1.2
1987/1/8,7.6,10.8,4.2
1987/1/9,7.5,12.5,3.1
1987/1/10,4.5,9.5,0.5
1987/1/11,0.7,4.9,-2.5
1987/1/12,0.3,4.0,-3.1
1987/1/13,1.2,3.9,-0.8
1987/1/14,1.7,6.1,-2.5
1987/1/15,5.3,11.0,0.9
1987/1/16,5.4,12.5,-1.1
1987/1/17,9.0,13.7,5.0
1987/1/18,5.3,9.1,2.7
1987/1/19,4.0,8.0,-0.1
1987/1/20,1.9,5.6,-1.3
1987/1/21,1.8,7.3,-2.0
1987/1/22,3.1,11.0,-3.8
1987/1/23,7.6,15.6,0.5
1987/1/24,5.6,11.4,-0.2
1987/1/25,0.2,5.7,-1.9
1987/1/26,1.2,5.9,-2.6
1987/1/27,3.9,9.2,-0.1
1987/1/28,4.7,10.7,-0.3
1987/1/29,5.6,12.8,-1.3
1987/1/30,6.8,14.3,2.0
1987/1/31,3.9,8.9,-0.2
1987/2/1,0.9,5.5,-2.0
1987/2/2,0.1,4.4,-3.3
1987/2/3,1.1,3.4,-0.4
1987/2/4,1.8,4.1,0.6
1987/2/5,4.3,7.4,2.0
1987/2/6,6.5,10.5,2.7
1987/2/7,6.8,13.1,0.5
1987/2/8,6.4,13.0,1.6
1987/2/9,6.8,15.0,-0.5
1987/2/10,9.3,19.3,0.5
1987/2/11,14.4,22.9,4.6
1987/2/12,9.7,17.5,5.0
1987/2/13,6.0,11.4,2.4
1987/2/14,6.7,13.3,0.5
1987/2/15,4.9,9.4,0.6
1987/2/16,4.1,10.4,0.4
1987/2/17,2.9,7.5,0.2
1987/2/18,4.2,8.2,1.5
1987/2/19,2.9,6.4,1.1
1987/2/20,3.1,8.3,-1.2
1987/2/21,3.5,10.4,-2.6
1987/2/22,2.8,5.2,-0.2
1987/2/23,5.3,11.1,2.2
1987/2/24,7.8,16.0,-0.6
1987/2/25,3.5,9.1,-0.1
1987/2/26,1.3,5.0,-0.6
1987/2/27,1.7,6.2,-1.7
1987/2/28,1.8,7.1,-3.3
1987/3/1,2.0,7.6,-0.7
1987/3/2,0.9,5.9,-2.1
1987/3/3,3.8,9.1,-2.1
1987/3/4,7.0,13.7,-0.2
1987/3/5,11.1,16.8,4.5
1987/3/6,11.3,17.7,5.6
1987/3/7,1.6,5.6,0.1
1987/3/8,2.5,6.0,0.4
1987/3/9,3.2,5.6,0.3
1987/3/10,4.2,8.5,-0.9
1987/3/11,5.8,10.2,2.3
1987/3/12,7.2,13.2,1.7
1987/3/13,8.5,12.0,4.0
1987/3/14,10.3,14.1,6.6
1987/3/15,6.8,12.6,1.6
1987/3/16,6.2,11.8,0.6
1987/3/17,4.6,6.1,2.6
1987/3/18,8.3,14.0,4.3
1987/3/19,10.4,19.1,1.2
1987/3/20,9.6,13.3,3.5
1987/3/21,10.6,19.4,2.0
1987/3/22,14.2,19.2,10.7
1987/3/23,14.1,18.5,8.9
1987/3/24,14.0,16.8,10.0
1987/3/25,6.5,11.5,1.9
1987/3/26,4.2,9.4,0.6
1987/3/27,6.3,14.0,-1.2
1987/3/28,8.1,14.2,1.2
1987/3/29,8.4,10.7,6.4
1987/3/30,10.2,15.3,5.4
1987/3/31,6.6,10.6,0.8
