ダウンロードした時刻：2019/10/10 16:15:50

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.5,11.0,5.6
2017/12/2,7.1,12.4,2.7
2017/12/3,9.6,14.8,5.8
2017/12/4,8.6,11.9,4.9
2017/12/5,6.4,10.1,2.6
2017/12/6,5.1,9.6,1.5
2017/12/7,8.4,13.4,3.5
2017/12/8,6.9,9.2,4.1
2017/12/9,7.1,10.9,3.2
2017/12/10,9.9,14.2,5.3
2017/12/11,8.3,12.0,4.4
2017/12/12,3.5,5.0,2.1
2017/12/13,4.0,7.6,0.6
2017/12/14,5.3,10.2,0.2
2017/12/15,7.2,12.2,2.8
2017/12/16,8.1,10.3,4.8
2017/12/17,3.9,6.3,1.8
2017/12/18,4.7,9.1,0.7
2017/12/19,7.1,11.8,3.0
2017/12/20,4.8,9.7,1.2
2017/12/21,5.5,11.1,1.6
2017/12/22,7.2,11.7,3.2
2017/12/23,8.0,12.1,4.8
2017/12/24,9.9,13.7,4.8
2017/12/25,7.9,11.8,3.0
2017/12/26,6.3,9.1,1.8
2017/12/27,4.9,7.7,1.3
2017/12/28,4.4,9.5,0.0
2017/12/29,6.5,9.9,3.3
2017/12/30,7.3,11.9,4.2
2017/12/31,7.5,10.9,3.5
2018/1/1,5.0,9.2,2.1
2018/1/2,4.9,10.0,1.0
2018/1/3,6.0,9.2,2.0
2018/1/4,4.5,9.4,0.0
2018/1/5,5.1,7.7,3.6
2018/1/6,7.3,10.0,4.2
2018/1/7,6.1,10.2,2.1
2018/1/8,8.4,11.2,6.0
2018/1/9,6.7,11.3,3.6
2018/1/10,4.2,6.1,2.5
2018/1/11,1.8,3.8,0.6
2018/1/12,1.4,4.5,-0.7
2018/1/13,2.3,6.5,-2.0
2018/1/14,3.4,8.1,-0.4
2018/1/15,5.7,10.2,0.5
2018/1/16,10.3,15.6,3.2
2018/1/17,12.3,14.4,9.0
2018/1/18,9.7,14.1,5.6
2018/1/19,9.1,14.4,5.6
2018/1/20,7.7,13.2,4.4
2018/1/21,7.2,12.2,3.1
2018/1/22,4.5,6.9,2.0
2018/1/23,5.5,9.3,2.0
2018/1/24,0.5,2.7,-1.2
2018/1/25,0.9,4.2,-2.1
2018/1/26,1.9,4.7,0.0
2018/1/27,2.2,7.5,-2.3
2018/1/28,3.7,6.2,0.8
2018/1/29,2.8,5.9,-0.7
2018/1/30,1.7,5.2,-1.0
2018/1/31,3.3,8.3,-1.3
2018/2/1,2.6,4.8,0.6
2018/2/2,4.0,8.9,-0.6
2018/2/3,5.1,8.0,3.4
2018/2/4,1.7,3.7,0.2
2018/2/5,0.8,3.1,-0.9
2018/2/6,0.9,3.4,-0.9
2018/2/7,1.0,4.3,-2.0
2018/2/8,1.9,7.2,-2.4
2018/2/9,4.8,12.1,-1.7
2018/2/10,6.8,8.0,5.7
2018/2/11,3.9,6.4,2.0
2018/2/12,2.8,5.4,1.2
2018/2/13,3.5,6.7,0.5
2018/2/14,6.6,13.2,-0.8
2018/2/15,8.1,11.3,4.5
2018/2/16,6.3,9.4,2.5
2018/2/17,6.9,11.3,2.6
2018/2/18,4.9,9.8,0.2
2018/2/19,6.8,9.1,4.3
2018/2/20,7.7,14.8,1.8
2018/2/21,8.5,12.7,5.9
2018/2/22,6.2,10.7,2.3
2018/2/23,6.3,11.2,2.1
2018/2/24,8.2,14.4,2.2
2018/2/25,8.6,12.8,6.7
2018/2/26,8.6,15.1,4.1
2018/2/27,8.8,15.3,3.2
2018/2/28,11.5,18.9,4.5
2018/3/1,11.1,16.5,8.3
2018/3/2,7.7,12.4,3.2
2018/3/3,9.4,14.3,3.8
2018/3/4,13.8,20.7,6.4
2018/3/5,12.7,19.6,7.8
2018/3/6,9.0,13.9,5.7
2018/3/7,8.7,14.3,2.9
2018/3/8,11.4,17.2,9.4
2018/3/9,7.4,10.2,3.6
2018/3/10,5.4,12.0,0.4
2018/3/11,8.4,14.1,3.0
2018/3/12,10.2,16.6,4.1
2018/3/13,13.3,19.8,6.9
2018/3/14,16.0,21.9,10.7
2018/3/15,16.9,21.7,11.5
2018/3/16,11.1,15.4,5.1
2018/3/17,7.7,14.0,1.5
2018/3/18,11.2,17.4,5.1
2018/3/19,12.9,14.1,11.2
2018/3/20,10.4,13.6,6.8
2018/3/21,8.7,12.8,6.0
2018/3/22,8.8,12.4,4.1
2018/3/23,7.9,14.0,2.1
2018/3/24,10.1,15.9,4.9
2018/3/25,12.2,18.2,6.8
2018/3/26,13.5,18.9,8.4
2018/3/27,14.8,20.2,9.8
2018/3/28,16.2,22.2,10.4
2018/3/29,16.8,22.1,11.6
2018/3/30,16.0,22.8,11.5
2018/3/31,14.3,19.7,8.7
