ダウンロードした時刻：2019/10/10 15:59:06

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,19.7,23.5,17.0
1990/12/2,15.9,18.5,10.2
1990/12/3,11.9,15.6,7.8
1990/12/4,11.5,15.4,7.7
1990/12/5,10.8,14.5,6.7
1990/12/6,10.4,15.0,6.7
1990/12/7,10.6,15.1,6.3
1990/12/8,11.1,16.7,6.6
1990/12/9,10.3,12.9,6.4
1990/12/10,13.0,17.5,9.4
1990/12/11,12.3,16.6,7.8
1990/12/12,11.9,15.5,7.8
1990/12/13,10.4,13.0,6.7
1990/12/14,11.0,17.1,5.7
1990/12/15,11.3,13.9,7.9
1990/12/16,8.1,9.8,6.6
1990/12/17,7.8,10.9,4.3
1990/12/18,7.3,10.5,4.1
1990/12/19,8.5,11.8,6.4
1990/12/20,7.2,9.6,4.0
1990/12/21,7.5,9.1,6.3
1990/12/22,8.9,13.2,5.2
1990/12/23,11.4,14.9,6.1
1990/12/24,8.0,11.8,5.4
1990/12/25,8.8,13.1,3.5
1990/12/26,7.8,12.9,3.2
1990/12/27,7.3,11.2,4.4
1990/12/28,7.8,10.6,4.0
1990/12/29,7.5,11.3,4.1
1990/12/30,7.0,11.0,3.1
1990/12/31,6.3,10.2,3.4
1991/1/1,6.6,9.0,5.3
1991/1/2,7.9,9.9,4.0
1991/1/3,8.3,10.1,5.9
1991/1/4,7.1,11.6,1.9
1991/1/5,6.5,9.7,3.4
1991/1/6,5.4,9.4,2.4
1991/1/7,5.5,9.4,1.2
1991/1/8,5.7,10.5,1.0
1991/1/9,5.8,10.0,1.9
1991/1/10,7.5,11.5,3.6
1991/1/11,8.1,11.1,5.1
1991/1/12,3.9,7.1,2.3
1991/1/13,6.1,10.5,3.1
1991/1/14,7.0,10.5,3.8
1991/1/15,5.3,9.6,2.7
1991/1/16,5.7,10.3,0.6
1991/1/17,6.5,12.1,3.3
1991/1/18,5.8,9.5,3.9
1991/1/19,8.0,12.2,2.4
1991/1/20,7.6,12.3,3.6
1991/1/21,5.3,7.8,3.8
1991/1/22,7.5,10.2,4.3
1991/1/23,4.5,7.3,1.7
1991/1/24,4.4,8.1,0.1
1991/1/25,8.0,14.4,3.0
1991/1/26,7.0,10.5,4.4
1991/1/27,6.1,9.9,3.0
1991/1/28,4.8,8.1,2.4
1991/1/29,5.1,9.4,0.3
1991/1/30,5.4,9.5,1.5
1991/1/31,6.3,11.1,2.2
1991/2/1,6.5,10.7,1.9
1991/2/2,5.6,9.7,2.9
1991/2/3,5.9,9.9,1.9
1991/2/4,6.7,10.9,3.4
1991/2/5,5.4,9.6,1.9
1991/2/6,6.1,9.6,2.0
1991/2/7,7.0,11.5,3.1
1991/2/8,5.5,11.5,3.0
1991/2/9,6.2,9.4,1.9
1991/2/10,5.1,7.2,3.3
1991/2/11,9.3,14.6,2.8
1991/2/12,7.8,11.4,4.2
1991/2/13,7.4,11.1,3.9
1991/2/14,8.2,12.5,2.3
1991/2/15,7.5,13.4,5.2
1991/2/16,11.3,14.6,7.4
1991/2/17,6.4,8.9,3.5
1991/2/18,5.0,7.6,2.1
1991/2/19,5.0,9.8,1.0
1991/2/20,4.4,7.5,1.7
1991/2/21,5.7,10.2,0.2
1991/2/22,5.5,8.7,1.3
1991/2/23,4.6,7.4,1.6
1991/2/24,3.3,6.5,-0.7
1991/2/25,4.1,9.3,-0.8
1991/2/26,6.7,11.5,-0.1
1991/2/27,8.4,12.0,3.4
1991/2/28,12.7,16.6,6.6
1991/3/1,6.4,11.1,4.2
1991/3/2,6.7,8.9,4.3
1991/3/3,7.4,11.3,3.9
1991/3/4,8.6,13.7,2.3
1991/3/5,11.8,16.3,8.0
1991/3/6,11.9,15.8,8.1
1991/3/7,12.3,16.7,9.2
1991/3/8,5.9,9.2,4.1
1991/3/9,8.3,12.8,3.5
1991/3/10,10.9,14.4,7.5
1991/3/11,5.1,8.2,4.2
1991/3/12,8.0,10.7,4.5
1991/3/13,8.9,11.1,7.0
1991/3/14,5.6,7.5,1.9
1991/3/15,6.1,9.6,1.6
1991/3/16,5.4,7.8,3.7
1991/3/17,8.1,13.0,2.4
1991/3/18,9.0,12.6,5.4
1991/3/19,12.1,16.7,6.8
1991/3/20,16.9,22.3,9.2
1991/3/21,11.1,16.7,7.6
1991/3/22,7.1,8.3,5.8
1991/3/23,11.3,16.3,5.6
1991/3/24,14.8,18.4,9.4
1991/3/25,11.7,15.6,10.1
1991/3/26,14.0,18.7,10.1
1991/3/27,8.9,12.4,7.3
1991/3/28,8.9,9.8,8.2
1991/3/29,10.1,12.3,8.1
1991/3/30,12.6,16.4,8.7
1991/3/31,10.0,11.9,8.3
