ダウンロードした時刻：2019/10/10 15:45:12

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,4.8,8.5,2.7
1989/12/2,8.2,14.0,2.1
1989/12/3,10.6,17.1,5.6
1989/12/4,13.0,20.1,6.5
1989/12/5,8.8,12.1,4.6
1989/12/6,6.1,10.4,2.2
1989/12/7,7.6,13.9,0.7
1989/12/8,4.3,8.4,1.5
1989/12/9,2.0,3.9,0.5
1989/12/10,3.9,8.9,1.2
1989/12/11,7.0,10.6,3.4
1989/12/12,5.0,8.5,0.5
1989/12/13,2.9,7.5,-0.9
1989/12/14,5.1,9.5,1.7
1989/12/15,4.9,6.8,2.7
1989/12/16,7.2,11.9,1.8
1989/12/17,8.2,11.0,5.6
1989/12/18,5.0,8.0,1.4
1989/12/19,1.2,4.4,-0.4
1989/12/20,3.3,7.2,-1.4
1989/12/21,4.7,7.9,1.7
1989/12/22,6.2,9.9,0.4
1989/12/23,6.1,8.8,3.2
1989/12/24,4.9,6.5,2.1
1989/12/25,6.9,11.0,2.8
1989/12/26,8.1,14.7,1.7
1989/12/27,4.5,8.0,1.6
1989/12/28,3.3,6.6,0.9
1989/12/29,4.7,9.4,3.6
1989/12/30,3.2,5.5,0.5
1989/12/31,1.7,4.4,0.4
1990/1/1,0.8,1.8,0.0
1990/1/2,2.7,6.0,0.3
1990/1/3,0.8,2.8,0.2
1990/1/4,0.7,2.4,-0.4
1990/1/5,3.7,6.6,-0.5
1990/1/6,4.6,7.6,0.6
1990/1/7,0.7,2.5,-0.5
1990/1/8,1.9,6.9,-0.8
1990/1/9,6.9,14.4,-1.0
1990/1/10,11.9,17.7,6.2
1990/1/11,5.4,8.2,3.3
1990/1/12,6.5,13.2,1.6
1990/1/13,1.0,5.4,-1.6
1990/1/14,1.6,6.4,-1.6
1990/1/15,1.6,3.9,0.2
1990/1/16,2.8,6.0,1.1
1990/1/17,1.6,5.5,-0.4
1990/1/18,7.2,11.2,-0.7
1990/1/19,6.1,9.1,5.3
1990/1/20,-0.1,6.1,-2.0
1990/1/21,1.7,5.2,-1.3
1990/1/22,3.1,9.6,-0.1
1990/1/23,-0.5,0.9,-2.6
1990/1/24,-0.9,0.8,-2.2
1990/1/25,-2.6,-1.0,-3.9
1990/1/26,-2.9,-0.4,-4.2
1990/1/27,-3.6,0.3,-5.8
1990/1/28,-1.4,1.9,-6.1
1990/1/29,3.2,7.3,-1.7
1990/1/30,1.1,5.3,-0.3
1990/1/31,0.4,1.4,-0.8
1990/2/1,1.8,3.5,0.1
1990/2/2,2.0,5.4,-0.5
1990/2/3,3.2,8.9,-1.7
1990/2/4,3.6,6.8,2.0
1990/2/5,2.5,5.0,0.8
1990/2/6,2.8,7.2,-1.1
1990/2/7,4.7,10.0,-1.0
1990/2/8,3.6,5.1,1.7
1990/2/9,2.6,6.1,-0.1
1990/2/10,7.1,13.5,-2.1
1990/2/11,10.7,15.6,6.6
1990/2/12,4.5,7.6,1.5
1990/2/13,4.2,8.2,1.3
1990/2/14,4.2,6.5,1.9
1990/2/15,4.1,5.3,2.4
1990/2/16,3.9,5.4,2.1
1990/2/17,5.2,9.7,2.7
1990/2/18,6.2,9.8,1.9
1990/2/19,11.7,15.9,5.6
1990/2/20,11.8,17.3,9.6
1990/2/21,8.7,11.4,7.1
1990/2/22,8.3,11.5,3.5
1990/2/23,9.7,11.3,7.3
1990/2/24,9.2,10.6,7.4
1990/2/25,7.2,8.2,6.1
1990/2/26,7.3,8.7,5.9
1990/2/27,4.7,7.4,2.2
1990/2/28,4.5,7.7,2.0
1990/3/1,5.2,8.6,0.4
1990/3/2,6.9,8.1,5.7
1990/3/3,7.8,10.1,5.4
1990/3/4,6.0,9.0,3.7
1990/3/5,4.9,8.0,1.4
1990/3/6,5.7,10.1,1.3
1990/3/7,4.7,11.1,0.5
1990/3/8,2.5,5.8,-0.1
1990/3/9,6.5,11.8,2.9
1990/3/10,8.7,15.5,2.4
1990/3/11,10.8,17.2,2.9
1990/3/12,7.7,13.5,0.9
1990/3/13,3.7,7.7,0.5
1990/3/14,5.1,8.7,-1.0
1990/3/15,9.4,13.3,5.9
1990/3/16,6.9,11.6,3.5
1990/3/17,5.5,10.0,2.3
1990/3/18,6.0,10.2,1.4
1990/3/19,7.6,12.3,2.6
1990/3/20,9.0,15.4,3.8
1990/3/21,6.6,11.5,1.5
1990/3/22,6.4,11.4,0.9
1990/3/23,10.9,20.2,2.9
1990/3/24,11.4,16.6,6.9
1990/3/25,5.7,7.8,4.4
1990/3/26,5.3,9.1,2.2
1990/3/27,8.8,14.2,2.7
1990/3/28,9.4,13.4,5.4
1990/3/29,9.6,12.0,8.0
1990/3/30,10.6,13.5,8.4
1990/3/31,11.2,14.2,9.1
