ダウンロードした時刻：2019/10/10 15:41:39

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,7.3,10.5,4.5
1983/12/2,8.9,13.7,4.3
1983/12/3,6.3,14.3,2.4
1983/12/4,4.4,8.5,0.5
1983/12/5,5.3,10.2,-1.7
1983/12/6,5.4,9.0,2.9
1983/12/7,5.6,11.2,0.4
1983/12/8,6.2,12.4,0.3
1983/12/9,5.2,11.7,-0.5
1983/12/10,7.7,14.7,1.2
1983/12/11,8.6,13.2,2.8
1983/12/12,5.0,8.1,3.3
1983/12/13,5.6,12.3,-1.8
1983/12/14,5.4,12.7,0.1
1983/12/15,4.1,7.7,-0.1
1983/12/16,3.4,8.0,0.3
1983/12/17,1.1,2.8,-1.0
1983/12/18,1.5,5.0,-1.0
1983/12/19,2.1,7.7,-4.3
1983/12/20,2.4,5.7,-0.4
1983/12/21,2.5,9.1,-3.5
1983/12/22,6.2,11.6,-3.0
1983/12/23,7.6,11.8,1.7
1983/12/24,2.8,5.9,0.3
1983/12/25,2.3,8.1,-0.6
1983/12/26,2.3,6.1,-0.8
1983/12/27,1.8,6.4,-2.5
1983/12/28,1.1,6.4,-5.2
1983/12/29,2.8,7.9,-1.8
1983/12/30,2.2,7.9,-3.9
1983/12/31,3.9,7.7,1.1
1984/1/1,2.8,8.7,-2.7
1984/1/2,3.3,9.6,-2.5
1984/1/3,2.8,5.5,-1.4
1984/1/4,3.6,6.8,-0.2
1984/1/5,2.2,6.3,-1.6
1984/1/6,1.9,6.8,-3.0
1984/1/7,1.7,6.2,-1.8
1984/1/8,0.7,6.9,-3.5
1984/1/9,1.8,9.8,-5.4
1984/1/10,5.3,11.5,-2.9
1984/1/11,2.0,5.2,-0.4
1984/1/12,0.9,5.0,-3.2
1984/1/13,1.3,8.2,-4.6
1984/1/14,1.2,5.9,-2.8
1984/1/15,4.0,12.5,-4.2
1984/1/16,-0.5,3.9,-4.4
1984/1/17,-1.9,2.5,-5.1
1984/1/18,-0.8,3.8,-5.9
1984/1/19,-1.1,-0.2,-1.9
1984/1/20,-0.7,3.9,-5.8
1984/1/21,0.4,4.2,-4.8
1984/1/22,3.0,4.0,0.8
1984/1/23,2.9,7.5,-1.2
1984/1/24,0.3,4.4,-4.1
1984/1/25,0.3,4.8,-5.3
1984/1/26,0.7,5.3,-3.2
1984/1/27,2.1,6.8,-1.4
1984/1/28,1.6,6.0,-2.1
1984/1/29,1.0,5.4,-2.0
1984/1/30,1.1,6.0,-3.4
1984/1/31,0.4,1.0,-0.9
1984/2/1,2.2,7.2,-1.4
1984/2/2,2.5,9.8,-3.4
1984/2/3,0.5,3.3,-3.6
1984/2/4,-2.1,1.3,-4.7
1984/2/5,-1.2,3.5,-7.3
1984/2/6,-1.4,2.3,-4.9
1984/2/7,-3.2,0.2,-5.6
1984/2/8,-2.6,2.5,-7.1
1984/2/9,-1.5,3.6,-7.3
1984/2/10,0.2,4.7,-4.5
1984/2/11,1.3,5.5,-2.6
1984/2/12,0.4,4.4,-5.3
1984/2/13,1.5,4.7,-0.5
1984/2/14,0.6,4.9,-2.8
1984/2/15,-0.1,4.3,-3.1
1984/2/16,-1.2,3.1,-5.2
1984/2/17,-1.1,2.0,-3.9
1984/2/18,-1.4,3.2,-5.8
1984/2/19,0.4,4.7,-6.6
1984/2/20,1.1,5.7,-2.6
1984/2/21,1.8,6.8,-2.5
1984/2/22,2.4,6.4,-2.9
1984/2/23,1.3,2.3,0.4
1984/2/24,3.3,6.0,1.0
1984/2/25,2.4,4.8,0.1
1984/2/26,2.5,5.4,0.7
1984/2/27,4.4,8.7,1.2
1984/2/28,0.9,4.8,-1.9
1984/2/29,0.5,4.9,-2.6
1984/3/1,0.0,3.8,-4.2
1984/3/2,1.4,6.5,-3.7
1984/3/3,3.6,7.6,-1.4
1984/3/4,2.0,5.2,-1.9
1984/3/5,2.1,5.6,-1.2
1984/3/6,1.7,7.2,-3.6
1984/3/7,1.9,7.4,-3.2
1984/3/8,2.0,8.2,-2.6
1984/3/9,2.3,8.3,-3.6
1984/3/10,1.9,4.2,-2.0
1984/3/11,2.3,5.9,-0.2
1984/3/12,3.1,11.1,-1.7
1984/3/13,1.5,6.4,-1.3
1984/3/14,1.0,4.4,-2.0
1984/3/15,1.6,5.5,-4.1
1984/3/16,3.4,5.2,-0.1
1984/3/17,5.3,9.1,2.8
1984/3/18,5.8,11.0,1.9
1984/3/19,3.1,6.4,0.4
1984/3/20,2.5,4.0,0.5
1984/3/21,3.2,8.5,-0.3
1984/3/22,2.1,6.4,-1.5
1984/3/23,1.7,5.8,-1.8
1984/3/24,2.7,5.7,-3.4
1984/3/25,5.7,11.4,1.7
1984/3/26,4.3,8.9,0.3
1984/3/27,3.7,7.0,0.7
1984/3/28,2.9,6.0,-1.9
1984/3/29,5.3,12.4,-2.0
1984/3/30,6.0,11.5,1.1
1984/3/31,4.9,15.3,2.0
