ダウンロードした時刻：2019/10/10 16:19:01

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,5.6,9.2,2.4
1987/12/2,5.2,6.6,2.0
1987/12/3,8.4,10.6,5.0
1987/12/4,7.4,9.2,5.6
1987/12/5,7.3,8.7,5.5
1987/12/6,6.3,8.5,5.5
1987/12/7,7.5,10.4,4.5
1987/12/8,9.4,12.4,5.9
1987/12/9,9.9,11.6,8.8
1987/12/10,11.3,14.7,7.8
1987/12/11,10.8,13.3,8.8
1987/12/12,8.9,10.9,6.9
1987/12/13,8.9,10.9,7.3
1987/12/14,7.8,11.1,5.5
1987/12/15,8.8,10.5,5.1
1987/12/16,9.7,11.0,7.7
1987/12/17,9.0,11.4,6.0
1987/12/18,8.4,12.1,4.3
1987/12/19,9.7,14.2,6.4
1987/12/20,10.0,13.5,5.7
1987/12/21,8.3,10.6,6.3
1987/12/22,10.3,13.4,5.9
1987/12/23,10.5,13.1,6.6
1987/12/24,9.7,14.7,5.3
1987/12/25,13.6,19.6,8.1
1987/12/26,15.3,18.5,12.6
1987/12/27,13.9,19.0,10.5
1987/12/28,14.3,20.3,10.0
1987/12/29,14.2,18.7,11.5
1987/12/30,9.7,15.7,7.0
1987/12/31,7.3,10.3,4.8
1988/1/1,10.0,13.4,6.7
1988/1/2,11.0,12.8,9.4
1988/1/3,10.9,14.8,7.4
1988/1/4,10.2,11.3,8.7
1988/1/5,7.6,9.7,4.5
1988/1/6,7.1,9.1,3.4
1988/1/7,8.8,10.5,6.9
1988/1/8,10.1,12.1,8.2
1988/1/9,6.4,10.6,4.6
1988/1/10,3.6,4.7,2.6
1988/1/11,4.7,6.7,2.7
1988/1/12,6.2,9.8,2.7
1988/1/13,7.9,11.8,3.8
1988/1/14,9.2,13.8,5.3
1988/1/15,11.0,12.1,9.9
1988/1/16,11.1,13.8,8.7
1988/1/17,6.8,8.7,5.9
1988/1/18,6.8,8.1,5.4
1988/1/19,7.2,9.6,5.7
1988/1/20,8.3,12.0,5.3
1988/1/21,11.8,14.8,7.6
1988/1/22,12.2,14.5,9.7
1988/1/23,3.1,9.7,0.2
1988/1/24,3.3,5.6,-0.6
1988/1/25,6.0,6.7,5.3
1988/1/26,6.1,7.8,5.4
1988/1/27,6.1,7.7,4.2
1988/1/28,8.3,11.5,5.5
1988/1/29,9.2,12.8,4.9
1988/1/30,7.5,9.8,6.4
1988/1/31,5.1,7.4,3.4
1988/2/1,6.3,9.8,3.1
1988/2/2,6.5,10.3,1.4
1988/2/3,0.2,1.8,-1.1
1988/2/4,6.7,11.5,0.2
1988/2/5,14.0,20.0,7.4
1988/2/6,7.2,12.8,3.0
1988/2/7,2.2,3.7,0.9
1988/2/8,3.7,5.1,2.2
1988/2/9,4.5,5.4,3.2
1988/2/10,4.6,6.0,3.1
1988/2/11,5.0,7.0,2.5
1988/2/12,6.8,10.6,4.1
1988/2/13,7.2,10.8,3.9
1988/2/14,7.8,11.0,5.2
1988/2/15,5.4,7.6,3.0
1988/2/16,4.1,6.2,3.0
1988/2/17,3.6,5.9,2.9
1988/2/18,3.4,4.8,1.8
1988/2/19,5.2,7.7,2.0
1988/2/20,6.5,8.9,4.9
1988/2/21,6.9,10.3,2.6
1988/2/22,6.6,9.1,3.0
1988/2/23,9.6,10.9,8.7
1988/2/24,9.0,12.1,6.9
1988/2/25,8.3,12.6,5.4
1988/2/26,6.7,9.4,3.5
1988/2/27,5.9,7.4,3.6
1988/2/28,7.8,10.7,4.7
1988/2/29,7.3,8.5,6.6
1988/3/1,8.9,11.6,6.7
1988/3/2,9.3,11.7,7.9
1988/3/3,3.8,7.9,1.8
1988/3/4,4.5,6.7,1.3
1988/3/5,5.9,8.5,2.2
1988/3/6,7.7,9.7,5.6
1988/3/7,3.7,7.9,1.8
1988/3/8,5.6,7.8,2.4
1988/3/9,6.8,8.2,5.3
1988/3/10,9.6,13.2,5.9
1988/3/11,10.1,13.6,6.1
1988/3/12,11.8,13.9,9.9
1988/3/13,11.8,16.6,7.7
1988/3/14,11.5,13.3,10.3
1988/3/15,9.7,12.9,6.7
1988/3/16,4.6,6.8,3.0
1988/3/17,5.7,8.5,2.9
1988/3/18,9.7,12.7,5.7
1988/3/19,10.6,13.5,8.0
1988/3/20,10.0,12.4,8.0
1988/3/21,8.8,9.6,7.5
1988/3/22,10.1,11.6,8.8
1988/3/23,10.3,13.8,7.2
1988/3/24,9.3,12.2,5.5
1988/3/25,9.1,10.8,6.9
1988/3/26,9.8,12.4,8.2
1988/3/27,9.0,12.8,5.6
1988/3/28,8.8,12.9,6.5
1988/3/29,10.4,14.6,6.8
1988/3/30,9.7,12.5,8.3
1988/3/31,10.2,15.1,5.7
