ダウンロードした時刻：2019/10/10 16:19:02

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,10.1,13.3,5.8
1988/12/2,10.4,14.1,7.1
1988/12/3,11.3,14.4,9.0
1988/12/4,10.5,12.5,8.5
1988/12/5,6.6,10.8,5.2
1988/12/6,8.0,12.5,4.0
1988/12/7,10.5,14.1,6.9
1988/12/8,13.4,15.9,10.2
1988/12/9,9.3,15.9,6.8
1988/12/10,7.6,9.1,5.7
1988/12/11,8.4,9.9,6.9
1988/12/12,9.8,12.5,6.9
1988/12/13,10.2,14.0,7.6
1988/12/14,9.4,12.8,7.7
1988/12/15,5.1,7.9,3.1
1988/12/16,3.1,5.3,0.9
1988/12/17,5.9,7.9,3.7
1988/12/18,8.7,10.8,5.4
1988/12/19,11.0,15.0,8.7
1988/12/20,11.8,14.3,9.8
1988/12/21,10.8,12.4,7.2
1988/12/22,8.8,13.2,5.3
1988/12/23,8.4,12.2,5.8
1988/12/24,9.6,12.3,7.6
1988/12/25,8.1,12.7,4.9
1988/12/26,7.3,10.8,3.5
1988/12/27,8.1,11.2,4.6
1988/12/28,7.9,9.7,5.7
1988/12/29,6.9,8.1,4.9
1988/12/30,8.2,11.0,6.0
1988/12/31,9.2,11.1,6.7
1989/1/1,6.5,10.1,3.3
1989/1/2,7.6,11.3,2.7
1989/1/3,9.8,10.9,7.9
1989/1/4,8.0,11.7,5.3
1989/1/5,7.1,9.5,5.3
1989/1/6,8.5,10.9,5.0
1989/1/7,11.8,12.9,10.4
1989/1/8,14.1,16.1,11.7
1989/1/9,13.0,15.5,10.8
1989/1/10,10.9,14.5,7.2
1989/1/11,10.7,12.2,9.1
1989/1/12,9.5,12.2,7.6
1989/1/13,7.7,8.9,5.8
1989/1/14,7.6,8.9,5.3
1989/1/15,6.6,8.2,4.8
1989/1/16,7.8,11.8,5.2
1989/1/17,7.9,11.6,4.5
1989/1/18,9.9,12.1,7.5
1989/1/19,13.6,14.8,12.0
1989/1/20,12.1,14.1,10.3
1989/1/21,10.0,13.2,7.9
1989/1/22,7.7,9.7,6.4
1989/1/23,8.6,10.6,6.9
1989/1/24,7.1,9.3,5.5
1989/1/25,8.2,10.8,5.9
1989/1/26,8.9,11.1,7.2
1989/1/27,4.0,9.6,1.3
1989/1/28,3.1,4.9,1.3
1989/1/29,5.3,8.0,3.5
1989/1/30,6.6,9.6,3.6
1989/1/31,7.6,9.8,3.8
1989/2/1,6.9,8.9,4.7
1989/2/2,3.0,4.7,0.7
1989/2/3,4.3,6.8,1.9
1989/2/4,6.2,10.1,2.5
1989/2/5,7.1,10.5,4.3
1989/2/6,8.5,13.0,4.6
1989/2/7,8.2,10.7,4.5
1989/2/8,9.0,10.3,7.9
1989/2/9,8.9,11.1,6.6
1989/2/10,5.0,8.4,2.6
1989/2/11,6.4,8.1,3.3
1989/2/12,6.9,9.9,4.4
1989/2/13,6.1,10.3,3.5
1989/2/14,7.0,11.3,2.8
1989/2/15,8.7,10.9,6.1
1989/2/16,12.0,13.2,10.3
1989/2/17,10.8,12.8,9.4
1989/2/18,8.7,10.0,7.1
1989/2/19,7.8,11.0,6.0
1989/2/20,9.1,12.2,5.6
1989/2/21,8.9,10.1,7.8
1989/2/22,10.1,13.5,8.5
1989/2/23,7.8,8.7,6.8
1989/2/24,8.4,9.2,6.9
1989/2/25,9.9,12.3,7.7
1989/2/26,7.9,10.7,5.5
1989/2/27,8.0,11.5,3.8
1989/2/28,14.2,20.6,9.8
1989/3/1,11.0,14.5,7.2
1989/3/2,8.8,11.2,5.9
1989/3/3,13.6,15.2,11.2
1989/3/4,10.6,16.6,8.4
1989/3/5,8.1,10.0,6.6
1989/3/6,6.5,7.2,5.3
1989/3/7,4.3,6.4,2.2
1989/3/8,5.6,9.1,1.5
1989/3/9,6.3,9.5,3.6
1989/3/10,8.0,12.0,3.9
1989/3/11,10.2,13.8,7.5
1989/3/12,10.5,14.2,7.0
1989/3/13,10.8,11.7,10.0
1989/3/14,12.7,15.1,10.9
1989/3/15,11.4,13.6,8.5
1989/3/16,10.9,16.1,6.4
1989/3/17,8.4,10.6,5.8
1989/3/18,8.4,13.7,3.8
1989/3/19,9.8,14.7,6.7
1989/3/20,9.9,14.8,6.8
1989/3/21,9.7,13.7,6.1
1989/3/22,9.5,13.3,7.2
1989/3/23,9.4,12.6,5.7
1989/3/24,11.4,14.5,9.4
1989/3/25,10.5,13.1,8.1
1989/3/26,9.6,13.1,6.9
1989/3/27,10.7,14.8,8.7
1989/3/28,9.0,11.8,7.5
1989/3/29,10.9,14.1,6.6
1989/3/30,12.9,16.6,8.4
1989/3/31,14.9,19.2,11.8
