ダウンロードした時刻：2019/10/10 16:19:39

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.1,11.4,6.6
2017/12/2,8.4,11.9,4.8
2017/12/3,10.1,14.4,6.1
2017/12/4,11.0,15.6,7.5
2017/12/5,6.2,9.2,3.4
2017/12/6,6.7,8.1,5.4
2017/12/7,9.0,11.3,6.7
2017/12/8,6.9,8.8,5.3
2017/12/9,7.9,9.8,6.5
2017/12/10,10.7,12.7,8.4
2017/12/11,7.6,12.6,4.0
2017/12/12,3.5,4.5,2.6
2017/12/13,5.0,7.5,3.8
2017/12/14,6.7,9.8,4.8
2017/12/15,8.4,11.3,4.5
2017/12/16,8.3,11.5,3.5
2017/12/17,4.0,5.6,2.0
2017/12/18,6.3,8.0,4.8
2017/12/19,8.3,11.5,6.1
2017/12/20,6.5,9.5,5.3
2017/12/21,7.3,10.8,3.4
2017/12/22,9.0,12.1,6.9
2017/12/23,9.7,14.0,7.2
2017/12/24,10.8,13.5,8.4
2017/12/25,8.3,11.0,5.7
2017/12/26,7.9,9.9,5.7
2017/12/27,5.7,7.7,4.4
2017/12/28,7.6,8.8,6.2
2017/12/29,9.1,10.3,6.6
2017/12/30,9.5,12.0,6.9
2017/12/31,9.1,11.5,7.7
2018/1/1,7.1,8.9,5.7
2018/1/2,8.3,10.6,5.1
2018/1/3,7.9,10.1,5.6
2018/1/4,6.9,9.3,4.6
2018/1/5,6.3,7.6,4.3
2018/1/6,7.5,10.1,5.0
2018/1/7,7.1,9.5,3.6
2018/1/8,10.0,13.2,8.2
2018/1/9,6.8,10.3,5.3
2018/1/10,3.9,6.8,1.6
2018/1/11,1.7,2.9,0.3
2018/1/12,1.9,3.8,0.4
2018/1/13,4.6,6.6,2.4
2018/1/14,5.9,7.5,4.1
2018/1/15,6.7,11.0,3.7
2018/1/16,9.8,12.6,7.0
2018/1/17,11.0,13.1,7.6
2018/1/18,9.8,12.1,6.7
2018/1/19,9.5,12.4,7.0
2018/1/20,9.0,12.6,6.0
2018/1/21,8.1,12.8,4.3
2018/1/22,6.3,8.3,3.7
2018/1/23,5.7,10.2,0.2
2018/1/24,0.4,2.1,-1.0
2018/1/25,1.6,3.5,-0.1
2018/1/26,1.6,3.3,0.6
2018/1/27,3.0,5.4,0.9
2018/1/28,5.2,6.8,2.9
2018/1/29,3.7,6.8,1.9
2018/1/30,3.2,4.9,1.6
2018/1/31,4.5,7.8,0.8
2018/2/1,5.5,8.1,3.9
2018/2/2,5.7,8.8,2.3
2018/2/3,5.3,7.7,3.2
2018/2/4,1.1,3.9,-0.4
2018/2/5,0.6,2.5,-1.7
2018/2/6,0.5,1.9,-0.5
2018/2/7,1.4,2.9,-0.3
2018/2/8,3.4,7.5,0.1
2018/2/9,6.2,9.7,2.4
2018/2/10,7.1,8.4,5.8
2018/2/11,3.6,8.4,0.3
2018/2/12,2.8,4.4,1.1
2018/2/13,4.0,6.6,1.9
2018/2/14,8.2,14.7,1.2
2018/2/15,9.5,11.8,5.1
2018/2/16,6.5,8.6,3.5
2018/2/17,7.1,10.2,3.3
2018/2/18,6.5,11.0,2.8
2018/2/19,7.8,9.2,6.8
2018/2/20,8.5,13.2,3.5
2018/2/21,8.5,11.7,5.4
2018/2/22,7.0,10.4,5.2
2018/2/23,7.4,11.9,3.4
2018/2/24,8.8,14.5,4.8
2018/2/25,9.0,11.4,7.6
2018/2/26,9.0,13.8,5.2
2018/2/27,8.7,15.0,3.9
2018/2/28,10.1,15.0,6.7
2018/3/1,10.6,14.3,8.4
2018/3/2,8.6,11.9,5.5
2018/3/3,8.8,10.9,6.3
2018/3/4,13.8,17.2,10.4
2018/3/5,11.5,16.8,8.1
2018/3/6,8.7,12.9,6.7
2018/3/7,8.2,10.5,5.3
2018/3/8,9.3,11.4,8.2
2018/3/9,6.3,8.4,4.7
2018/3/10,7.0,11.3,2.2
2018/3/11,10.2,14.9,6.0
2018/3/12,10.7,15.9,6.1
2018/3/13,13.2,19.3,8.7
2018/3/14,15.1,21.4,10.8
2018/3/15,14.1,16.1,11.5
2018/3/16,9.3,14.0,6.0
2018/3/17,8.0,13.0,4.2
2018/3/18,10.8,13.8,7.6
2018/3/19,12.5,13.6,11.5
2018/3/20,8.9,11.7,5.9
2018/3/21,7.1,9.2,5.6
2018/3/22,7.9,10.4,5.3
2018/3/23,9.5,14.9,3.8
2018/3/24,11.9,16.1,7.6
2018/3/25,13.9,17.4,11.3
2018/3/26,13.7,17.9,9.7
2018/3/27,14.3,19.6,9.4
2018/3/28,14.9,20.2,10.4
2018/3/29,15.1,19.6,11.5
2018/3/30,15.4,19.8,12.2
2018/3/31,14.4,18.0,10.6
