ダウンロードした時刻：2019/10/10 15:38:09

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,2.5,7.5,-1.1
2006/12/2,4.0,9.7,0.0
2006/12/3,1.2,4.8,-2.0
2006/12/4,1.4,6.5,-3.0
2006/12/5,2.8,9.7,-3.7
2006/12/6,2.5,8.0,-1.7
2006/12/7,4.0,9.4,-1.3
2006/12/8,2.9,5.5,-1.1
2006/12/9,2.2,5.7,-1.7
2006/12/10,2.8,8.7,-1.5
2006/12/11,1.0,7.1,-3.1
2006/12/12,0.9,6.4,-3.5
2006/12/13,7.1,11.3,0.0
2006/12/14,5.9,9.0,3.4
2006/12/15,4.2,8.9,1.9
2006/12/16,6.5,12.3,2.2
2006/12/17,2.9,4.2,1.4
2006/12/18,1.3,4.6,-1.6
2006/12/19,1.8,7.1,-2.3
2006/12/20,2.2,8.7,-2.4
2006/12/21,2.1,6.9,-1.6
2006/12/22,2.3,8.5,-1.1
2006/12/23,2.2,7.8,-2.5
2006/12/24,2.1,6.5,-1.2
2006/12/25,1.9,7.4,-1.9
2006/12/26,5.1,10.8,-1.3
2006/12/27,10.5,13.8,5.8
2006/12/28,6.8,10.9,3.3
2006/12/29,3.0,7.1,0.0
2006/12/30,1.6,6.4,-1.4
2006/12/31,1.4,5.8,-2.5
2007/1/1,3.0,9.2,-3.0
2007/1/2,4.3,10.5,-1.2
2007/1/3,0.3,5.6,-3.3
2007/1/4,1.1,8.7,-4.1
2007/1/5,1.2,7.2,-3.3
2007/1/6,3.9,9.0,-2.0
2007/1/7,7.3,9.7,5.5
2007/1/8,4.5,8.0,0.0
2007/1/9,1.4,4.4,-1.6
2007/1/10,0.9,5.7,-3.2
2007/1/11,1.5,5.3,-1.2
2007/1/12,1.0,6.1,-2.8
2007/1/13,0.5,5.6,-2.4
2007/1/14,0.6,4.3,-2.6
2007/1/15,1.5,6.6,-3.2
2007/1/16,2.0,6.7,-2.9
2007/1/17,1.7,6.2,-1.6
2007/1/18,0.9,7.8,-3.0
2007/1/19,1.9,5.9,-0.8
2007/1/20,1.3,5.4,-1.7
2007/1/21,0.3,5.2,-3.3
2007/1/22,2.6,8.5,-2.9
2007/1/23,3.0,6.9,-1.0
2007/1/24,2.4,8.2,-2.0
2007/1/25,1.1,7.5,-2.9
2007/1/26,-0.1,2.7,-4.0
2007/1/27,1.6,3.4,0.3
2007/1/28,2.6,6.1,1.0
2007/1/29,3.1,6.2,1.6
2007/1/30,3.1,7.8,0.2
2007/1/31,4.9,11.7,-0.5
2007/2/1,1.8,7.3,-1.2
2007/2/2,0.4,4.7,-2.0
2007/2/3,3.1,8.0,-3.7
2007/2/4,1.5,4.4,-1.0
2007/2/5,3.1,8.9,-3.1
2007/2/6,6.1,13.0,0.2
2007/2/7,3.3,7.3,0.5
2007/2/8,2.5,7.3,-2.3
2007/2/9,3.3,7.8,-1.4
2007/2/10,2.9,5.6,0.8
2007/2/11,2.5,7.3,-1.3
2007/2/12,0.5,5.4,-2.8
2007/2/13,-0.8,5.4,-5.6
2007/2/14,0.3,4.2,-2.6
2007/2/15,1.4,5.1,-0.9
2007/2/16,3.8,8.0,-0.4
2007/2/17,2.3,7.9,-2.1
2007/2/18,2.6,6.4,-1.8
2007/2/19,2.7,8.7,-1.9
2007/2/20,1.4,7.8,-4.6
2007/2/21,2.6,10.9,-2.0
2007/2/22,4.7,12.6,-3.5
2007/2/23,8.5,16.7,1.6
2007/2/24,0.7,5.2,-1.8
2007/2/25,0.8,5.2,-2.3
2007/2/26,0.1,1.1,-1.8
2007/2/27,1.9,8.3,-4.0
2007/2/28,1.1,3.7,-0.7
2007/3/1,1.2,5.3,-2.2
2007/3/2,1.5,5.5,-4.0
2007/3/3,3.6,9.9,-2.0
2007/3/4,5.1,8.6,2.8
2007/3/5,8.7,13.9,3.6
2007/3/6,7.0,12.0,-0.3
2007/3/7,-0.1,3.8,-2.7
2007/3/8,1.0,7.2,-4.7
2007/3/9,0.7,6.2,-3.1
2007/3/10,2.9,8.4,-4.3
2007/3/11,4.0,8.9,-2.2
2007/3/12,0.0,4.1,-2.4
2007/3/13,1.7,6.2,-0.8
2007/3/14,1.9,6.5,-1.8
2007/3/15,2.4,8.5,-2.4
2007/3/16,1.1,7.4,-2.8
2007/3/17,0.4,6.5,-3.1
2007/3/18,1.5,7.5,-2.7
2007/3/19,1.6,7.5,-3.2
2007/3/20,2.3,8.7,-2.4
2007/3/21,2.3,8.7,-3.0
2007/3/22,3.4,10.2,-2.7
2007/3/23,3.9,8.8,0.0
2007/3/24,6.5,12.4,-1.1
2007/3/25,10.7,16.9,6.0
2007/3/26,8.4,13.9,4.6
2007/3/27,8.6,17.2,0.8
2007/3/28,4.5,6.6,1.7
2007/3/29,2.3,4.6,0.0
2007/3/30,2.6,5.5,-0.1
2007/3/31,3.7,8.0,-1.3
