ダウンロードした時刻：2019/10/10 15:41:14

,白河,白河,白河
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,6.7,12.2,1.7
1980/12/2,5.1,8.7,-1.5
1980/12/3,9.5,14.8,6.9
1980/12/4,4.0,7.9,-2.5
1980/12/5,1.8,9.9,-3.8
1980/12/6,1.6,9.3,-3.8
1980/12/7,2.8,9.2,-3.3
1980/12/8,2.9,8.3,-0.8
1980/12/9,0.8,2.8,-1.2
1980/12/10,1.9,7.7,-2.0
1980/12/11,3.8,9.8,-3.4
1980/12/12,5.1,7.9,1.4
1980/12/13,0.6,4.7,-2.8
1980/12/14,0.4,3.3,-2.2
1980/12/15,0.3,2.5,-1.4
1980/12/16,2.9,4.4,0.2
1980/12/17,2.3,4.7,-0.2
1980/12/18,1.6,7.3,-4.1
1980/12/19,0.3,3.3,-3.7
1980/12/20,-2.8,0.6,-6.1
1980/12/21,-0.7,2.5,-6.3
1980/12/22,-0.1,2.6,-2.1
1980/12/23,-0.4,2.9,-4.4
1980/12/24,1.0,2.0,0.3
1980/12/25,2.9,6.4,-2.6
1980/12/26,1.2,6.6,-3.7
1980/12/27,-0.6,1.7,-4.4
1980/12/28,-1.7,3.5,-5.5
1980/12/29,1.3,4.3,-4.6
1980/12/30,1.9,5.0,-1.0
1980/12/31,1.1,5.0,-4.2
1981/1/1,-1.1,4.6,-6.4
1981/1/2,1.2,4.2,-1.3
1981/1/3,0.5,3.9,-1.8
1981/1/4,-0.8,3.5,-5.0
1981/1/5,-2.9,2.0,-7.3
1981/1/6,-2.8,0.7,-6.0
1981/1/7,-3.6,-1.9,-4.7
1981/1/8,-0.9,1.2,-4.7
1981/1/9,0.8,4.9,-1.8
1981/1/10,0.9,4.8,-1.6
1981/1/11,-1.8,1.7,-4.6
1981/1/12,-3.6,1.4,-8.9
1981/1/13,-5.1,-1.3,-9.7
1981/1/14,-2.8,1.2,-5.9
1981/1/15,-2.0,2.6,-5.5
1981/1/16,-2.6,2.4,-6.4
1981/1/17,-2.0,2.7,-6.2
1981/1/18,-2.2,2.9,-7.4
1981/1/19,-1.7,2.8,-6.8
1981/1/20,-2.7,0.5,-5.0
1981/1/21,-3.2,0.3,-5.4
1981/1/22,-2.5,-0.2,-5.3
1981/1/23,-0.7,2.7,-5.0
1981/1/24,-1.1,5.2,-6.7
1981/1/25,0.2,2.6,-2.7
1981/1/26,-2.9,0.2,-3.9
1981/1/27,-2.6,-0.1,-4.0
1981/1/28,-2.5,0.7,-4.6
1981/1/29,-1.1,4.8,-7.8
1981/1/30,-0.9,1.9,-2.8
1981/1/31,0.2,4.2,-5.1
1981/2/1,-2.4,-0.4,-5.8
1981/2/2,-0.4,2.4,-3.4
1981/2/3,-1.5,2.4,-7.0
1981/2/4,-0.1,2.6,-2.4
1981/2/5,-0.4,4.3,-4.8
1981/2/6,-1.0,4.6,-7.8
1981/2/7,-0.7,5.4,-7.0
1981/2/8,-0.4,3.2,-4.9
1981/2/9,-0.2,4.7,-5.0
1981/2/10,1.7,6.6,-2.4
1981/2/11,-1.5,1.3,-3.7
1981/2/12,1.3,8.2,-3.7
1981/2/13,2.8,11.4,-5.2
1981/2/14,4.7,9.8,-0.5
1981/2/15,3.6,7.3,-1.3
1981/2/16,5.3,11.8,1.0
1981/2/17,-0.6,2.9,-2.2
1981/2/18,-0.2,3.8,-7.6
1981/2/19,1.9,8.0,-0.9
1981/2/20,0.8,4.1,-1.7
1981/2/21,-1.2,1.9,-3.1
1981/2/22,-0.9,4.4,-3.9
1981/2/23,-1.7,0.5,-5.0
1981/2/24,-0.4,0.8,-1.8
1981/2/25,-3.3,-0.1,-6.2
1981/2/26,-5.8,-1.7,-11.4
1981/2/27,-5.9,-1.7,-9.7
1981/2/28,-4.0,1.1,-8.0
1981/3/1,-1.9,3.9,-9.1
1981/3/2,0.2,5.2,-3.8
1981/3/3,1.5,8.7,-7.2
1981/3/4,3.9,7.6,1.5
1981/3/5,1.8,6.2,-1.5
1981/3/6,0.4,6.1,-2.8
1981/3/7,0.6,5.7,-7.3
1981/3/8,2.6,6.5,0.0
1981/3/9,-0.5,1.1,-1.6
1981/3/10,0.0,4.9,-2.9
1981/3/11,-0.1,4.5,-3.9
1981/3/12,3.3,12.2,-3.9
1981/3/13,6.3,16.1,-3.7
1981/3/14,5.5,8.5,2.7
1981/3/15,6.2,9.8,1.6
1981/3/16,2.6,6.0,1.1
1981/3/17,1.8,5.4,-2.2
1981/3/18,5.2,13.5,-1.5
1981/3/19,8.7,18.5,-1.7
1981/3/20,10.6,17.5,5.7
1981/3/21,8.7,15.7,2.4
1981/3/22,8.3,14.0,4.0
1981/3/23,5.7,8.8,2.1
1981/3/24,5.5,12.7,-1.2
1981/3/25,3.2,9.1,0.2
1981/3/26,8.2,12.0,2.8
1981/3/27,3.6,6.7,0.8
1981/3/28,4.9,10.4,-0.8
1981/3/29,6.6,13.1,2.4
1981/3/30,4.6,8.8,1.9
1981/3/31,1.7,5.0,-2.4
