ダウンロードした時刻：2019/10/10 16:08:37

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,9.0,11.0,6.2
1999/12/2,10.0,12.0,8.4
1999/12/3,8.2,10.4,6.5
1999/12/4,7.2,10.8,1.2
1999/12/5,11.2,13.2,9.3
1999/12/6,10.9,15.7,7.2
1999/12/7,6.2,9.2,2.9
1999/12/8,5.5,9.4,2.7
1999/12/9,7.0,13.0,2.5
1999/12/10,8.4,13.9,3.3
1999/12/11,7.8,10.5,5.7
1999/12/12,5.8,7.2,4.9
1999/12/13,7.3,10.9,4.8
1999/12/14,7.1,9.2,4.6
1999/12/15,5.7,9.3,3.1
1999/12/16,6.5,11.3,1.7
1999/12/17,8.8,12.5,5.4
1999/12/18,5.8,7.1,4.0
1999/12/19,3.9,6.1,0.9
1999/12/20,2.2,6.3,-0.4
1999/12/21,3.0,6.9,-0.2
1999/12/22,3.4,7.3,0.3
1999/12/23,3.3,6.6,0.5
1999/12/24,4.8,11.0,-0.7
1999/12/25,6.6,10.8,2.5
1999/12/26,3.1,5.5,0.4
1999/12/27,5.4,9.2,0.8
1999/12/28,3.7,8.6,-1.0
1999/12/29,5.1,9.8,1.5
1999/12/30,5.6,10.0,2.1
1999/12/31,6.0,11.6,0.4
2000/1/1,6.4,8.5,3.3
2000/1/2,5.2,9.1,-0.1
2000/1/3,8.1,12.0,5.0
2000/1/4,7.7,9.3,3.9
2000/1/5,5.4,9.7,1.3
2000/1/6,9.4,13.2,5.7
2000/1/7,8.9,11.0,5.4
2000/1/8,4.7,8.1,1.7
2000/1/9,4.2,6.9,0.1
2000/1/10,7.7,10.4,5.5
2000/1/11,5.7,7.5,2.5
2000/1/12,5.2,8.3,2.2
2000/1/13,9.4,10.9,7.7
2000/1/14,8.6,11.3,6.6
2000/1/15,6.4,10.0,2.2
2000/1/16,4.6,7.7,-0.4
2000/1/17,7.2,9.9,5.5
2000/1/18,6.5,9.8,2.0
2000/1/19,4.4,10.5,-0.7
2000/1/20,3.2,6.3,-1.0
2000/1/21,-0.2,2.3,-1.4
2000/1/22,1.3,3.9,-1.0
2000/1/23,1.6,3.1,-0.3
2000/1/24,5.3,7.9,2.5
2000/1/25,3.5,6.1,1.0
2000/1/26,1.2,4.8,-1.7
2000/1/27,0.7,3.8,-1.9
2000/1/28,1.4,5.9,-1.4
2000/1/29,2.2,7.1,-2.4
2000/1/30,2.9,5.0,-0.3
2000/1/31,2.6,4.9,1.4
2000/2/1,2.4,3.6,0.6
2000/2/2,3.3,5.0,0.7
2000/2/3,3.5,7.7,-0.5
2000/2/4,4.0,6.8,1.0
2000/2/5,4.4,8.8,0.1
2000/2/6,4.3,7.1,1.2
2000/2/7,5.0,7.3,2.3
2000/2/8,2.2,5.6,-2.4
2000/2/9,0.8,3.8,-0.8
2000/2/10,1.5,4.8,-0.9
2000/2/11,2.8,5.7,-2.2
2000/2/12,6.0,10.2,1.3
2000/2/13,6.3,10.2,2.6
2000/2/14,5.3,9.1,1.8
2000/2/15,2.1,6.7,-1.0
2000/2/16,-0.6,0.9,-1.8
2000/2/17,0.7,3.3,-1.8
2000/2/18,0.6,1.5,-0.5
2000/2/19,1.3,3.9,-1.4
2000/2/20,3.4,6.0,0.4
2000/2/21,1.4,3.4,-0.4
2000/2/22,1.1,2.9,-0.6
2000/2/23,2.8,5.2,-0.5
2000/2/24,2.3,5.7,-0.8
2000/2/25,0.9,4.3,-1.6
2000/2/26,0.5,2.8,-1.3
2000/2/27,2.5,6.3,0.9
2000/2/28,2.2,6.7,-0.6
2000/2/29,-0.2,2.6,-2.5
2000/3/1,2.4,6.7,-0.7
2000/3/2,3.4,10.6,-2.4
2000/3/3,5.6,10.7,-0.1
2000/3/4,6.8,8.5,4.9
2000/3/5,8.3,11.4,3.8
2000/3/6,6.9,11.9,1.1
2000/3/7,4.9,8.5,2.0
2000/3/8,2.6,6.4,0.4
2000/3/9,1.1,3.4,0.4
2000/3/10,2.7,5.9,0.5
2000/3/11,2.7,5.6,0.2
2000/3/12,5.7,10.6,2.0
2000/3/13,4.3,8.4,0.5
2000/3/14,4.4,9.0,-1.0
2000/3/15,5.9,11.2,-0.1
2000/3/16,7.9,10.2,6.1
2000/3/17,5.5,8.0,0.9
2000/3/18,5.5,12.2,-0.9
2000/3/19,6.8,9.3,4.0
2000/3/20,6.3,8.5,4.2
2000/3/21,6.2,10.5,1.6
2000/3/22,6.7,9.8,2.4
2000/3/23,7.6,15.5,-0.1
2000/3/24,6.7,10.0,3.9
2000/3/25,4.1,7.7,1.5
2000/3/26,3.3,6.5,1.2
2000/3/27,6.0,11.9,0.9
2000/3/28,11.0,15.4,5.4
2000/3/29,9.2,13.7,6.4
2000/3/30,8.7,12.1,6.5
2000/3/31,8.4,13.0,3.6
