ダウンロードした時刻：2019/10/10 15:33:28

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,4.9,7.1,1.3
2009/12/2,4.0,6.9,1.9
2009/12/3,3.4,4.7,1.5
2009/12/4,0.8,3.4,-1.8
2009/12/5,3.1,9.3,-1.6
2009/12/6,4.6,9.3,-0.4
2009/12/7,1.0,2.4,-0.3
2009/12/8,3.2,4.9,1.5
2009/12/9,3.8,6.3,1.8
2009/12/10,1.5,3.8,-0.4
2009/12/11,3.0,5.5,-0.8
2009/12/12,6.5,10.4,3.7
2009/12/13,0.8,3.9,-0.8
2009/12/14,-1.9,0.0,-4.7
2009/12/15,-3.9,-2.9,-5.6
2009/12/16,-3.2,-1.3,-4.6
2009/12/17,-3.4,-2.4,-4.1
2009/12/18,-2.6,-0.5,-3.8
2009/12/19,-2.7,0.2,-5.1
2009/12/20,-3.1,-0.9,-5.5
2009/12/21,-3.0,-0.4,-5.9
2009/12/22,-0.6,1.0,-2.2
2009/12/23,0.6,2.5,-0.7
2009/12/24,-0.8,1.3,-3.0
2009/12/25,-2.6,0.2,-5.4
2009/12/26,0.3,3.2,-3.0
2009/12/27,1.6,3.2,-0.2
2009/12/28,1.7,5.9,-2.2
2009/12/29,-1.3,0.4,-3.2
2009/12/30,0.8,4.4,-0.7
2009/12/31,1.5,4.1,-0.8
2010/1/1,-1.3,0.8,-3.0
2010/1/2,1.1,1.8,0.5
2010/1/3,0.8,2.6,-1.2
2010/1/4,0.2,2.8,-1.9
2010/1/5,0.0,1.9,-2.0
2010/1/6,2.0,3.6,0.2
2010/1/7,0.7,3.5,-3.5
2010/1/8,-1.2,1.8,-5.1
2010/1/9,-0.1,2.2,-2.1
2010/1/10,-2.2,-1.2,-2.9
2010/1/11,-2.2,-0.3,-3.4
2010/1/12,-1.9,0.6,-3.9
2010/1/13,-2.0,0.5,-4.9
2010/1/14,-4.9,-3.6,-6.8
2010/1/15,-5.4,-3.5,-7.7
2010/1/16,-6.1,-4.0,-7.4
2010/1/17,-3.4,-0.6,-6.3
2010/1/18,-0.3,1.8,-2.5
2010/1/19,0.6,2.2,-1.1
2010/1/20,3.8,7.7,0.1
2010/1/21,-5.1,0.4,-8.2
2010/1/22,-5.2,-2.4,-7.6
2010/1/23,-1.9,-0.5,-2.9
2010/1/24,0.4,2.8,-2.0
2010/1/25,0.4,2.8,-3.4
2010/1/26,-4.5,-1.5,-5.9
2010/1/27,2.0,4.6,-1.7
2010/1/28,1.7,5.7,-2.3
2010/1/29,-1.8,0.6,-3.9
2010/1/30,-1.0,0.8,-3.1
2010/1/31,1.4,5.5,-1.3
2010/2/1,-4.9,-1.2,-6.7
2010/2/2,-6.6,-4.8,-8.2
2010/2/3,-9.4,-7.8,-11.2
2010/2/4,-6.6,-4.6,-8.3
2010/2/5,-7.9,-5.5,-10.2
2010/2/6,-7.4,-3.2,-10.8
2010/2/7,-0.4,2.1,-3.5
2010/2/8,0.4,2.3,-2.2
2010/2/9,-0.2,3.4,-3.1
2010/2/10,-3.2,-1.6,-4.6
2010/2/11,-3.3,-0.8,-5.7
2010/2/12,-5.1,-3.2,-7.5
2010/2/13,-5.5,-1.8,-9.1
2010/2/14,-3.4,-0.6,-6.0
2010/2/15,-3.3,-0.2,-5.4
2010/2/16,-4.4,-0.8,-7.3
2010/2/17,-4.2,-0.7,-7.4
2010/2/18,-1.9,0.5,-5.6
2010/2/19,-0.4,1.0,-2.6
2010/2/20,-3.2,-0.3,-5.3
2010/2/21,-2.8,-0.2,-5.5
2010/2/22,0.3,2.0,-3.4
2010/2/23,1.7,3.2,0.0
2010/2/24,2.2,4.3,0.1
2010/2/25,3.2,5.2,1.6
2010/2/26,3.6,8.1,-0.1
2010/2/27,-1.8,0.7,-3.8
2010/2/28,-1.2,1.8,-4.3
2010/3/1,-3.2,0.0,-5.8
2010/3/2,-2.8,-0.2,-6.5
2010/3/3,-0.7,2.1,-2.4
2010/3/4,-0.1,2.8,-4.0
2010/3/5,1.7,3.4,-0.3
2010/3/6,1.5,4.8,-2.2
2010/3/7,-2.1,0.3,-4.2
2010/3/8,-4.0,-1.5,-5.6
2010/3/9,-2.6,0.0,-5.9
2010/3/10,-2.0,-0.3,-3.4
2010/3/11,0.7,3.4,-0.6
2010/3/12,2.5,6.1,-2.2
2010/3/13,0.5,5.0,-3.8
2010/3/14,-1.7,0.4,-3.8
2010/3/15,-0.6,2.5,-1.8
2010/3/16,2.0,6.1,-1.5
2010/3/17,-2.3,-0.5,-3.4
2010/3/18,-0.6,2.3,-3.2
2010/3/19,1.6,4.0,-0.6
2010/3/20,1.8,4.4,0.6
2010/3/21,1.8,6.8,-1.5
2010/3/22,-0.1,2.3,-2.0
2010/3/23,1.1,3.5,-0.1
2010/3/24,2.3,6.0,-0.8
2010/3/25,0.4,2.4,-1.4
2010/3/26,-0.9,2.4,-4.1
2010/3/27,-2.7,0.2,-4.2
2010/3/28,-1.2,2.0,-3.9
2010/3/29,-1.0,2.6,-4.4
2010/3/30,1.3,5.6,-2.8
2010/3/31,4.8,8.4,1.0
