ダウンロードした時刻：2019/10/10 16:06:16

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,11.3,16.0,8.0
1991/12/2,10.4,14.0,4.2
1991/12/3,7.3,14.0,2.1
1991/12/4,8.2,14.4,4.9
1991/12/5,7.6,14.8,3.4
1991/12/6,10.2,15.6,5.8
1991/12/7,10.2,16.2,6.6
1991/12/8,9.9,14.0,7.4
1991/12/9,6.1,8.5,5.2
1991/12/10,6.4,10.6,4.4
1991/12/11,10.1,14.5,4.6
1991/12/12,1.9,6.0,0.6
1991/12/13,2.3,6.3,0.0
1991/12/14,4.8,11.4,1.2
1991/12/15,3.7,10.7,0.1
1991/12/16,5.6,13.5,-0.1
1991/12/17,11.5,16.6,4.9
1991/12/18,10.2,12.3,7.2
1991/12/19,7.3,9.6,5.6
1991/12/20,6.4,10.0,0.8
1991/12/21,5.0,13.5,-0.7
1991/12/22,7.2,13.9,2.0
1991/12/23,11.8,15.6,8.2
1991/12/24,12.0,15.3,9.3
1991/12/25,8.2,9.8,7.2
1991/12/26,7.5,9.2,5.2
1991/12/27,4.6,6.2,3.3
1991/12/28,5.3,9.2,0.2
1991/12/29,1.0,2.4,0.2
1991/12/30,1.6,4.4,0.0
1991/12/31,2.7,8.0,-0.2
1992/1/1,4.3,8.0,1.6
1992/1/2,5.2,11.7,2.3
1992/1/3,5.1,10.8,1.1
1992/1/4,4.5,7.8,2.2
1992/1/5,5.2,11.6,0.5
1992/1/6,5.4,6.5,3.8
1992/1/7,8.9,14.0,5.8
1992/1/8,7.1,11.5,3.7
1992/1/9,6.4,8.4,4.6
1992/1/10,6.9,8.3,5.2
1992/1/11,5.4,10.3,0.8
1992/1/12,5.0,13.2,-0.4
1992/1/13,6.3,12.8,0.1
1992/1/14,4.4,7.1,1.0
1992/1/15,4.1,5.9,1.4
1992/1/16,3.6,9.5,-0.6
1992/1/17,4.2,8.6,0.8
1992/1/18,2.6,7.5,-0.2
1992/1/19,0.9,2.9,-0.1
1992/1/20,2.3,5.1,0.4
1992/1/21,2.6,9.2,-0.6
1992/1/22,4.1,11.7,-1.1
1992/1/23,3.1,9.0,0.3
1992/1/24,2.1,7.6,0.0
1992/1/25,4.1,11.4,-1.4
1992/1/26,5.8,12.2,1.8
1992/1/27,5.4,12.7,0.2
1992/1/28,7.1,14.5,1.5
1992/1/29,8.2,10.0,6.1
1992/1/30,6.1,7.6,4.1
1992/1/31,4.7,6.8,2.8
1992/2/1,2.2,5.4,-0.3
1992/2/2,2.6,7.1,0.3
1992/2/3,5.1,11.1,1.1
1992/2/4,7.5,11.0,4.8
1992/2/5,4.5,6.1,-0.1
1992/2/6,3.5,10.8,-2.5
1992/2/7,4.0,8.3,0.3
1992/2/8,1.8,6.2,0.2
1992/2/9,1.8,5.5,-0.4
1992/2/10,3.9,10.6,0.0
1992/2/11,3.3,5.8,-0.7
1992/2/12,4.0,11.9,-2.6
1992/2/13,5.6,11.8,0.4
1992/2/14,3.1,7.1,-0.2
1992/2/15,4.8,9.1,-0.3
1992/2/16,3.9,7.3,1.4
1992/2/17,2.7,6.4,-0.6
1992/2/18,4.3,11.2,-1.5
1992/2/19,2.6,4.6,1.2
1992/2/20,2.4,6.1,0.4
1992/2/21,0.7,2.7,-0.8
1992/2/22,1.0,3.7,-0.5
1992/2/23,2.3,8.7,-1.9
1992/2/24,2.2,5.9,0.2
1992/2/25,2.5,4.7,0.8
1992/2/26,3.6,8.4,-0.5
1992/2/27,6.1,16.4,-1.9
1992/2/28,8.1,15.9,0.3
1992/2/29,13.6,17.1,9.9
1992/3/1,11.2,14.6,8.5
1992/3/2,6.5,8.8,5.4
1992/3/3,5.4,6.7,4.2
1992/3/4,5.3,8.5,2.5
1992/3/5,6.0,8.1,2.9
1992/3/6,5.5,7.8,2.8
1992/3/7,4.4,8.1,-1.1
1992/3/8,4.7,13.1,-2.4
1992/3/9,6.9,13.6,0.2
1992/3/10,9.0,12.8,5.1
1992/3/11,6.7,12.3,2.8
1992/3/12,8.7,18.7,0.6
1992/3/13,9.8,19.0,2.7
1992/3/14,11.1,21.0,2.7
1992/3/15,12.5,15.9,9.7
1992/3/16,8.3,9.9,6.5
1992/3/17,6.0,7.9,4.0
1992/3/18,6.2,7.8,4.2
1992/3/19,7.3,11.4,4.0
1992/3/20,7.6,12.8,2.2
1992/3/21,5.8,7.5,4.5
1992/3/22,5.3,8.9,-0.4
1992/3/23,4.5,7.8,-0.8
1992/3/24,8.8,11.3,6.9
1992/3/25,9.8,13.7,7.2
1992/3/26,9.6,10.9,8.1
1992/3/27,8.6,10.1,4.3
1992/3/28,7.5,11.2,3.8
1992/3/29,10.4,12.8,8.3
1992/3/30,10.9,14.0,6.4
1992/3/31,9.2,15.8,2.6
