ダウンロードした時刻：2019/10/10 15:50:30

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,6.7,13.3,1.2
2005/12/2,7.6,14.4,2.4
2005/12/3,5.6,10.2,2.4
2005/12/4,3.9,6.4,1.7
2005/12/5,5.0,11.1,1.0
2005/12/6,5.3,10.9,2.2
2005/12/7,5.1,9.5,0.8
2005/12/8,5.4,10.8,0.5
2005/12/9,6.2,14.3,1.4
2005/12/10,6.0,12.9,0.7
2005/12/11,3.5,6.9,-0.5
2005/12/12,1.6,6.0,-2.6
2005/12/13,1.7,7.0,-1.9
2005/12/14,2.4,10.0,-3.1
2005/12/15,2.4,8.0,-1.7
2005/12/16,3.4,10.9,-0.8
2005/12/17,4.3,11.4,-1.0
2005/12/18,0.2,3.6,-2.0
2005/12/19,0.6,4.5,-3.1
2005/12/20,3.1,9.6,-2.1
2005/12/21,3.1,8.7,-0.3
2005/12/22,0.9,6.2,-2.6
2005/12/23,1.6,8.6,-3.9
2005/12/24,1.6,6.4,-1.0
2005/12/25,1.8,8.3,-3.0
2005/12/26,2.5,6.4,-2.0
2005/12/27,0.5,6.2,-4.5
2005/12/28,0.2,4.6,-4.4
2005/12/29,1.1,6.6,-4.1
2005/12/30,1.6,7.3,-3.1
2005/12/31,2.0,5.6,-2.2
2006/1/1,1.3,6.4,-2.4
2006/1/2,3.7,7.6,0.8
2006/1/3,2.0,6.5,-0.6
2006/1/4,1.2,4.8,-1.2
2006/1/5,0.6,5.9,-2.9
2006/1/6,-1.0,3.6,-6.1
2006/1/7,-0.3,6.2,-4.6
2006/1/8,0.4,7.0,-4.6
2006/1/9,1.1,7.5,-4.2
2006/1/10,2.5,8.3,-0.6
2006/1/11,3.3,9.5,-0.9
2006/1/12,2.4,7.3,-1.6
2006/1/13,1.5,4.8,-2.8
2006/1/14,5.2,10.6,0.2
2006/1/15,8.5,13.3,4.7
2006/1/16,6.5,10.8,1.7
2006/1/17,4.6,7.5,1.0
2006/1/18,3.2,7.6,0.8
2006/1/19,1.4,6.2,-2.5
2006/1/20,1.7,7.8,-3.0
2006/1/21,1.4,4.4,-0.6
2006/1/22,2.6,9.3,-1.2
2006/1/23,-0.3,2.5,-3.0
2006/1/24,1.8,6.8,-1.6
2006/1/25,2.0,7.7,-2.8
2006/1/26,3.3,9.0,-1.4
2006/1/27,3.5,10.7,-0.8
2006/1/28,2.4,7.4,-1.7
2006/1/29,2.8,9.5,-2.8
2006/1/30,7.6,15.0,0.3
2006/1/31,5.4,9.2,3.5
2006/2/1,4.2,6.4,3.4
2006/2/2,4.5,9.0,0.7
2006/2/3,2.7,12.9,-2.6
2006/2/4,-1.4,3.3,-4.6
2006/2/5,-1.1,3.8,-6.0
2006/2/6,0.2,4.9,-3.8
2006/2/7,4.6,10.2,-0.7
2006/2/8,5.4,13.2,-0.1
2006/2/9,1.7,6.1,-1.7
2006/2/10,2.3,9.0,-4.3
2006/2/11,6.0,13.0,0.1
2006/2/12,2.3,5.5,-0.3
2006/2/13,3.5,11.0,-3.2
2006/2/14,7.6,14.0,-0.8
2006/2/15,13.4,21.0,7.1
2006/2/16,7.8,9.4,6.6
2006/2/17,4.5,7.5,-0.3
2006/2/18,3.1,9.0,-1.9
2006/2/19,4.3,9.7,-1.2
2006/2/20,3.5,7.2,1.4
2006/2/21,6.8,11.3,2.3
2006/2/22,8.4,12.2,4.4
2006/2/23,11.0,16.5,7.3
2006/2/24,5.9,7.8,4.4
2006/2/25,7.1,12.8,1.5
2006/2/26,6.3,10.9,3.6
2006/2/27,5.2,10.7,1.2
2006/2/28,3.3,7.9,-0.2
2006/3/1,4.7,8.1,1.6
2006/3/2,6.9,13.0,1.8
2006/3/3,4.3,11.1,0.4
2006/3/4,4.2,11.8,-1.8
2006/3/5,6.0,13.4,0.1
2006/3/6,8.9,16.2,3.5
2006/3/7,7.5,10.6,3.6
2006/3/8,8.7,16.3,2.9
2006/3/9,7.4,12.8,3.0
2006/3/10,6.8,9.0,4.9
2006/3/11,10.2,17.1,3.1
2006/3/12,10.3,16.9,5.6
2006/3/13,3.3,7.0,-0.1
2006/3/14,2.3,8.7,-2.8
2006/3/15,6.5,15.5,-2.0
2006/3/16,8.3,13.7,2.2
2006/3/17,9.1,13.8,5.9
2006/3/18,9.7,14.6,4.1
2006/3/19,7.6,14.6,2.4
2006/3/20,6.1,12.0,0.9
2006/3/21,8.5,17.5,1.0
2006/3/22,8.8,15.8,3.0
2006/3/23,10.1,19.0,4.9
2006/3/24,7.9,12.8,4.7
2006/3/25,9.4,16.1,2.0
2006/3/26,11.1,15.9,7.5
2006/3/27,11.6,17.9,7.2
2006/3/28,11.7,15.6,6.1
2006/3/29,6.0,10.3,1.8
2006/3/30,4.2,10.8,0.0
2006/3/31,5.4,10.4,0.1
