É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:24

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2009/12/1,8.8,14.6,3.9
2009/12/2,9.0,16.0,2.9
2009/12/3,8.6,10.5,6.6
2009/12/4,11.6,16.0,8.9
2009/12/5,8.8,12.1,7.2
2009/12/6,9.8,17.8,3.2
2009/12/7,8.6,13.6,6.3
2009/12/8,8.2,12.6,4.8
2009/12/9,8.3,11.2,5.3
2009/12/10,10.0,14.5,5.9
2009/12/11,7.0,8.9,5.5
2009/12/12,12.3,18.2,7.0
2009/12/13,10.1,13.1,8.2
2009/12/14,7.0,10.5,2.9
2009/12/15,6.2,10.3,2.6
2009/12/16,3.9,8.0,0.8
2009/12/17,4.6,9.4,0.5
2009/12/18,2.8,10.4,-1.7
2009/12/19,3.1,8.6,-1.3
2009/12/20,3.2,10.3,-2.7
2009/12/21,4.0,8.0,-0.4
2009/12/22,3.8,11.3,-3.0
2009/12/23,5.0,12.7,-1.8
2009/12/24,8.6,13.6,1.2
2009/12/25,7.7,12.2,3.2
2009/12/26,8.0,13.4,4.6
2009/12/27,8.7,12.2,6.4
2009/12/28,8.1,15.4,4.1
2009/12/29,6.4,10.9,2.9
2009/12/30,4.7,9.1,2.3
2009/12/31,3.6,9.6,-1.2
2010/1/1,3.0,7.8,-2.0
2010/1/2,5.4,11.4,0.5
2010/1/3,3.4,10.5,-2.6
2010/1/4,4.4,9.5,-0.4
2010/1/5,5.3,13.3,0.8
2010/1/6,4.7,10.1,-0.8
2010/1/7,6.2,11.5,0.9
2010/1/8,5.8,11.4,2.6
2010/1/9,5.0,11.0,-0.4
2010/1/10,5.1,11.4,-1.5
2010/1/11,3.0,6.8,0.0
2010/1/12,1.8,4.4,-1.1
2010/1/13,3.1,7.5,-0.2
2010/1/14,1.8,7.9,-2.7
2010/1/15,2.1,8.9,-3.9
2010/1/16,2.0,6.5,-1.1
2010/1/17,3.2,9.8,-2.1
2010/1/18,2.7,9.6,-3.7
2010/1/19,6.9,14.7,-1.0
2010/1/20,7.8,15.3,0.4
2010/1/21,8.6,19.2,4.0
2010/1/22,4.5,9.9,0.1
2010/1/23,5.0,11.6,-1.0
2010/1/24,5.2,12.0,-0.1
2010/1/25,6.0,11.8,-0.3
2010/1/26,4.8,9.7,1.3
2010/1/27,3.6,10.4,-3.7
2010/1/28,7.9,15.2,0.9
2010/1/29,7.1,13.0,2.4
2010/1/30,7.1,14.6,-0.3
2010/1/31,7.1,13.4,1.0
2010/2/1,4.5,9.7,0.3
2010/2/2,1.8,3.8,-1.2
2010/2/3,2.7,7.7,-1.3
2010/2/4,1.3,7.6,-4.2
2010/2/5,2.7,9.7,-3.8
2010/2/6,1.1,5.2,-1.8
2010/2/7,3.5,8.9,-1.8
2010/2/8,3.7,10.2,-3.0
2010/2/9,10.0,20.4,0.2
2010/2/10,8.0,11.6,4.5
2010/2/11,3.5,5.0,0.8
2010/2/12,2.6,4.8,1.0
2010/2/13,1.1,2.5,-0.3
2010/2/14,2.3,7.5,-2.4
2010/2/15,4.5,6.9,1.9
2010/2/16,3.0,4.7,0.5
2010/2/17,2.0,3.7,-0.9
2010/2/18,2.8,8.0,0.0
2010/2/19,2.8,9.7,-2.2
2010/2/20,5.0,12.5,-2.2
2010/2/21,5.9,11.3,2.5
2010/2/22,4.6,7.1,1.6
2010/2/23,7.8,17.0,-0.4
2010/2/24,10.9,17.6,3.9
2010/2/25,11.5,18.6,4.8
2010/2/26,12.1,15.5,8.8
2010/2/27,12.0,19.1,7.5
2010/2/28,7.0,11.2,4.4
2010/3/1,8.0,11.0,4.7
2010/3/2,4.9,6.9,3.5
2010/3/3,8.0,15.1,3.6
2010/3/4,6.4,9.0,4.7
2010/3/5,12.6,21.5,4.5
2010/3/6,12.8,15.8,9.2
2010/3/7,5.7,9.3,2.5
2010/3/8,5.4,9.4,2.7
2010/3/9,2.0,4.7,0.2
2010/3/10,2.6,5.1,0.2
2010/3/11,6.2,11.3,0.9
2010/3/12,7.1,13.5,0.8
2010/3/13,11.2,21.8,2.6
2010/3/14,10.5,17.2,5.5
2010/3/15,9.6,12.6,5.1
2010/3/16,13.6,20.6,7.8
2010/3/17,8.5,14.1,4.2
2010/3/18,8.0,14.7,3.9
2010/3/19,8.4,14.6,4.1
2010/3/20,11.7,19.9,4.2
2010/3/21,12.0,19.8,4.5
2010/3/22,8.8,14.2,3.2
2010/3/23,10.3,14.7,7.2
2010/3/24,6.6,9.9,1.8
2010/3/25,5.4,8.0,2.3
2010/3/26,7.3,12.7,3.2
2010/3/27,7.8,14.1,2.2
2010/3/28,4.7,7.1,2.0
2010/3/29,4.3,10.6,0.3
2010/3/30,5.5,12.0,-0.5
2010/3/31,6.3,12.6,-0.6
