ダウンロードした時刻：2019/10/10 15:41:03

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,9.1,16.7,4.3
2010/12/2,8.6,16.8,1.6
2010/12/3,11.6,18.5,6.1
2010/12/4,8.5,11.9,3.8
2010/12/5,10.4,17.0,5.1
2010/12/6,8.7,16.5,3.7
2010/12/7,7.1,11.3,4.3
2010/12/8,5.5,9.1,1.4
2010/12/9,3.1,7.0,-0.5
2010/12/10,4.9,8.4,1.6
2010/12/11,7.2,14.1,-0.3
2010/12/12,6.8,9.5,3.1
2010/12/13,2.2,4.2,0.7
2010/12/14,7.8,13.4,2.7
2010/12/15,3.2,8.2,0.5
2010/12/16,1.2,3.6,-0.6
2010/12/17,2.6,7.4,-1.2
2010/12/18,2.9,7.6,-1.7
2010/12/19,3.7,8.6,0.2
2010/12/20,7.3,14.0,1.7
2010/12/21,6.4,10.5,1.2
2010/12/22,8.2,9.8,6.0
2010/12/23,8.2,11.8,4.2
2010/12/24,2.8,6.6,-0.4
2010/12/25,0.3,2.0,-1.0
2010/12/26,2.6,7.2,0.0
2010/12/27,3.1,6.3,0.4
2010/12/28,4.6,11.5,-0.3
2010/12/29,3.8,7.1,1.3
2010/12/30,1.1,3.9,-0.6
2010/12/31,2.7,5.8,0.6
2011/1/1,3.2,6.4,1.0
2011/1/2,3.5,7.5,0.1
2011/1/3,1.3,7.9,-2.4
2011/1/4,1.5,7.6,-3.0
2011/1/5,4.2,8.7,-1.2
2011/1/6,1.2,4.5,-2.2
2011/1/7,-0.7,1.1,-2.5
2011/1/8,2.7,5.9,-0.3
2011/1/9,1.5,5.1,-1.5
2011/1/10,-1.1,1.0,-2.3
2011/1/11,-0.4,3.0,-2.9
2011/1/12,-0.4,5.0,-4.2
2011/1/13,-0.8,1.4,-1.7
2011/1/14,-1.0,3.4,-4.3
2011/1/15,-1.9,2.8,-4.7
2011/1/16,-2.0,1.3,-3.7
2011/1/17,0.4,2.2,-1.6
2011/1/18,1.8,4.4,-0.8
2011/1/19,0.9,3.4,-1.0
2011/1/20,-0.3,2.0,-2.0
2011/1/21,0.5,3.7,-2.0
2011/1/22,0.3,4.4,-3.9
2011/1/23,0.2,2.8,-3.4
2011/1/24,-2.0,3.0,-5.9
2011/1/25,-0.5,5.6,-5.3
2011/1/26,0.5,6.8,-5.4
2011/1/27,0.0,2.8,-2.8
2011/1/28,-0.4,2.5,-3.2
2011/1/29,-0.4,4.7,-3.2
2011/1/30,-2.1,0.2,-3.6
2011/1/31,-1.3,2.9,-5.5
2011/2/1,1.4,4.7,-3.5
2011/2/2,2.3,8.1,-2.6
2011/2/3,2.7,11.2,-3.1
2011/2/4,2.6,10.2,-2.3
2011/2/5,2.4,7.7,-2.5
2011/2/6,3.0,9.4,-2.9
2011/2/7,3.9,6.2,1.1
2011/2/8,2.8,7.4,0.6
2011/2/9,1.6,4.3,-0.9
2011/2/10,0.6,2.9,-0.5
2011/2/11,0.9,3.9,-1.3
2011/2/12,0.3,2.3,-1.2
2011/2/13,1.1,5.1,-2.8
2011/2/14,0.8,6.4,-3.7
2011/2/15,2.2,6.5,0.1
2011/2/16,2.5,10.2,-2.9
2011/2/17,5.5,12.7,-1.8
2011/2/18,5.3,10.0,0.6
2011/2/19,3.0,7.5,-1.0
2011/2/20,3.3,11.3,-3.3
2011/2/21,2.9,9.2,-2.0
2011/2/22,2.8,10.9,-3.3
2011/2/23,5.3,13.2,-0.2
2011/2/24,8.7,17.3,0.0
2011/2/25,7.3,12.8,0.7
2011/2/26,2.3,5.8,0.3
2011/2/27,4.3,12.5,-2.5
2011/2/28,1.3,4.9,0.4
2011/3/1,3.1,5.4,1.1
2011/3/2,3.0,6.8,-1.4
2011/3/3,-0.8,3.0,-2.7
2011/3/4,-1.0,2.3,-3.3
2011/3/5,2.5,7.3,-2.0
2011/3/6,4.3,11.4,-2.9
2011/3/7,2.9,5.5,1.5
2011/3/8,2.6,7.7,-1.2
2011/3/9,2.9,7.8,-0.6
2011/3/10,1.0,5.6,-3.0
2011/3/11,1.9,7.9,-1.2
2011/3/12,4.0,9.7,-0.1
2011/3/13,6.7,16.7,-1.9
2011/3/14,9.8,19.3,0.6
2011/3/15,5.6,9.5,0.6
2011/3/16,1.3,6.3,-2.7
2011/3/17,0.1,5.0,-3.7
2011/3/18,1.7,7.0,-3.1
2011/3/19,6.8,15.8,-1.0
2011/3/20,8.1,13.3,3.1
2011/3/21,7.9,10.2,5.3
2011/3/22,5.7,10.1,3.8
2011/3/23,3.1,7.3,0.4
2011/3/24,2.8,10.2,-2.2
2011/3/25,2.2,9.0,-1.4
2011/3/26,2.1,7.2,0.0
2011/3/27,2.2,7.2,-1.3
2011/3/28,4.1,11.5,-2.6
2011/3/29,6.7,14.6,-1.5
2011/3/30,7.4,16.4,0.6
2011/3/31,6.8,12.2,3.3
