ダウンロードした時刻：2019/10/10 16:18:38

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,8.9,13.4,4.3
2008/12/2,10.3,16.2,5.8
2008/12/3,10.9,17.0,5.4
2008/12/4,13.6,19.5,6.5
2008/12/5,12.0,19.5,6.9
2008/12/6,3.6,7.1,1.6
2008/12/7,4.0,8.7,0.6
2008/12/8,6.2,12.4,0.2
2008/12/9,11.0,14.6,6.8
2008/12/10,12.4,17.3,8.0
2008/12/11,10.3,16.3,5.4
2008/12/12,11.2,15.2,7.2
2008/12/13,10.3,14.8,5.2
2008/12/14,9.5,12.1,7.9
2008/12/15,8.9,13.5,4.6
2008/12/16,9.2,13.2,4.2
2008/12/17,10.4,14.5,6.4
2008/12/18,10.2,15.6,5.5
2008/12/19,8.4,12.6,4.8
2008/12/20,8.6,14.3,2.8
2008/12/21,11.6,19.6,5.5
2008/12/22,9.2,11.6,7.1
2008/12/23,6.9,10.0,4.8
2008/12/24,6.9,10.6,1.9
2008/12/25,9.1,14.5,5.6
2008/12/26,5.6,8.1,3.7
2008/12/27,6.1,9.9,3.0
2008/12/28,7.9,12.3,3.4
2008/12/29,8.1,12.3,5.0
2008/12/30,8.8,12.0,5.3
2008/12/31,5.6,9.1,3.5
2009/1/1,4.9,7.7,3.1
2009/1/2,6.9,9.8,4.7
2009/1/3,7.4,11.0,4.6
2009/1/4,8.1,12.4,3.6
2009/1/5,9.4,13.1,6.7
2009/1/6,7.6,10.8,5.5
2009/1/7,6.3,8.6,3.3
2009/1/8,7.5,11.3,2.6
2009/1/9,8.0,11.8,4.9
2009/1/10,4.7,8.0,2.9
2009/1/11,3.9,6.3,0.7
2009/1/12,3.3,5.4,0.9
2009/1/13,4.0,7.6,1.8
2009/1/14,4.6,8.9,0.5
2009/1/15,3.6,6.5,1.3
2009/1/16,5.5,9.7,-0.7
2009/1/17,7.6,12.5,3.5
2009/1/18,7.1,12.5,2.3
2009/1/19,9.6,12.2,6.0
2009/1/20,6.5,10.4,3.6
2009/1/21,5.1,6.7,2.7
2009/1/22,6.1,7.0,5.2
2009/1/23,9.1,13.8,3.9
2009/1/24,1.6,4.6,-1.4
2009/1/25,3.5,9.0,-2.0
2009/1/26,5.3,9.0,0.3
2009/1/27,6.4,9.7,3.7
2009/1/28,6.3,12.0,1.0
2009/1/29,8.7,13.3,2.8
2009/1/30,10.8,12.3,8.9
2009/1/31,9.6,11.5,6.7
2009/2/1,6.5,8.9,4.2
2009/2/2,5.6,10.1,2.2
2009/2/3,5.4,8.2,1.9
2009/2/4,7.2,10.1,4.5
2009/2/5,8.5,14.3,3.4
2009/2/6,8.7,11.1,5.3
2009/2/7,5.8,10.5,1.1
2009/2/8,7.4,9.8,3.4
2009/2/9,5.7,10.7,0.3
2009/2/10,8.8,13.4,5.8
2009/2/11,9.1,15.1,3.2
2009/2/12,10.1,13.5,6.9
2009/2/13,14.7,20.1,6.6
2009/2/14,15.6,21.0,10.6
2009/2/15,12.8,17.7,8.1
2009/2/16,8.3,13.1,2.9
2009/2/17,4.1,7.3,1.8
2009/2/18,6.5,11.7,1.6
2009/2/19,6.3,9.3,3.6
2009/2/20,9.6,14.5,6.1
2009/2/21,6.5,10.3,3.4
2009/2/22,6.0,14.7,1.0
2009/2/23,9.8,14.9,7.9
2009/2/24,8.8,10.2,7.3
2009/2/25,11.1,14.1,9.6
2009/2/26,9.9,13.0,7.7
2009/2/27,6.6,8.3,5.7
2009/2/28,8.6,11.2,5.9
2009/3/1,10.3,14.6,7.0
2009/3/2,6.4,8.8,4.4
2009/3/3,5.2,6.9,4.4
2009/3/4,8.2,11.6,5.7
2009/3/5,9.3,14.1,4.8
2009/3/6,12.3,15.8,9.5
2009/3/7,10.0,12.6,8.3
2009/3/8,9.6,12.2,6.9
2009/3/9,9.5,12.1,7.8
2009/3/10,11.3,16.3,7.7
2009/3/11,8.7,13.5,5.2
2009/3/12,8.4,12.1,4.6
2009/3/13,12.5,16.9,6.6
2009/3/14,8.5,14.9,4.5
2009/3/15,7.8,12.5,3.6
2009/3/16,10.1,16.0,3.7
2009/3/17,13.5,20.7,6.4
2009/3/18,14.1,21.3,6.8
2009/3/19,16.0,22.5,10.5
2009/3/20,13.1,15.9,7.3
2009/3/21,11.4,16.7,4.7
2009/3/22,17.3,20.9,14.5
2009/3/23,11.2,14.6,7.4
2009/3/24,9.8,14.1,5.6
2009/3/25,8.9,13.7,5.4
2009/3/26,8.8,14.1,3.4
2009/3/27,10.0,14.4,5.4
2009/3/28,8.2,11.2,5.5
2009/3/29,8.7,12.8,5.5
2009/3/30,9.2,13.5,4.8
2009/3/31,8.9,12.4,6.1
