ダウンロードした時刻：2019/10/10 15:36:07

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,2.4,5.3,-0.4
1987/12/2,0.7,4.3,-1.7
1987/12/3,1.0,2.5,-1.8
1987/12/4,-0.1,1.7,-2.3
1987/12/5,-0.9,0.5,-1.8
1987/12/6,-1.6,1.1,-4.2
1987/12/7,-2.9,1.1,-10.0
1987/12/8,1.8,5.6,-3.2
1987/12/9,3.4,6.1,0.9
1987/12/10,5.5,10.4,0.6
1987/12/11,4.5,12.3,0.1
1987/12/12,1.5,4.2,-0.7
1987/12/13,1.1,3.3,-1.4
1987/12/14,0.1,1.8,-1.5
1987/12/15,3.8,10.1,-0.7
1987/12/16,3.3,6.8,0.0
1987/12/17,-2.4,2.7,-5.9
1987/12/18,-0.1,2.1,-3.7
1987/12/19,1.5,5.3,-1.4
1987/12/20,0.6,3.0,-2.8
1987/12/21,-0.2,1.6,-4.4
1987/12/22,1.5,3.1,-1.8
1987/12/23,3.5,7.8,-0.2
1987/12/24,7.2,11.8,2.0
1987/12/25,8.4,13.3,4.7
1987/12/26,8.9,12.2,5.5
1987/12/27,11.7,13.7,10.5
1987/12/28,12.6,14.9,6.2
1987/12/29,8.3,13.5,4.5
1987/12/30,1.5,11.4,-4.8
1987/12/31,-3.0,-0.6,-4.8
1988/1/1,1.7,8.3,-4.4
1988/1/2,1.0,2.6,-0.8
1988/1/3,-0.2,1.9,-1.7
1988/1/4,0.3,2.6,-2.3
1988/1/5,-2.0,1.2,-3.5
1988/1/6,-1.3,0.5,-3.4
1988/1/7,1.6,4.1,-1.4
1988/1/8,3.3,6.7,1.3
1988/1/9,0.7,3.5,-3.4
1988/1/10,-3.3,-1.9,-4.4
1988/1/11,-1.2,0.8,-3.2
1988/1/12,1.8,4.6,-1.1
1988/1/13,2.4,6.6,-0.7
1988/1/14,4.4,9.0,1.0
1988/1/15,4.0,7.9,1.3
1988/1/16,1.2,2.4,0.0
1988/1/17,0.8,2.8,-1.0
1988/1/18,-2.1,1.1,-4.7
1988/1/19,0.2,2.8,-3.4
1988/1/20,1.1,6.0,-4.1
1988/1/21,5.5,9.8,-1.0
1988/1/22,8.5,12.6,5.2
1988/1/23,1.9,8.3,-1.7
1988/1/24,-2.1,-1.0,-2.9
1988/1/25,-2.5,-1.3,-3.7
1988/1/26,-2.2,-1.4,-3.1
1988/1/27,-2.2,0.1,-4.4
1988/1/28,-2.4,-0.3,-3.7
1988/1/29,-1.2,1.2,-3.9
1988/1/30,-1.7,-0.3,-3.8
1988/1/31,-0.7,1.5,-2.3
1988/2/1,-2.4,0.7,-4.1
1988/2/2,0.0,4.2,-4.5
1988/2/3,-5.8,-2.6,-7.7
1988/2/4,-2.1,0.0,-6.0
1988/2/5,0.2,5.6,-2.9
1988/2/6,0.0,2.5,-2.5
1988/2/7,-3.7,-2.3,-5.4
1988/2/8,-1.8,-0.2,-3.5
1988/2/9,-1.4,1.2,-5.1
1988/2/10,-3.2,-0.4,-6.1
1988/2/11,-3.0,-1.8,-3.9
1988/2/12,-1.9,1.3,-6.4
1988/2/13,-1.4,-0.1,-3.2
1988/2/14,-3.9,-2.3,-5.7
1988/2/15,-4.1,-0.5,-6.7
1988/2/16,-4.7,-3.0,-6.6
1988/2/17,-4.4,-2.5,-6.0
1988/2/18,-3.0,-1.2,-5.1
1988/2/19,-2.0,0.6,-5.0
1988/2/20,-1.3,1.3,-3.4
1988/2/21,-3.4,-0.8,-5.8
1988/2/22,-3.0,1.5,-11.1
1988/2/23,0.7,3.6,-1.8
1988/2/24,-0.2,1.1,-0.9
1988/2/25,-0.8,2.0,-2.2
1988/2/26,-0.3,2.4,-2.7
1988/2/27,-0.8,1.0,-2.6
1988/2/28,-1.4,1.0,-3.5
1988/2/29,-0.1,1.7,-2.1
1988/3/1,1.5,4.9,-2.0
1988/3/2,1.8,4.0,0.7
1988/3/3,0.5,2.7,-1.8
1988/3/4,-0.3,2.0,-3.0
1988/3/5,-1.2,1.8,-3.0
1988/3/6,-2.0,2.1,-6.7
1988/3/7,0.2,4.0,-2.7
1988/3/8,-1.9,0.6,-3.7
1988/3/9,-2.2,-0.3,-4.6
1988/3/10,0.2,3.6,-5.1
1988/3/11,5.2,9.5,-0.6
1988/3/12,5.0,8.6,3.0
1988/3/13,7.2,10.2,4.0
1988/3/14,9.3,13.0,6.6
1988/3/15,-0.7,7.0,-5.8
1988/3/16,0.3,2.8,-5.4
1988/3/17,2.8,5.6,0.1
1988/3/18,4.0,6.3,-0.1
1988/3/19,3.5,7.5,-0.4
1988/3/20,2.5,5.9,-0.5
1988/3/21,4.3,9.5,-1.8
1988/3/22,5.7,6.9,4.6
1988/3/23,4.8,7.4,2.1
1988/3/24,2.2,4.2,0.8
1988/3/25,2.9,6.8,-1.6
1988/3/26,3.3,8.9,-1.8
1988/3/27,3.7,7.7,-0.2
1988/3/28,4.3,7.2,-0.1
1988/3/29,5.8,11.7,-0.3
1988/3/30,5.5,10.8,-1.1
1988/3/31,4.5,9.0,0.7
