ダウンロードした時刻：2019/10/10 16:07:08

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,10.6,16.6,7.1
2000/12/2,9.6,16.0,5.5
2000/12/3,11.3,15.9,7.4
2000/12/4,9.9,13.7,7.2
2000/12/5,12.3,14.3,9.8
2000/12/6,9.9,12.8,5.3
2000/12/7,7.7,14.0,2.6
2000/12/8,9.6,16.0,5.0
2000/12/9,10.1,16.8,4.3
2000/12/10,13.7,17.5,10.0
2000/12/11,7.8,12.9,3.6
2000/12/12,5.8,8.5,3.7
2000/12/13,6.9,8.9,5.3
2000/12/14,8.0,10.8,3.4
2000/12/15,9.5,15.0,2.7
2000/12/16,11.8,15.2,5.9
2000/12/17,9.0,13.6,5.4
2000/12/18,9.7,16.0,3.1
2000/12/19,13.1,16.0,9.4
2000/12/20,9.7,12.9,5.7
2000/12/21,8.7,11.1,4.2
2000/12/22,7.7,12.6,3.5
2000/12/23,11.7,16.1,6.7
2000/12/24,7.8,10.0,6.1
2000/12/25,5.8,11.0,3.5
2000/12/26,4.0,5.4,2.8
2000/12/27,6.2,8.2,2.9
2000/12/28,7.2,12.1,3.5
2000/12/29,6.9,11.3,2.5
2000/12/30,8.1,12.5,4.7
2000/12/31,9.4,12.2,5.9
2001/1/1,6.9,9.3,5.3
2001/1/2,9.4,12.2,6.6
2001/1/3,4.7,7.0,2.8
2001/1/4,3.2,5.8,1.3
2001/1/5,5.2,6.7,3.8
2001/1/6,5.0,6.6,2.4
2001/1/7,6.5,13.7,2.4
2001/1/8,9.3,13.9,3.6
2001/1/9,7.3,13.3,1.1
2001/1/10,8.1,10.5,3.6
2001/1/11,6.6,9.4,3.3
2001/1/12,3.6,6.3,2.7
2001/1/13,2.9,5.4,0.4
2001/1/14,-0.1,2.5,-2.3
2001/1/15,-1.3,0.5,-4.2
2001/1/16,0.7,2.6,-1.7
2001/1/17,3.4,5.9,1.9
2001/1/18,6.2,8.0,2.2
2001/1/19,6.2,9.0,4.1
2001/1/20,5.7,8.7,3.5
2001/1/21,6.9,10.7,2.5
2001/1/22,5.2,9.2,1.4
2001/1/23,4.5,9.7,0.6
2001/1/24,5.0,9.2,2.6
2001/1/25,5.3,7.0,4.0
2001/1/26,6.2,8.0,4.2
2001/1/27,6.2,9.3,4.0
2001/1/28,5.9,8.4,2.1
2001/1/29,4.1,6.2,0.8
2001/1/30,4.4,6.8,1.7
2001/1/31,6.3,10.2,1.3
2001/2/1,6.6,9.1,3.8
2001/2/2,4.1,6.5,1.5
2001/2/3,5.5,8.6,2.8
2001/2/4,5.7,9.6,2.4
2001/2/5,7.5,10.6,4.2
2001/2/6,8.5,13.7,5.5
2001/2/7,8.4,10.8,4.8
2001/2/8,5.8,8.8,3.2
2001/2/9,4.7,6.4,3.3
2001/2/10,4.9,8.4,-0.3
2001/2/11,3.6,9.2,-1.1
2001/2/12,5.4,9.1,1.7
2001/2/13,4.9,8.1,3.5
2001/2/14,3.5,5.4,1.2
2001/2/15,5.2,8.2,0.0
2001/2/16,3.9,7.3,1.1
2001/2/17,5.0,8.5,0.5
2001/2/18,9.4,11.7,6.2
2001/2/19,8.0,13.2,4.0
2001/2/20,6.1,13.0,0.7
2001/2/21,8.3,14.0,2.5
2001/2/22,9.5,15.0,5.4
2001/2/23,8.4,12.9,4.5
2001/2/24,7.7,9.7,4.7
2001/2/25,5.1,6.2,3.4
2001/2/26,5.3,9.4,2.1
2001/2/27,7.1,14.6,-0.4
2001/2/28,12.0,16.4,8.0
2001/3/1,6.7,9.0,3.8
2001/3/2,7.1,12.0,3.2
2001/3/3,9.6,15.6,2.2
2001/3/4,5.8,13.5,1.4
2001/3/5,6.5,8.8,3.0
2001/3/6,12.4,16.3,7.1
2001/3/7,8.1,14.7,5.7
2001/3/8,3.1,6.6,-0.2
2001/3/9,2.0,4.4,-0.2
2001/3/10,6.1,12.3,2.4
2001/3/11,4.5,9.0,0.9
2001/3/12,5.1,9.3,0.2
2001/3/13,5.5,9.9,1.4
2001/3/14,11.3,19.2,0.6
2001/3/15,10.9,18.0,3.2
2001/3/16,7.2,12.7,1.7
2001/3/17,9.4,12.6,6.6
2001/3/18,11.2,14.2,7.1
2001/3/19,13.8,16.7,7.1
2001/3/20,15.4,19.1,12.0
2001/3/21,14.5,19.9,8.9
2001/3/22,15.2,21.0,8.4
2001/3/23,12.0,18.2,7.7
2001/3/24,13.1,20.4,5.7
2001/3/25,13.9,16.1,12.2
2001/3/26,12.1,15.5,9.5
2001/3/27,9.5,12.8,5.8
2001/3/28,10.3,15.2,5.6
2001/3/29,7.6,10.2,3.9
2001/3/30,6.5,10.3,3.6
2001/3/31,5.3,9.5,1.8
