ダウンロードした時刻：2019/10/10 16:12:08

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,12.7,18.2,9.0
2010/12/2,15.0,21.5,9.2
2010/12/3,14.3,19.0,9.8
2010/12/4,10.5,13.5,7.8
2010/12/5,10.1,15.9,5.6
2010/12/6,12.1,17.7,6.5
2010/12/7,11.0,13.2,8.4
2010/12/8,9.6,13.3,7.3
2010/12/9,8.8,12.0,5.9
2010/12/10,8.4,12.3,5.1
2010/12/11,10.1,13.7,6.4
2010/12/12,9.4,13.0,6.2
2010/12/13,10.1,12.5,8.1
2010/12/14,13.5,15.7,11.5
2010/12/15,7.5,11.6,3.9
2010/12/16,5.1,6.8,3.1
2010/12/17,5.6,9.2,0.8
2010/12/18,8.6,12.5,5.3
2010/12/19,7.6,12.8,3.0
2010/12/20,10.4,16.4,6.7
2010/12/21,9.6,13.7,5.2
2010/12/22,12.2,15.0,10.5
2010/12/23,11.5,14.1,10.2
2010/12/24,8.3,11.5,3.8
2010/12/25,3.3,5.0,2.4
2010/12/26,4.5,6.6,2.2
2010/12/27,5.6,8.9,2.0
2010/12/28,8.5,14.9,3.3
2010/12/29,6.4,9.1,4.7
2010/12/30,5.0,7.5,2.6
2010/12/31,3.1,4.5,2.2
2011/1/1,4.0,6.9,2.0
2011/1/2,5.7,9.9,2.4
2011/1/3,4.5,9.1,0.4
2011/1/4,5.9,10.6,2.6
2011/1/5,5.9,8.9,1.0
2011/1/6,5.4,8.2,3.2
2011/1/7,3.5,6.6,1.2
2011/1/8,4.4,9.1,-0.3
2011/1/9,6.4,9.8,3.1
2011/1/10,3.1,6.0,1.5
2011/1/11,3.7,7.8,-1.0
2011/1/12,5.5,9.1,3.3
2011/1/13,4.5,8.3,0.5
2011/1/14,5.2,8.6,0.9
2011/1/15,4.5,7.0,-0.9
2011/1/16,0.5,4.6,-2.2
2011/1/17,3.4,8.1,-1.3
2011/1/18,5.3,8.8,2.5
2011/1/19,5.3,8.4,2.5
2011/1/20,4.6,7.7,2.2
2011/1/21,4.4,8.1,1.0
2011/1/22,5.6,9.6,1.4
2011/1/23,5.5,8.9,2.3
2011/1/24,5.1,8.9,1.8
2011/1/25,5.0,8.7,2.6
2011/1/26,4.6,8.4,1.7
2011/1/27,3.7,7.9,0.2
2011/1/28,3.7,7.8,1.4
2011/1/29,3.6,7.9,0.0
2011/1/30,1.1,5.1,-1.3
2011/1/31,1.6,5.4,-2.7
2011/2/1,5.1,8.8,-0.1
2011/2/2,6.6,11.5,2.7
2011/2/3,6.5,12.2,1.1
2011/2/4,7.6,12.8,2.5
2011/2/5,7.3,11.6,2.7
2011/2/6,8.2,14.0,2.5
2011/2/7,8.0,12.3,5.0
2011/2/8,6.9,12.1,2.8
2011/2/9,6.7,10.0,5.1
2011/2/10,5.0,8.8,1.5
2011/2/11,1.8,4.1,0.0
2011/2/12,3.3,6.4,0.3
2011/2/13,3.3,6.4,1.4
2011/2/14,1.8,5.0,0.4
2011/2/15,4.4,7.9,1.9
2011/2/16,5.3,12.5,-0.7
2011/2/17,10.1,15.6,5.1
2011/2/18,8.2,11.1,4.9
2011/2/19,6.9,11.5,2.8
2011/2/20,7.4,12.9,3.0
2011/2/21,8.1,14.1,3.7
2011/2/22,9.3,16.2,3.5
2011/2/23,11.4,17.3,5.8
2011/2/24,13.2,17.1,9.6
2011/2/25,12.8,17.8,7.6
2011/2/26,8.2,13.3,4.6
2011/2/27,12.0,17.8,5.5
2011/2/28,11.0,13.1,8.3
2011/3/1,8.0,9.1,7.3
2011/3/2,7.4,11.6,3.8
2011/3/3,3.7,7.2,1.7
2011/3/4,4.1,8.8,1.4
2011/3/5,6.6,11.1,3.1
2011/3/6,7.5,11.6,3.8
2011/3/7,7.2,10.8,4.7
2011/3/8,7.1,11.1,4.3
2011/3/9,6.6,11.8,3.0
2011/3/10,5.1,8.7,2.0
2011/3/11,6.0,10.1,2.5
2011/3/12,7.9,12.1,2.7
2011/3/13,11.3,17.6,5.1
2011/3/14,14.1,20.8,8.9
2011/3/15,13.8,17.6,8.7
2011/3/16,6.0,9.1,2.1
2011/3/17,3.2,7.0,0.9
2011/3/18,5.8,10.1,1.9
2011/3/19,11.3,17.3,5.9
2011/3/20,13.3,17.9,8.9
2011/3/21,11.7,13.8,8.9
2011/3/22,10.2,14.6,5.8
2011/3/23,6.8,12.0,3.8
2011/3/24,6.7,,3.3
2011/3/25,7.4,13.2,2.8
2011/3/26,6.2,10.5,3.8
2011/3/27,6.3,11.4,2.2
2011/3/28,8.3,14.6,2.2
2011/3/29,10.2,15.9,4.5
2011/3/30,10.6,14.7,6.4
2011/3/31,11.9,16.7,7.6
