ダウンロードした時刻：2019/10/10 16:26:01

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,13.9,18.6,9.3
2002/12/2,11.4,17.2,6.7
2002/12/3,12.4,17.7,8.9
2002/12/4,17.4,21.5,14.8
2002/12/5,16.5,21.5,11.8
2002/12/6,14.1,16.5,11.9
2002/12/7,13.7,14.8,12.3
2002/12/8,13.0,15.4,10.7
2002/12/9,8.9,11.7,4.0
2002/12/10,5.4,9.1,2.1
2002/12/11,6.1,11.8,0.9
2002/12/12,7.4,11.5,4.5
2002/12/13,5.9,12.4,0.2
2002/12/14,6.1,14.2,0.0
2002/12/15,9.5,18.3,2.1
2002/12/16,12.3,17.8,6.9
2002/12/17,11.4,15.2,6.1
2002/12/18,11.4,17.0,5.8
2002/12/19,11.3,12.5,10.6
2002/12/20,12.4,14.8,10.8
2002/12/21,12.9,15.2,10.7
2002/12/22,12.8,14.8,11.3
2002/12/23,12.6,15.9,10.3
2002/12/24,12.5,19.4,6.6
2002/12/25,10.1,15.1,3.6
2002/12/26,5.5,10.2,2.2
2002/12/27,3.6,7.2,0.7
2002/12/28,5.5,12.6,-1.0
2002/12/29,7.5,13.7,2.0
2002/12/30,7.9,14.4,1.9
2002/12/31,8.4,13.9,3.7
2003/1/1,6.1,11.7,0.4
2003/1/2,5.4,11.8,-1.3
2003/1/3,7.4,10.0,4.9
2003/1/4,5.6,9.4,1.5
2003/1/5,2.5,6.2,0.1
2003/1/6,3.0,8.4,-2.4
2003/1/7,5.2,9.1,2.8
2003/1/8,6.3,11.9,1.9
2003/1/9,6.4,12.5,1.6
2003/1/10,7.8,11.9,2.7
2003/1/11,8.1,13.6,2.8
2003/1/12,8.6,15.4,3.5
2003/1/13,8.7,16.3,1.5
2003/1/14,9.5,16.2,2.9
2003/1/15,5.7,10.3,1.2
2003/1/16,5.0,11.7,-0.7
2003/1/17,9.2,18.4,1.7
2003/1/18,10.9,18.6,3.3
2003/1/19,9.1,13.5,5.9
2003/1/20,7.5,12.3,2.4
2003/1/21,6.6,11.9,1.6
2003/1/22,7.9,14.3,0.9
2003/1/23,9.6,13.4,5.3
2003/1/24,6.5,11.5,1.2
2003/1/25,4.9,11.0,-1.4
2003/1/26,7.9,10.7,5.0
2003/1/27,12.3,16.8,7.9
2003/1/28,5.8,9.5,3.2
2003/1/29,3.3,5.6,1.2
2003/1/30,3.6,8.5,0.3
2003/1/31,6.9,11.1,2.7
2003/2/1,5.9,7.4,4.4
2003/2/2,6.2,11.4,1.5
2003/2/3,5.8,12.2,0.3
2003/2/4,6.8,12.8,2.2
2003/2/5,6.1,10.9,2.2
2003/2/6,5.9,11.8,0.0
2003/2/7,8.2,16.5,0.3
2003/2/8,10.4,15.4,5.4
2003/2/9,12.1,17.0,6.4
2003/2/10,13.5,17.6,8.7
2003/2/11,13.1,18.6,10.2
2003/2/12,10.8,16.7,6.3
2003/2/13,7.4,13.7,3.0
2003/2/14,7.2,12.5,1.2
2003/2/15,9.2,13.3,5.1
2003/2/16,12.7,18.5,8.9
2003/2/17,8.8,14.2,2.9
2003/2/18,10.2,15.7,5.0
2003/2/19,9.7,15.0,2.9
2003/2/20,8.0,13.2,2.2
2003/2/21,6.9,14.7,-0.5
2003/2/22,14.2,19.8,6.7
2003/2/23,15.1,19.2,11.3
2003/2/24,12.4,16.1,9.6
2003/2/25,10.4,14.6,6.0
2003/2/26,10.7,15.7,6.0
2003/2/27,11.5,14.6,7.6
2003/2/28,9.1,12.4,5.1
2003/3/1,12.9,16.4,9.5
2003/3/2,12.7,17.6,6.7
2003/3/3,13.9,19.8,8.5
2003/3/4,8.6,11.7,6.0
2003/3/5,7.4,9.4,4.7
2003/3/6,11.4,14.7,6.9
2003/3/7,13.0,15.7,9.4
2003/3/8,9.1,14.8,4.7
2003/3/9,7.0,13.0,1.4
2003/3/10,6.3,11.4,0.4
2003/3/11,6.5,12.0,-0.4
2003/3/12,7.3,12.3,0.8
2003/3/13,8.3,10.7,6.9
2003/3/14,10.6,14.0,7.2
2003/3/15,12.2,15.1,10.3
2003/3/16,12.9,17.7,10.9
2003/3/17,15.6,18.2,12.3
2003/3/18,11.6,15.5,8.9
2003/3/19,10.2,15.1,5.7
2003/3/20,10.3,13.9,6.7
2003/3/21,10.7,16.1,3.7
2003/3/22,11.0,16.4,6.9
2003/3/23,11.1,16.9,4.3
2003/3/24,13.2,15.9,11.1
2003/3/25,15.2,20.4,11.1
2003/3/26,13.3,18.5,6.9
2003/3/27,14.8,22.4,7.1
2003/3/28,12.6,16.2,8.2
2003/3/29,13.4,20.1,9.6
2003/3/30,13.5,20.2,7.0
2003/3/31,17.3,23.2,8.5
